model_type,local_output_mode,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,parameter_count,trainable_parameter_count,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l1,chiral_gine,split_pair_group,2,formal_computational_v1,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,1843331,1843331,118,0.7849999999999999,1084,239,238,0.9079497907949791,0.9090440418323759,0.9042467948717949,"[[85, 8], [14, 132]]",0.9541169538960083,0.9570711917014222,0.3605290756065975,0.9117647058823529,0.9091842723004695,0.9084933814240466,"[[86, 10], [11, 131]]",0.965962441314554,0.9610937342794328,0.3288948673661016,/home/jjhong/gly/artifacts/checkpoints/formal_computational_v1/pair_chiral_tri_l1/chiral_gine_crossattn_tri_l1_split_pair_group_seed2_formal_computational_v1.pt
