Task_ID,Task_Class,Task_Label,Source_Sheet,Source_Row,Source_Reference,Source_Reaction_ID,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Target_Config,Task_Mode,Original_Solvent,Original_Catalyst,Original_Temp_C,Original_Time_min,Original_Product_Config,Candidate_ID,Donor_Type,Target_O4_Index,Template_ID,Solvent,Solvent_Component_IDs,Catalyst,Catalyst_Component_IDs,Temp_C,Time_min,has_solvent,has_catalyst,has_temp,has_time,Template_Support_Count,Template_Alpha_Success_Count,Template_Beta_Success_Count,Template_Representative_Reaction_ID,Template_Supporting_Reaction_IDs,Condition_Recipe_Completeness,Original_Condition_Complete,Matches_Original_Condition,Final_Status,Final_Error,Final_Interpretation,Input_Status,Donor_RFU_Status,Acceptor_O4_Status,Warnings,Canonical_Donor_SMILES,Canonical_Acceptor_SMILES,Resolved_Donor_Type,Target_O4_Source,Target_O4_Index_Canonical,Target_O4_State,Target_O4_Candidate_Count,Target_O4_Free_Candidate_Count,Target_O4_Blocked_Candidate_Count,Layer1_Mean_Feasibility_Score,Layer1_Seed_Disagreement,Layer1_Seed_Votes,Layer1_Decision,Soft_Compatibility_Score,Soft_TopK_Mean_Score,Soft_Support_Percentile,Soft_Domain_Q05,Soft_Domain_Q10,Soft_Domain_Status,Nearest_Success_Reaction_ID,Nearest_Success_Similarity,Soft_Score_Interpretation,Stereoselectivity_Label,Stereoselectivity_Mean_Beta_Score,Stereoselectivity_Seed_Disagreement,Stereoselectivity_Vote_Count,Stereoselectivity_Skip_Reason,Pipeline_Version,Inference_UTC,Layer1_Seed0_Feasibility_Score,Layer1_Seed0_Vote,Layer1_Seed1_Feasibility_Score,Layer1_Seed1_Vote,Layer1_Seed2_Feasibility_Score,Layer1_Seed2_Vote,Layer3_Seed0_Beta_Score,Layer3_Seed0_Threshold,Layer3_Seed0_Vote,Layer3_Seed1_Beta_Score,Layer3_Seed1_Threshold,Layer3_Seed1_Vote,Layer3_Seed2_Beta_Score,Layer3_Seed2_Threshold,Layer3_Seed2_Vote,Target_Vote_Count,Ensemble_Size,Target_Stereo_Score,Recommendation_Tier,Recommendation_Level,Tier_Order,Domain_Order,Temp_Bin_20C,Diversity_Key,Overall_Target_Rank,Recommendation_Rank,Recommendation_Reason,Score_Interpretation,Wet_Lab_Use_Requirement
C2_T06,2,任务6,第二类预测任务,72,"Organic Letters (2010), 12(7), 1624-1627",31-010-CAS-539862,CC(=O)O[C@H]1[C@@H](NC(=O)OCc2ccccc2)[C@@H](C)OC(OC(=Nc2ccccc2)C(F)(F)F)[C@@H]1N=[N+]=[N-],CC(=O)CCC(=O)O[C@H]1[C@@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H]1N=[N+]=[N-],Beta,standard,Dichloromethane,Pyridine,,0.0,,C2_T06::CT_989ff64dcfdf18c3,trifluoroacetimidate,,CT_989ff64dcfdf18c3,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,60.0,1,1,1,1,2,0,2,31-614-CAS-42575636,31-614-CAS-42575632;31-614-CAS-42575636,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)O[C@H]1[C@@H](NC(=O)OCc2ccccc2)[C@@H](C)OC(OC(=Nc2ccccc2)C(F)(F)F)[C@@H]1N=[N+]=[N-],CC(=O)CCC(=O)O[C@H]1[C@@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H]1N=[N+]=[N-],trifluoroacetimidate,auto_unique_free,10.0,free,1.0,1.0,0.0,0.9886396924654642,False,"[1,1,1]",feasible,0.9604469537734984,0.8592815399169922,74.4186046511628,0.7312034368515015,0.7826594114303589,in_domain,31-010-CAS-539862,0.960447,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.953628420829773,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9889496564865112,feasible,0.9884889721870422,feasible,0.9884804487228394,feasible,0.9553424715995787,0.8049999999999999,Beta,0.9731470346450806,0.8599999999999999,Beta,0.9323957562446594,0.5549999999999999,Beta,3.0,3,0.953628420829773,A,优先,0,0,1,3|3|T1,8,8,A; in_domain; 3/3 seeds support Beta; template support=2,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T07,2,任务7,第二类预测任务,87,"Tetrahedron Letters (1988), 29(9), 1061-4",31-013-CAS-9796530,CS[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,Alpha,standard,Toluene,,127.0,127.0,Beta,C2_T07::CT_3fad9e418ec4aef1,thioglycoside,,CT_3fad9e418ec4aef1,Dichloromethane,3,Sodium bicarbonate,8,-78.0,5.0,1,1,1,1,1,1,0,31-013-CAS-1252855,31-013-CAS-1252855,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,layer3_seed_disagreement,CS[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,auto_unique_free,33.0,free,1.0,1.0,0.0,0.9877183238665262,False,"[1,1,1]",feasible,0.8550058603286743,0.842545211315155,20.56737588652482,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-16646504,0.855006,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.8212202986081442,True,2/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9880051016807556,feasible,0.9875770807266236,feasible,0.9875727891921996,feasible,0.7800976634025574,0.8049999999999999,Alpha,0.758395791053772,0.8599999999999999,Alpha,0.925167441368103,0.5549999999999999,Beta,2.0,3,0.17877970139185584,C_EXPLORATORY,探索,2,0,-4,8|3|T-4,1,1,C_EXPLORATORY; in_domain; 2/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T08,2,任务7,第二类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Alpha,standard,Dichloromethane,Triethylamine,0.0,,Beta,C2_T08::CT_b802380a2480a9a1,trichloroacetimidate,,CT_b802380a2480a9a1,Dichloromethane,3,Nitrosonium tetrafluoroborate,26,-10.0,45.0,1,1,1,1,1,1,0,31-010-CAS-5727917,31-010-CAS-5727917,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9446451663970948,0.9155374765396118,60.70726915520629,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.944645,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.3802539308865865,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.1434968709945678,0.8049999999999999,Alpha,0.5592746734619141,0.8599999999999999,Alpha,0.4379902482032776,0.5549999999999999,Alpha,3.0,3,0.6197460691134136,A,优先,0,0,0,26|3|T0,1,1,A; in_domain; 3/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T08,2,任务7,第二类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Alpha,standard,Dichloromethane,Triethylamine,0.0,,Beta,C2_T08::CT_da4bce6748ad06b6,trichloroacetimidate,,CT_da4bce6748ad06b6,Dichloromethane,3,Pyridine,12,25.0,30.0,1,1,1,1,1,1,0,31-010-CAS-1767038,31-010-CAS-1767038,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9387290477752686,0.9062700271606444,58.153241650294696,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.938729,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.2539568959424893,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.0170765276998281,0.8049999999999999,Alpha,0.2673163712024688,0.8599999999999999,Alpha,0.4774777889251709,0.5549999999999999,Alpha,3.0,3,0.7460431040575106,A,优先,0,0,1,12|3|T1,2,2,A; in_domain; 3/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T08,2,任务7,第二类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Alpha,standard,Dichloromethane,Triethylamine,0.0,,Beta,C2_T08::CT_f9630e2401358f99,trichloroacetimidate,,CT_f9630e2401358f99,Dichloromethane;Diethyl ether,3;4,Nitrosonium tetrafluoroborate,26,-10.0,60.0,1,1,1,1,1,1,0,31-010-CAS-16631938,31-010-CAS-16631938,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9338733553886414,0.904752552509308,55.40275049115914,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.933873,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.316514378413558,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.0167521703988313,0.8049999999999999,Alpha,0.6871732473373413,0.8599999999999999,Alpha,0.2456177175045013,0.5549999999999999,Alpha,3.0,3,0.683485621586442,A,优先,0,0,0,26|3;4|T0,3,3,A; in_domain; 3/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T08,2,任务7,第二类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Alpha,standard,Dichloromethane,Triethylamine,0.0,,Beta,C2_T08::CT_3629c97c849b87d5,trichloroacetimidate,,CT_3629c97c849b87d5,Dichloromethane,3,Trifluoroacetic acid,17,25.0,30.0,1,1,1,1,1,1,0,31-006-CAS-2457473,31-006-CAS-2457473,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,layer3_seed_disagreement,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9387290477752686,0.9062700271606444,58.153241650294696,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.938729,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.735200842221578,True,2/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.632814347743988,0.8049999999999999,Alpha,0.6237500309944153,0.8599999999999999,Alpha,0.9490381479263306,0.5549999999999999,Beta,2.0,3,0.264799157778422,C_EXPLORATORY,探索,2,0,1,17|3|T1,4,4,C_EXPLORATORY; in_domain; 2/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T08,2,任务7,第二类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Alpha,standard,Dichloromethane,Triethylamine,0.0,,Beta,C2_T08::CT_200f1d7148b9b59f,trichloroacetimidate,,CT_200f1d7148b9b59f,Dichloromethane;Trichloroacetonitrile,3;19,Triethylamine,4,-78.0,960.0,1,1,1,1,1,1,0,31-010-CAS-10954471,31-010-CAS-10954471,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,layer3_seed_disagreement,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.8981871008872986,0.8735741376876831,36.14931237721022,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.898187,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.752108613650004,True,2/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.4935711622238159,0.8049999999999999,Alpha,0.8389032483100891,0.8599999999999999,Alpha,0.9238514304161072,0.5549999999999999,Beta,2.0,3,0.24789138634999597,C_EXPLORATORY,探索,2,0,-4,4|3;19|T-4,5,5,C_EXPLORATORY; in_domain; 2/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T09,2,任务8,第二类预测任务,119,,,CC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccc3ccccc3c2)[C@@H](COCc2ccccc2)O[C@H]1SCc1ccccc1,[N-]=[N+]=N[C@H]1[C@@H](OCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,Alpha,standard,,,,,,C2_T09::CT_78fdc187d4136a6a,thioglycoside,,CT_78fdc187d4136a6a,Toluene,5,N-Iodosuccinimide,5,0.0,30.0,1,1,1,1,2,2,0,31-013-CAS-22664054,31-013-CAS-22664010;31-013-CAS-22664054,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccc3ccccc3c2)[C@@H](COCc2ccccc2)O[C@H]1SCc1ccccc1,[N-]=[N+]=N[C@H]1[C@@H](OCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,auto_unique_free,37.0,free,1.0,1.0,0.0,0.9878584742546082,False,"[1,1,1]",feasible,0.8421611189842224,0.7764781713485718,17.13947990543735,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-14531739,0.842161,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.1077761662503083,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881643056869508,feasible,0.9877161383628844,feasible,0.9876949787139891,feasible,0.0193715542554855,0.8049999999999999,Alpha,0.0539019294083118,0.8599999999999999,Alpha,0.2500550150871277,0.5549999999999999,Alpha,3.0,3,0.8922238337496917,A,优先,0,0,0,5|5|T0,1,1,A; in_domain; 3/3 seeds support Alpha; template support=2,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T09,2,任务8,第二类预测任务,119,,,CC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccc3ccccc3c2)[C@@H](COCc2ccccc2)O[C@H]1SCc1ccccc1,[N-]=[N+]=N[C@H]1[C@@H](OCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,Alpha,standard,,,,,,C2_T09::CT_29b0d5cb6a9f473c,thioglycoside,,CT_29b0d5cb6a9f473c,Dichloromethane,3,Bromine,18,0.0,90.0,1,1,1,1,1,1,0,31-013-CAS-5882,31-013-CAS-5882,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccc3ccccc3c2)[C@@H](COCc2ccccc2)O[C@H]1SCc1ccccc1,[N-]=[N+]=N[C@H]1[C@@H](OCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,auto_unique_free,37.0,free,1.0,1.0,0.0,0.9878584742546082,False,"[1,1,1]",feasible,0.8265523314476013,0.7617190480232239,13.002364066193852,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-14531739,0.826552,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.3748594895005226,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881643056869508,feasible,0.9877161383628844,feasible,0.9876949787139891,feasible,0.5690327286720276,0.8049999999999999,Alpha,0.1063320264220237,0.8599999999999999,Alpha,0.4492137134075165,0.5549999999999999,Alpha,3.0,3,0.6251405104994774,A,优先,0,0,0,18|3|T0,4,2,A; in_domain; 3/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T09,2,任务8,第二类预测任务,119,,,CC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccc3ccccc3c2)[C@@H](COCc2ccccc2)O[C@H]1SCc1ccccc1,[N-]=[N+]=N[C@H]1[C@@H](OCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,Alpha,standard,,,,,,C2_T09::CT_c5a8ab0ed98cb1cf,thioglycoside,,CT_c5a8ab0ed98cb1cf,Dichloromethane;Diethyl ether,3;4,Trifluoromethanesulfonic acid,6,0.0,60.0,1,1,1,1,3,3,0,31-013-CAS-13511159,31-013-CAS-11339593;31-013-CAS-13511159;31-013-CAS-13778249,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccc3ccccc3c2)[C@@H](COCc2ccccc2)O[C@H]1SCc1ccccc1,[N-]=[N+]=N[C@H]1[C@@H](OCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,auto_unique_free,37.0,free,1.0,1.0,0.0,0.9878584742546082,False,"[1,1,1]",feasible,0.8234303593635559,0.7658354043960571,12.88416075650118,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-14531739,0.82343,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.3705144921938578,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881643056869508,feasible,0.9877161383628844,feasible,0.9876949787139891,feasible,0.3392280340194702,0.8049999999999999,Alpha,0.449438989162445,0.8599999999999999,Alpha,0.3228764533996582,0.5549999999999999,Alpha,3.0,3,0.6294855078061422,A,优先,0,0,0,6|3;4|T0,5,3,A; in_domain; 3/3 seeds support Alpha; template support=3,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T09,2,任务8,第二类预测任务,119,,,CC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccc3ccccc3c2)[C@@H](COCc2ccccc2)O[C@H]1SCc1ccccc1,[N-]=[N+]=N[C@H]1[C@@H](OCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,Alpha,standard,,,,,,C2_T09::CT_87ff18cf37fd95de,thioglycoside,,CT_87ff18cf37fd95de,Toluene,5,Triethylamine,4,25.0,30.0,1,1,1,1,3,3,0,31-013-CAS-15220844,31-013-CAS-12686981;31-013-CAS-12781994;31-013-CAS-15220844,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)O[C@@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccc3ccccc3c2)[C@@H](COCc2ccccc2)O[C@H]1SCc1ccccc1,[N-]=[N+]=N[C@H]1[C@@H](OCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,auto_unique_free,37.0,free,1.0,1.0,0.0,0.9878584742546082,False,"[1,1,1]",feasible,0.8092747330665588,0.7643287777900696,11.347517730496454,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-12686981,0.809275,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.1570425311413904,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881643056869508,feasible,0.9877161383628844,feasible,0.9876949787139891,feasible,0.0349117703735828,0.8049999999999999,Alpha,0.0046874633990228,0.8599999999999999,Alpha,0.4315283596515655,0.5549999999999999,Alpha,3.0,3,0.8429574688586096,A,优先,0,0,1,4|5|T1,11,4,A; in_domain; 3/3 seeds support Alpha; template support=3,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
