Task_ID,Task_Class,Task_Label,Source_Sheet,Source_Row,Source_Reference,Source_Reaction_ID,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Target_Config,Task_Mode,Original_Solvent,Original_Catalyst,Original_Temp_C,Original_Time_min,Original_Product_Config,Candidate_ID,Donor_Type,Target_O4_Index,Template_ID,Solvent,Solvent_Component_IDs,Catalyst,Catalyst_Component_IDs,Temp_C,Time_min,has_solvent,has_catalyst,has_temp,has_time,Template_Support_Count,Template_Alpha_Success_Count,Template_Beta_Success_Count,Template_Representative_Reaction_ID,Template_Supporting_Reaction_IDs,Condition_Recipe_Completeness,Original_Condition_Complete,Matches_Original_Condition,Final_Status,Final_Error,Final_Interpretation,Input_Status,Donor_RFU_Status,Acceptor_O4_Status,Warnings,Canonical_Donor_SMILES,Canonical_Acceptor_SMILES,Resolved_Donor_Type,Target_O4_Source,Target_O4_Index_Canonical,Target_O4_State,Target_O4_Candidate_Count,Target_O4_Free_Candidate_Count,Target_O4_Blocked_Candidate_Count,Layer1_Mean_Feasibility_Score,Layer1_Seed_Disagreement,Layer1_Seed_Votes,Layer1_Decision,Soft_Compatibility_Score,Soft_TopK_Mean_Score,Soft_Support_Percentile,Soft_Domain_Q05,Soft_Domain_Q10,Soft_Domain_Status,Nearest_Success_Reaction_ID,Nearest_Success_Similarity,Soft_Score_Interpretation,Stereoselectivity_Label,Stereoselectivity_Mean_Beta_Score,Stereoselectivity_Seed_Disagreement,Stereoselectivity_Vote_Count,Stereoselectivity_Skip_Reason,Pipeline_Version,Inference_UTC,Layer1_Seed0_Feasibility_Score,Layer1_Seed0_Vote,Layer1_Seed1_Feasibility_Score,Layer1_Seed1_Vote,Layer1_Seed2_Feasibility_Score,Layer1_Seed2_Vote,Layer3_Seed0_Beta_Score,Layer3_Seed0_Threshold,Layer3_Seed0_Vote,Layer3_Seed1_Beta_Score,Layer3_Seed1_Threshold,Layer3_Seed1_Vote,Layer3_Seed2_Beta_Score,Layer3_Seed2_Threshold,Layer3_Seed2_Vote,Target_Vote_Count,Ensemble_Size,Target_Stereo_Score,Recommendation_Tier,Recommendation_Level,Tier_Order,Domain_Order,Temp_Bin_20C,Diversity_Key,Overall_Target_Rank,Recommendation_Rank,Recommendation_Reason,Score_Interpretation,Wet_Lab_Use_Requirement
C1_T04,1,任务4,第一类预测任务,44,"Chemistry - A European Journal (2018), 24(31), 7970-7975",31-010-CAS-19309609,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],Beta,standard,Dichloromethane,Trifluoromethanesulfonic acid,-40.0,20.0,Beta,C1_T04::CT_db052a0bc715a4f9,trichloroacetimidate,,CT_db052a0bc715a4f9,Dichloromethane,3,Trifluoromethanesulfonic acid,6,0.0,30.0,1,1,1,1,1,0,1,31-010-CAS-12729167,31-010-CAS-12729167,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,auto_unique_free,23.0,free,1.0,1.0,0.0,0.9879346092542012,False,"[1,1,1]",feasible,0.9799494743347168,0.8906339406967163,80.55009823182712,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19309609,0.979949,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9566556612650552,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9882982969284058,feasible,0.9877849817276,feasible,0.987720549106598,feasible,0.9510524868965148,0.8049999999999999,Beta,0.9662100076675416,0.8599999999999999,Beta,0.9527044892311096,0.5549999999999999,Beta,3.0,3,0.9566556612650552,A,优先,0,0,0,6|3|T0,1,1,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T04,1,任务4,第一类预测任务,44,"Chemistry - A European Journal (2018), 24(31), 7970-7975",31-010-CAS-19309609,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],Beta,standard,Dichloromethane,Trifluoromethanesulfonic acid,-40.0,20.0,Beta,C1_T04::CT_52fea005c7713c5b,trichloroacetimidate,,CT_52fea005c7713c5b,Dichloromethane,3,Boron trifluoride etherate,7,-30.0,30.0,1,1,1,1,1,0,1,31-010-CAS-6693563,31-010-CAS-6693563,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,auto_unique_free,23.0,free,1.0,1.0,0.0,0.9879346092542012,False,"[1,1,1]",feasible,0.9702146649360656,0.8851851224899292,74.06679764243614,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19309609,0.970215,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9568644563357036,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9882982969284058,feasible,0.9877849817276,feasible,0.987720549106598,feasible,0.972628116607666,0.8049999999999999,Beta,0.9528382420539856,0.8599999999999999,Beta,0.945127010345459,0.5549999999999999,Beta,3.0,3,0.9568644563357036,A,优先,0,0,-2,7|3|T-2,2,2,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T04,1,任务4,第一类预测任务,44,"Chemistry - A European Journal (2018), 24(31), 7970-7975",31-010-CAS-19309609,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],Beta,standard,Dichloromethane,Trifluoromethanesulfonic acid,-40.0,20.0,Beta,C1_T04::CT_1103e023753b7efb,trichloroacetimidate,,CT_1103e023753b7efb,Dichloromethane,3,Triethylamine,4,-30.0,30.0,1,1,1,1,1,0,1,31-614-CAS-44041075,31-614-CAS-44041075,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,auto_unique_free,23.0,free,1.0,1.0,0.0,0.9879346092542012,False,"[1,1,1]",feasible,0.9702146649360656,0.8756168484687805,74.06679764243614,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19309609,0.970215,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9546676675478616,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9882982969284058,feasible,0.9877849817276,feasible,0.987720549106598,feasible,0.9719054102897644,0.8049999999999999,Beta,0.9403097033500672,0.8599999999999999,Beta,0.9517878890037536,0.5549999999999999,Beta,3.0,3,0.9546676675478616,A,优先,0,0,-2,4|3|T-2,3,3,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T04,1,任务4,第一类预测任务,44,"Chemistry - A European Journal (2018), 24(31), 7970-7975",31-010-CAS-19309609,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],Beta,standard,Dichloromethane,Trifluoromethanesulfonic acid,-40.0,20.0,Beta,C1_T04::CT_d3198e2887423328,trichloroacetimidate,,CT_d3198e2887423328,Dichloromethane,3,Trimethylsilyl triflate,3,-75.0,30.0,1,1,1,1,1,1,0,31-010-CAS-12746951,31-010-CAS-12746951,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,auto_unique_free,23.0,free,1.0,1.0,0.0,0.9879346092542012,False,"[1,1,1]",feasible,0.9675029516220092,0.8644331097602844,73.28094302554028,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19309609,0.967503,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.936975359916687,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9882982969284058,feasible,0.9877849817276,feasible,0.987720549106598,feasible,0.9710525274276732,0.8049999999999999,Beta,0.8620833158493042,0.8599999999999999,Beta,0.9777902364730836,0.5549999999999999,Beta,3.0,3,0.936975359916687,A,优先,0,0,-4,3|3|T-4,4,4,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T04,1,任务4,第一类预测任务,44,"Chemistry - A European Journal (2018), 24(31), 7970-7975",31-010-CAS-19309609,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],Beta,standard,Dichloromethane,Trifluoromethanesulfonic acid,-40.0,20.0,Beta,C1_T04::CT_a19e208d3921b07a,trichloroacetimidate,,CT_a19e208d3921b07a,Diethyl ether,4,Zinc iodide,36,0.0,30.0,1,1,1,1,1,0,1,31-614-CAS-31540785,31-614-CAS-31540785,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,auto_unique_free,23.0,free,1.0,1.0,0.0,0.9879346092542012,False,"[1,1,1]",feasible,0.9227060079574584,0.8679617047309875,49.70530451866404,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19309609,0.922706,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.98165496190389,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9882982969284058,feasible,0.9877849817276,feasible,0.987720549106598,feasible,0.991917073726654,0.8049999999999999,Beta,0.9674097299575806,0.8599999999999999,Beta,0.9856380820274352,0.5549999999999999,Beta,3.0,3,0.98165496190389,A,优先,0,0,0,36|4|T0,43,5,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T04,1,任务4,第一类预测任务,44,"Chemistry - A European Journal (2018), 24(31), 7970-7975",31-010-CAS-19309609,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],Beta,standard,Dichloromethane,Trifluoromethanesulfonic acid,-40.0,20.0,Beta,C1_T04::CT_313f5a9320ec9aa3,trichloroacetimidate,,CT_313f5a9320ec9aa3,Dichloromethane,3,"2,6-Di-tert-butyl-4-methylpyridine",25,25.0,30.0,1,1,1,1,4,0,4,31-010-CAS-8475811,31-010-CAS-10606536;31-010-CAS-14863653;31-010-CAS-2078925;31-010-CAS-8475811,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,auto_unique_free,23.0,free,1.0,1.0,0.0,0.9879346092542012,False,"[1,1,1]",feasible,0.9224652647972108,0.8810288310050964,49.70530451866404,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19309609,0.922465,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9844019611676534,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9882982969284058,feasible,0.9877849817276,feasible,0.987720549106598,feasible,0.9882400035858154,0.8049999999999999,Beta,0.9807292819023132,0.8599999999999999,Beta,0.9842365980148317,0.5549999999999999,Beta,3.0,3,0.9844019611676534,A,优先,0,0,1,25|3|T1,46,6,A; in_domain; 3/3 seeds support Beta; template support=4,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T04,1,任务4,第一类预测任务,44,"Chemistry - A European Journal (2018), 24(31), 7970-7975",31-010-CAS-19309609,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],Beta,standard,Dichloromethane,Trifluoromethanesulfonic acid,-40.0,20.0,Beta,C1_T04::CT_a25741c83f6cd8d0,trichloroacetimidate,,CT_a25741c83f6cd8d0,Dichloromethane,3,Copper(II) triflate,34,25.0,60.0,1,1,1,1,1,0,1,31-010-CAS-11632053,31-010-CAS-11632053,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,auto_unique_free,23.0,free,1.0,1.0,0.0,0.9879346092542012,False,"[1,1,1]",feasible,0.9099889993667604,0.8802849650382996,44.20432220039292,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19309609,0.909989,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9128854672114054,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9882982969284058,feasible,0.9877849817276,feasible,0.987720549106598,feasible,0.8524873852729797,0.8049999999999999,Beta,0.913120687007904,0.8599999999999999,Beta,0.9730483293533324,0.5549999999999999,Beta,3.0,3,0.9128854672114054,A,优先,0,0,1,34|3|T1,66,7,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T04,1,任务4,第一类预测任务,44,"Chemistry - A European Journal (2018), 24(31), 7970-7975",31-010-CAS-19309609,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],Beta,standard,Dichloromethane,Trifluoromethanesulfonic acid,-40.0,20.0,Beta,C1_T04::CT_7ce63dc8b0a3c062,trichloroacetimidate,,CT_7ce63dc8b0a3c062,Diethyl ether,4,"(1,1-Dimethylethyl)dimethylsilyl 1,1,1-trifluoromethanesulfonate",32,0.0,60.0,1,1,1,1,1,1,0,31-010-CAS-16586998,31-010-CAS-16586998,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,auto_unique_free,23.0,free,1.0,1.0,0.0,0.9879346092542012,False,"[1,1,1]",feasible,0.9096581935882568,0.8655492663383484,44.00785854616896,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19309609,0.909658,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9241406321525574,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9882982969284058,feasible,0.9877849817276,feasible,0.987720549106598,feasible,0.916226327419281,0.8049999999999999,Beta,0.893488347530365,0.8599999999999999,Beta,0.962707221508026,0.5549999999999999,Beta,3.0,3,0.9241406321525574,A,优先,0,0,0,32|4|T0,68,8,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T05,1,任务5,第一类预测任务,57,"Chemistry - An Asian Journal (2019), 14(1), 223-234",31-010-CAS-19796376,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCO[C@@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,Beta,standard,Dichloromethane,Trimethylsilyl triflate,-20.0,120.0,Beta,C1_T05::CT_2d07635eb996cc1b,trichloroacetimidate,,CT_2d07635eb996cc1b,Dichloromethane,3,Trimethylsilyl triflate,3,-30.0,120.0,1,1,1,1,3,0,3,31-010-CAS-15480737,31-010-CAS-14347021;31-010-CAS-15480737;31-010-CAS-9377356,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCO[C@@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,auto_unique_free,27.0,free,1.0,1.0,0.0,0.9877885580062866,False,"[1,1,1]",feasible,0.998857080936432,0.9358550310134888,92.92730844793712,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19796376,0.998857,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9713329672813416,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.98806631565094,feasible,0.9876623153686525,feasible,0.9876370429992676,feasible,0.9745674729347228,0.8049999999999999,Beta,0.9689260125160216,0.8599999999999999,Beta,0.97050541639328,0.5549999999999999,Beta,3.0,3,0.9713329672813416,A,优先,0,0,-2,3|3|T-2,1,1,A; in_domain; 3/3 seeds support Beta; template support=3,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T05,1,任务5,第一类预测任务,57,"Chemistry - An Asian Journal (2019), 14(1), 223-234",31-010-CAS-19796376,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCO[C@@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,Beta,standard,Dichloromethane,Trimethylsilyl triflate,-20.0,120.0,Beta,C1_T05::CT_f6dc2097e628d56f,trichloroacetimidate,,CT_f6dc2097e628d56f,Dichloromethane,3,"Triethylsilyl 1,1,1-trifluoromethanesulfonate",23,-25.0,180.0,1,1,1,1,1,1,0,31-010-CAS-11955200,31-010-CAS-11955200,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCO[C@@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,auto_unique_free,27.0,free,1.0,1.0,0.0,0.9877885580062866,False,"[1,1,1]",feasible,0.9707375764846802,0.9080151319503784,74.4597249508841,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19796376,0.970738,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9624635179837544,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.98806631565094,feasible,0.9876623153686525,feasible,0.9876370429992676,feasible,0.9737901091575624,0.8049999999999999,Beta,0.951608955860138,0.8599999999999999,Beta,0.9619914889335632,0.5549999999999999,Beta,3.0,3,0.9624635179837544,A,优先,0,0,-1,23|3|T-1,39,2,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T05,1,任务5,第一类预测任务,57,"Chemistry - An Asian Journal (2019), 14(1), 223-234",31-010-CAS-19796376,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCO[C@@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,Beta,standard,Dichloromethane,Trimethylsilyl triflate,-20.0,120.0,Beta,C1_T05::CT_516bdfb3945118c0,trichloroacetimidate,,CT_516bdfb3945118c0,Dichloromethane,3,Triethylamine,4,-35.0,120.0,1,1,1,1,1,1,0,31-010-CAS-8875655,31-010-CAS-8875655,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCO[C@@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,auto_unique_free,27.0,free,1.0,1.0,0.0,0.9877885580062866,False,"[1,1,1]",feasible,0.9695788621902466,0.9053419828414916,74.06679764243614,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-19796376,0.969579,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9718408187230428,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.98806631565094,feasible,0.9876623153686525,feasible,0.9876370429992676,feasible,0.9801347851753236,0.8049999999999999,Beta,0.96528959274292,0.8599999999999999,Beta,0.970098078250885,0.5549999999999999,Beta,3.0,3,0.9718408187230428,A,优先,0,0,-2,4|3|T-2,40,3,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
