model_type,encoder_type,split_column,seed,run_id,deterministic,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn,chiral_gine,split_pair_group,2,stable_v1,True,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,135,0.4649999999999999,1084,239,238,0.9246861924686192,0.9168876123140376,0.9201440451440452,"[[82, 11], [7, 139]]",0.9574311386065696,0.9719598725159132,0.3694980618345189,0.9369747899159664,0.9286238262910798,0.9336862635831708,"[[85, 11], [4, 138]]",0.9694102112676056,0.9702363148776348,0.2843125101898898,checkpoints/stability_v1/chiral_gine_crossattn_split_pair_group_seed2_stable_v1.pt
crossattn,chiral_gine,split_pair_group,0,stable_v1,True,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,156,0.5199999999999999,1084,239,238,0.9246861924686192,0.9207909854175872,0.9207909854175872,"[[84, 9], [9, 137]]",0.9557372219767272,0.9654596086138448,0.3415617359233202,0.9159663865546218,0.9110181924882628,0.9124033860875966,"[[85, 11], [9, 133]]",0.9716109154929576,0.9807827580054618,0.3143366212729646,checkpoints/stability_v1/chiral_gine_crossattn_split_pair_group_seed0_stable_v1.pt
crossattn,chiral_gine,split_pair_group,1,stable_v1,True,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,103,0.48999999999999994,1084,239,238,0.9372384937238494,0.9349683311238768,0.9341198522520535,"[[86, 7], [8, 138]]",0.9531595227574017,0.9614469844860589,0.3289915073865627,0.9159663865546218,0.9127053990610329,0.9127053990610329,"[[86, 10], [10, 132]]",0.9625880281690141,0.9574622956376144,0.3117702923902944,checkpoints/stability_v1/chiral_gine_crossattn_split_pair_group_seed1_stable_v1.pt
