model_type,local_output_mode,condition_modulation,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l3,none,chiral_gine,split_pair_group,2,v1_no_condition_repeat,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,142,0.5549999999999999,1084,239,238,0.9497907949790795,0.9471939902783915,0.9471939902783915,"[[87, 6], [6, 140]]",0.9851229930770363,0.9913695933759571,0.23986846146224433,0.9495798319327731,0.9459360328638498,0.947442031652558,"[[89, 7], [5, 137]]",0.963981807511737,0.9488954565461862,0.2543895284668738,checkpoints/main_l3_v1_no_condition_repeat/chiral_gine_crossattn_tri_l3_split_pair_group_seed2_v1_no_condition_repeat.pt
