model_type,local_output_mode,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l3,chiral_gine,split_pair_group,0,main_l3_retrain_v1,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,145,0.8049999999999999,1084,239,238,0.9330543933054394,0.9354470466931801,0.9303613053613053,"[[88, 5], [11, 135]]",0.9740020621593755,0.975877735669678,0.29135908442062314,0.9369747899159664,0.9387470657276995,0.9350472135800447,"[[91, 5], [10, 132]]",0.9794600938967135,0.979457383170262,0.25759615097977534,checkpoints/main_l3_retrain_v1/chiral_gine_crossattn_tri_l3_split_pair_group_seed0_main_l3_retrain_v1.pt
