model_type,local_output_mode,encoder_type,use_descriptors,descriptor_dim,descriptor_names,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l3,chiral_gine,True,19,mol_wt|heavy_atom_count|hetero_atom_count|h_bond_acceptors|h_bond_donors|tpsa|mol_log_p|fraction_csp3|rotatable_bond_count|ring_count|aliphatic_ring_count|aromatic_ring_count|specified_stereo_centers|unspecified_stereo_centers|oxygen_count|nitrogen_count|sulfur_count|silicon_count|halogen_count,split_pair_group,0,descriptor_v1_tmux,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,22,0.57,1084,239,238,0.8828451882845189,0.8826410369715716,0.8781322843822843,"[[82, 11], [17, 129]]",0.9314332007659449,0.9479555300111999,0.42840803018673695,0.8571428571428571,0.8634096244131455,0.8545127651923768,"[[86, 10], [24, 118]]",0.9308245305164319,0.9310538354783768,0.40089809531424225,checkpoints/descriptor_v1_tmux/chiral_gine_crossattn_tri_l3_descriptors_split_pair_group_seed0_descriptor_v1_tmux.pt
