model_type,local_output_mode,condition_modulation,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l3,message_gate,chiral_gine,split_pair_group,2,condition_gate_v1,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,124,0.33999999999999997,1084,239,238,0.9163179916317992,0.9080866106937693,0.9112711612711613,"[[81, 12], [8, 138]]",0.9569155987627044,0.968399592056052,0.35376815466701234,0.9411764705882353,0.9321449530516432,0.9379839189994044,"[[85, 11], [3, 139]]",0.9722711267605634,0.969857292922472,0.2894402428084061,checkpoints/main_l3_condition_gate_v1/chiral_gine_crossattn_tri_l3_condition_message_gate_split_pair_group_seed2_condition_gate_v1.pt
