model_type,encoder_type,split_column,seed,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn,gine,split_pair_group,0,36,0.49499999999999994,1084,239,238,0.8661087866108786,0.8650390337310355,0.8607226107226107,"[[80, 13], [19, 127]]",0.9261305052290469,0.9396717373381716,0.422297858294084,0.8571428571428571,0.8583480046948357,0.8534057971014493,"[[83, 13], [21, 121]]",0.9386737089201878,0.9535898222406156,0.3792058551261405,checkpoints/crossattn_split_pair_group_seed0.pt
