model_type,local_output_mode,condition_modulation,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l3,message_gate,chiral_gine,split_pair_group,1,condition_gate_v1,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,92,0.48499999999999993,1084,239,238,0.9623430962343096,0.9574679628811312,0.9601555987774382,"[[87, 6], [3, 143]]",0.9667845043452643,0.9709052490687954,0.26312951562793685,0.9117647058823529,0.9091842723004695,0.9084933814240466,"[[86, 10], [11, 131]]",0.9620745305164319,0.9622146555420511,0.3379403797267866,checkpoints/main_l3_condition_gate_v1/chiral_gine_crossattn_tri_l3_condition_message_gate_split_pair_group_seed1_condition_gate_v1.pt
