model_type,local_output_mode,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l2,chiral_gine,split_pair_group,0,local_ablation_v1,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,166,0.4249999999999999,1084,239,238,0.9205020920502092,0.9056562085726912,0.9143611504007544,"[[78, 15], [4, 142]]",0.9433642657239651,0.9454342008540026,0.3794259361642175,0.8991596638655462,0.8901848591549295,0.8941045606229143,"[[81, 15], [9, 133]]",0.9427816901408452,0.9360188623761928,0.4051305225917271,checkpoints/local_ablation_v1/chiral_gine_crossattn_tri_l2_split_pair_group_seed0_local_ablation_v1.pt
crossattn_tri,l1,chiral_gine,split_pair_group,0,local_ablation_v1,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,158,0.5349999999999999,1084,239,238,0.9205020920502092,0.909559581676241,0.9151547990508399,"[[80, 13], [6, 140]]",0.9470466931801444,0.939468689818018,0.3899520301419821,0.9117647058823529,0.9024354460093896,0.9071607690164392,"[[82, 14], [7, 135]]",0.9633215962441315,0.9644300090520554,0.34941099302357986,checkpoints/local_ablation_v1/chiral_gine_crossattn_tri_l1_split_pair_group_seed0_local_ablation_v1.pt
