model_type,local_output_mode,encoder_type,use_descriptors,descriptor_dim,descriptor_names,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l3,chiral_gine,True,19,mol_wt|heavy_atom_count|hetero_atom_count|h_bond_acceptors|h_bond_donors|tpsa|mol_log_p|fraction_csp3|rotatable_bond_count|ring_count|aliphatic_ring_count|aromatic_ring_count|specified_stereo_centers|unspecified_stereo_centers|oxygen_count|nitrogen_count|sulfur_count|silicon_count|halogen_count,split_pair_group,2,descriptor_v1_tmux,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,47,0.48999999999999994,1084,239,238,0.8702928870292888,0.8606569450581824,0.8627581735667316,"[[76, 17], [14, 132]]",0.9121372808955664,0.9292308888390506,0.5325790918023018,0.8529411764705882,0.8514524647887324,0.8484434983534378,"[[81, 15], [20, 122]]",0.9251760563380282,0.9323936860828322,0.48382316492184874,checkpoints/descriptor_v1_tmux/chiral_gine_crossattn_tri_l3_descriptors_split_pair_group_seed2_descriptor_v1_tmux.pt
