model_type,local_output_mode,condition_modulation,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l3,message_gate,chiral_gine,split_pair_group,0,condition_gate_v1,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,108,0.36499999999999994,1084,239,238,0.9246861924686193,0.9168876123140375,0.9201440451440451,"[[82, 11], [7, 139]]",0.953969656797761,0.9601559607549452,0.332260469013677,0.9033613445378151,0.892018779342723,0.897909323187676,"[[80, 16], [7, 135]]",0.9621478873239435,0.9698817552532448,0.33772220293513866,checkpoints/main_l3_condition_gate_v1/chiral_gine_crossattn_tri_l3_condition_message_gate_split_pair_group_seed0_condition_gate_v1.pt
