config_name,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_balanced_accuracy_min,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_min,test_auroc_mean,test_auroc_std,test_auroc_min,test_auprc_mean,test_auprc_std,test_auprc_min,parameter_count_mean
pair_chiral_tri_l3,0.9411764705882354,0.007277524401549959,0.9369747899159664,0.940580985915493,0.004713710042962796,0.9370598591549296,0.9391124384373298,0.007214326502303941,0.9348480700793868,0.9694591158059467,0.008674216314748592,0.963981807511737,0.9615101070518682,0.01596356826301252,0.9488954565461862,1876099.0
pair_gine_tri_l3_fair,0.9005602240896359,0.02797616856503944,0.8697478991596639,0.8947329812206571,0.029072627207520577,0.862162558685446,0.896278682629969,0.029218180179640174,0.863982449348303,0.9406787949921753,0.019223449652904213,0.920774647887324,0.9256485902299181,0.01597610335561818,0.9073551256992656,1283971.0
