config_name,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_balanced_accuracy_min,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_min,test_auroc_mean,test_auroc_std,test_auroc_min,test_auprc_mean,test_auprc_std,test_auprc_min,parameter_count_mean
year_chiral_tri_l3,0.797153024911032,0.037493429725454545,0.7580071174377224,0.7998227892964734,0.02658883917170111,0.770361509835194,0.7916638599050941,0.03452385900690612,0.7550256410256411,0.8376749955697324,0.03634522406992478,0.79585326953748,0.865531559514019,0.02704681173485053,0.8351222485259275,1876099.0
