ID,Reaction_ID,donor_mol_wt,donor_heavy_atom_count,donor_hetero_atom_count,donor_h_bond_acceptors,donor_h_bond_donors,donor_tpsa,donor_mol_log_p,donor_fraction_csp3,donor_rotatable_bond_count,donor_ring_count,donor_aliphatic_ring_count,donor_aromatic_ring_count,donor_specified_stereo_centers,donor_unspecified_stereo_centers,donor_oxygen_count,donor_nitrogen_count,donor_sulfur_count,donor_silicon_count,donor_halogen_count,acceptor_mol_wt,acceptor_heavy_atom_count,acceptor_hetero_atom_count,acceptor_h_bond_acceptors,acceptor_h_bond_donors,acceptor_tpsa,acceptor_mol_log_p,acceptor_fraction_csp3,acceptor_rotatable_bond_count,acceptor_ring_count,acceptor_aliphatic_ring_count,acceptor_aromatic_ring_count,acceptor_specified_stereo_centers,acceptor_unspecified_stereo_centers,acceptor_oxygen_count,acceptor_nitrogen_count,acceptor_sulfur_count,acceptor_silicon_count,acceptor_halogen_count
297,31-010-CAS-13300982,452.646,27.0,13.0,9.0,1.0,121.21,1.83997,0.71428573,5.0,1.0,1.0,0.0,5.0,0.0,8.0,1.0,0.0,0.0,4.0,583.662,42.0,9.0,8.0,1.0,102.37,4.831,0.24242425,8.0,6.0,2.0,4.0,5.0,0.0,7.0,1.0,1.0,0.0,0.0
298,31-010-CAS-6624950,452.646,27.0,13.0,9.0,1.0,121.21,1.83997,0.71428573,5.0,1.0,1.0,0.0,5.0,0.0,8.0,1.0,0.0,0.0,4.0,485.558,34.0,9.0,8.0,2.0,113.37,2.4795,0.4,5.0,4.0,2.0,2.0,5.0,0.0,7.0,1.0,1.0,0.0,0.0
299,31-010-CAS-13182905,553.823,35.0,13.0,9.0,2.0,139.39,2.98957,0.59090906,8.0,3.0,2.0,1.0,5.0,1.0,8.0,2.0,0.0,0.0,3.0,477.586,34.0,8.0,6.0,1.0,96.68,5.3456,0.30769232,10.0,4.0,1.0,3.0,5.0,0.0,4.0,3.0,1.0,0.0,0.0
300,31-010-CAS-7264898,740.976,50.0,14.0,11.0,1.0,147.51,6.60917,0.19444445,10.0,5.0,1.0,4.0,4.0,1.0,10.0,1.0,0.0,0.0,3.0,455.507,33.0,8.0,7.0,2.0,103.32,2.2219,0.36,10.0,3.0,1.0,2.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0
301,31-010-CAS-388833,478.665,29.0,14.0,11.0,1.0,147.51,1.04347,0.6666667,5.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,357.363,25.0,10.0,8.0,1.0,140.05,1.2287,0.73333335,9.0,1.0,1.0,0.0,5.0,0.0,7.0,3.0,0.0,0.0,0.0
302,31-010-CAS-4679888,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,507.583,37.0,8.0,7.0,2.0,95.48,3.8158,0.3448276,11.0,4.0,1.0,3.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0
303,31-010-CAS-10174514,681.95,44.0,16.0,12.0,2.0,176.61,3.33137,0.5714286,14.0,2.0,1.0,1.0,6.0,0.0,11.0,2.0,0.0,0.0,3.0,481.498,34.0,11.0,10.0,2.0,146.69,0.6103,0.5652174,10.0,2.0,1.0,1.0,6.0,0.0,10.0,1.0,0.0,0.0,0.0
304,31-010-CAS-3748810,566.785,37.0,14.0,8.0,1.0,154.75,4.66457,0.3043478,5.0,4.0,2.0,2.0,4.0,1.0,6.0,5.0,0.0,0.0,3.0,625.867,44.0,9.0,6.0,1.0,96.68,6.7054,0.31428573,11.0,5.0,1.0,4.0,5.0,0.0,4.0,3.0,1.0,1.0,0.0
305,31-010-CAS-9081149,892.186,60.0,19.0,14.0,1.0,199.05,7.28027,0.4878049,13.0,6.0,3.0,3.0,10.0,1.0,12.0,4.0,0.0,0.0,3.0,443.54,32.0,7.0,6.0,2.0,86.25,2.8041,0.48,10.0,3.0,1.0,2.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0
306,31-010-CAS-5447774,558.798,36.0,12.0,9.0,1.0,121.21,4.47977,0.33333334,7.0,3.0,1.0,2.0,4.0,0.0,8.0,1.0,0.0,0.0,3.0,491.565,35.0,8.0,7.0,2.0,96.3,3.107,0.25925925,7.0,5.0,2.0,3.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0
307,31-010-CAS-9408271,677.192,40.0,15.0,8.0,2.0,108.33,6.23997,0.44,7.0,4.0,2.0,2.0,6.0,0.0,7.0,2.0,0.0,0.0,6.0,574.885,37.0,11.0,7.0,2.0,95.48,4.542,0.42307693,12.0,3.0,1.0,2.0,5.0,0.0,7.0,1.0,0.0,0.0,3.0
308,31-010-CAS-6080970,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,557.555,41.0,10.0,9.0,1.0,128.67,3.0222,0.22580644,9.0,5.0,2.0,3.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
309,31-010-CAS-2778676,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,513.675,37.0,7.0,6.0,2.0,86.25,4.7562,0.56666666,16.0,3.0,1.0,2.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0
310,31-010-CAS-7407036,833.325,56.0,11.0,7.0,1.0,79.23,9.40817,0.31111112,15.0,6.0,1.0,5.0,5.0,0.0,6.0,1.0,0.0,1.0,3.0,952.158,70.0,13.0,11.0,1.0,152.06,10.0348,0.47368422,19.0,10.0,5.0,5.0,14.0,0.0,10.0,3.0,0.0,0.0,0.0
311,31-010-CAS-9024708,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,347.32,24.0,10.0,9.0,2.0,137.46,-1.3652,0.71428573,5.0,1.0,1.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
312,31-010-CAS-6886995,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,347.32,24.0,10.0,9.0,2.0,137.46,-1.3652,0.71428573,5.0,1.0,1.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
313,31-010-CAS-10744515,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,347.32,24.0,10.0,9.0,2.0,137.46,-1.3652,0.71428573,5.0,1.0,1.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
314,31-010-CAS-22193745,643.951,43.0,11.0,8.0,1.0,99.96,7.03987,0.28125,9.0,5.0,1.0,4.0,5.0,0.0,6.0,2.0,0.0,0.0,3.0,485.558,34.0,9.0,8.0,1.0,102.37,2.6386,0.4,8.0,4.0,2.0,2.0,5.0,0.0,7.0,1.0,1.0,0.0,0.0
315,31-010-CAS-13083301,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,607.615,45.0,10.0,9.0,1.0,128.67,4.0364,0.2,9.0,6.0,2.0,4.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
316,31-010-CAS-1368352,434.656,26.0,12.0,9.0,1.0,121.21,1.89037,0.71428573,4.0,1.0,1.0,0.0,5.0,0.0,8.0,1.0,0.0,0.0,3.0,491.565,35.0,8.0,7.0,2.0,96.3,3.107,0.25925925,7.0,5.0,2.0,3.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0
317,31-010-CAS-17830886,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,924.06,68.0,14.0,12.0,1.0,161.29,9.1386,0.33333334,23.0,8.0,2.0,6.0,10.0,0.0,11.0,3.0,0.0,0.0,0.0
318,31-010-CAS-13280393,527.792,34.0,12.0,7.0,1.0,118.76,5.45387,0.4090909,6.0,4.0,2.0,2.0,6.0,0.0,5.0,4.0,0.0,0.0,3.0,618.894,40.0,13.0,9.0,2.0,121.78,4.6786,0.4074074,12.0,3.0,1.0,2.0,5.0,0.0,9.0,1.0,0.0,0.0,3.0
319,31-010-CAS-13114690,687.957,45.0,15.0,11.0,2.0,159.54,4.79987,0.43333334,13.0,3.0,1.0,2.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,309.387,21.0,6.0,6.0,2.0,71.28,1.1837,0.53333336,4.0,3.0,2.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0
320,31-010-CAS-9337489,675.949,45.0,13.0,9.0,1.0,124.45,5.47407,0.3125,10.0,5.0,2.0,3.0,5.0,0.0,8.0,2.0,0.0,0.0,3.0,545.588,40.0,9.0,8.0,1.0,103.76,3.6126,0.29032257,11.0,5.0,2.0,3.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
321,31-010-CAS-11535237,583.805,37.0,15.0,11.0,2.0,159.54,2.79687,0.5,8.0,2.0,1.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,720.772,52.0,14.0,13.0,3.0,172.83,3.0207,0.4473684,14.0,6.0,3.0,3.0,10.0,0.0,12.0,2.0,0.0,0.0,0.0
322,31-006-CAS-18462356,685.044,46.0,10.0,7.0,1.0,79.23,8.04837,0.30555555,14.0,5.0,1.0,4.0,4.0,1.0,6.0,1.0,0.0,0.0,3.0,952.158,70.0,13.0,11.0,1.0,152.06,10.0348,0.47368422,19.0,10.0,5.0,5.0,14.0,0.0,10.0,3.0,0.0,0.0,0.0
323,31-010-CAS-14833384,583.805,37.0,15.0,11.0,2.0,159.54,2.79687,0.5,8.0,2.0,1.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,599.681,43.0,12.0,12.0,3.0,154.53,0.8257,0.5483871,11.0,5.0,3.0,2.0,10.0,0.0,9.0,3.0,0.0,0.0,0.0
324,31-010-CAS-16630393,449.671,27.0,13.0,10.0,2.0,147.23,0.82917,0.71428573,5.0,1.0,1.0,0.0,4.0,1.0,8.0,2.0,0.0,0.0,3.0,1021.086,74.0,20.0,18.0,3.0,235.46,6.1583,0.3888889,24.0,8.0,3.0,5.0,10.0,0.0,16.0,4.0,0.0,0.0,0.0
325,31-010-CAS-16681816,583.805,37.0,15.0,11.0,2.0,159.54,2.79687,0.5,8.0,2.0,1.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,823.94,60.0,14.0,13.0,2.0,155.84,5.0179,0.41304347,17.0,7.0,3.0,4.0,10.0,0.0,11.0,3.0,0.0,0.0,0.0
326,31-010-CAS-12229862,583.805,37.0,15.0,11.0,2.0,159.54,2.79687,0.5,8.0,2.0,1.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,736.84,52.0,14.0,13.0,3.0,163.6,3.7373,0.4473684,14.0,6.0,3.0,3.0,10.0,0.0,11.0,2.0,1.0,0.0,0.0
327,31-010-CAS-13775351,583.805,37.0,15.0,11.0,2.0,159.54,2.79687,0.5,8.0,2.0,1.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,749.814,54.0,15.0,14.0,3.0,176.07,2.5199,0.46153846,14.0,6.0,3.0,3.0,10.0,0.0,12.0,3.0,0.0,0.0,0.0
328,31-010-CAS-5353694,583.805,37.0,15.0,11.0,2.0,159.54,2.79687,0.5,8.0,2.0,1.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,733.815,53.0,14.0,13.0,3.0,166.84,2.7934,0.46153846,14.0,6.0,3.0,3.0,10.0,0.0,11.0,3.0,0.0,0.0,0.0
329,31-010-CAS-12672266,1136.819,77.0,23.0,17.0,1.0,242.42,9.94017,0.35185185,20.0,8.0,3.0,5.0,10.0,0.0,15.0,4.0,0.0,0.0,4.0,2380.658,168.0,50.0,41.0,1.0,578.58,14.9715,0.41525424,55.0,16.0,6.0,10.0,30.0,0.0,38.0,9.0,0.0,0.0,3.0
330,31-010-CAS-16587010,1674.332,117.0,23.0,19.0,1.0,205.67,18.86787,0.41489363,41.0,12.0,3.0,9.0,15.0,0.0,18.0,1.0,0.0,1.0,3.0,948.126,70.0,13.0,11.0,1.0,152.06,9.8649,0.33333334,25.0,8.0,2.0,6.0,11.0,0.0,10.0,3.0,0.0,0.0,0.0
331,31-010-CAS-16586998,1650.269,116.0,22.0,18.0,1.0,188.6,16.74987,0.34042552,37.0,13.0,3.0,10.0,15.0,0.0,17.0,1.0,0.0,1.0,3.0,948.126,70.0,13.0,11.0,1.0,152.06,9.8649,0.33333334,25.0,8.0,2.0,6.0,11.0,0.0,10.0,3.0,0.0,0.0,0.0
332,31-010-CAS-21359684,1018.3,70.0,20.0,15.0,1.0,216.12,8.87617,0.32,19.0,7.0,2.0,5.0,9.0,1.0,13.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
333,31-010-CAS-680407,1018.3,70.0,20.0,15.0,1.0,216.12,8.87617,0.32,19.0,7.0,2.0,5.0,9.0,1.0,13.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
334,31-010-CAS-21359677,1018.3,70.0,20.0,15.0,1.0,216.12,8.87617,0.32,19.0,7.0,2.0,5.0,9.0,1.0,13.0,4.0,0.0,0.0,3.0,683.878,49.0,11.0,8.0,1.0,124.37,6.1471,0.36842105,14.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
335,31-010-CAS-1287355,1018.3,70.0,20.0,15.0,1.0,216.12,8.87617,0.32,19.0,7.0,2.0,5.0,9.0,1.0,13.0,4.0,0.0,0.0,3.0,683.878,49.0,11.0,8.0,1.0,124.37,6.1471,0.36842105,14.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
336,31-010-CAS-21359678,1018.3,70.0,20.0,15.0,1.0,216.12,8.87617,0.32,19.0,7.0,2.0,5.0,9.0,1.0,13.0,4.0,0.0,0.0,3.0,669.851,48.0,11.0,8.0,1.0,124.37,6.0093,0.35135135,13.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
337,31-010-CAS-5547122,1018.3,70.0,20.0,15.0,1.0,216.12,8.87617,0.32,19.0,7.0,2.0,5.0,9.0,1.0,13.0,4.0,0.0,0.0,3.0,669.851,48.0,11.0,8.0,1.0,124.37,6.0093,0.35135135,13.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
338,31-010-CAS-22466733,1014.309,69.0,21.0,16.0,1.0,217.51,8.72677,0.39583334,22.0,6.0,2.0,4.0,10.0,0.0,14.0,4.0,0.0,0.0,3.0,936.049,67.0,17.0,15.0,1.0,195.43,7.76532,0.36,20.0,7.0,2.0,5.0,10.0,0.0,13.0,3.0,1.0,0.0,0.0
339,31-010-CAS-1384810,1014.309,69.0,21.0,16.0,1.0,217.51,8.72677,0.39583334,22.0,6.0,2.0,4.0,10.0,0.0,14.0,4.0,0.0,0.0,3.0,936.049,67.0,17.0,15.0,1.0,195.43,7.76532,0.36,20.0,7.0,2.0,5.0,10.0,0.0,13.0,3.0,1.0,0.0,0.0
340,31-010-CAS-21359728,998.266,68.0,21.0,16.0,1.0,225.35,8.35837,0.3617021,20.0,6.0,2.0,4.0,10.0,0.0,14.0,4.0,0.0,0.0,3.0,936.049,67.0,17.0,15.0,1.0,195.43,7.76532,0.36,20.0,7.0,2.0,5.0,10.0,0.0,13.0,3.0,1.0,0.0,0.0
341,31-010-CAS-14788058,998.266,68.0,21.0,16.0,1.0,225.35,8.35837,0.3617021,20.0,6.0,2.0,4.0,10.0,0.0,14.0,4.0,0.0,0.0,3.0,936.049,67.0,17.0,15.0,1.0,195.43,7.76532,0.36,20.0,7.0,2.0,5.0,10.0,0.0,13.0,3.0,1.0,0.0,0.0
342,31-010-CAS-21359705,1004.317,69.0,19.0,14.0,1.0,199.05,9.23597,0.34,20.0,7.0,2.0,5.0,9.0,1.0,12.0,4.0,0.0,0.0,3.0,417.483,29.0,8.0,7.0,2.0,86.25,2.73752,0.3809524,6.0,4.0,2.0,2.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0
343,31-010-CAS-15168580,1004.317,69.0,19.0,14.0,1.0,199.05,9.23597,0.34,20.0,7.0,2.0,5.0,9.0,1.0,12.0,4.0,0.0,0.0,3.0,417.483,29.0,8.0,7.0,2.0,86.25,2.73752,0.3809524,6.0,4.0,2.0,2.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0
344,31-010-CAS-21359730,1000.282,68.0,21.0,16.0,1.0,217.51,8.58897,0.38297874,21.0,6.0,2.0,4.0,9.0,1.0,14.0,4.0,0.0,0.0,3.0,801.867,57.0,15.0,14.0,2.0,166.54,4.83162,0.35714287,14.0,7.0,3.0,4.0,10.0,0.0,13.0,1.0,1.0,0.0,0.0
345,31-010-CAS-9917863,1000.282,68.0,21.0,16.0,1.0,217.51,8.58897,0.38297874,21.0,6.0,2.0,4.0,9.0,1.0,14.0,4.0,0.0,0.0,3.0,801.867,57.0,15.0,14.0,2.0,166.54,4.83162,0.35714287,14.0,7.0,3.0,4.0,10.0,0.0,13.0,1.0,1.0,0.0,0.0
346,31-010-CAS-21359729,998.266,68.0,21.0,16.0,1.0,225.35,8.35837,0.3617021,20.0,6.0,2.0,4.0,10.0,0.0,14.0,4.0,0.0,0.0,3.0,801.867,57.0,15.0,14.0,2.0,166.54,4.83162,0.35714287,14.0,7.0,3.0,4.0,10.0,0.0,13.0,1.0,1.0,0.0,0.0
347,31-010-CAS-7790716,998.266,68.0,21.0,16.0,1.0,225.35,8.35837,0.3617021,20.0,6.0,2.0,4.0,10.0,0.0,14.0,4.0,0.0,0.0,3.0,801.867,57.0,15.0,14.0,2.0,166.54,4.83162,0.35714287,14.0,7.0,3.0,4.0,10.0,0.0,13.0,1.0,1.0,0.0,0.0
348,31-010-CAS-21359649,1160.498,80.0,22.0,17.0,2.0,212.17,7.81797,0.36206895,23.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,683.878,49.0,11.0,8.0,1.0,124.37,6.1471,0.36842105,14.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
349,31-010-CAS-14511681,1160.498,80.0,22.0,17.0,2.0,212.17,7.81797,0.36206895,23.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,683.878,49.0,11.0,8.0,1.0,124.37,6.1471,0.36842105,14.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
350,31-010-CAS-21359650,1160.498,80.0,22.0,17.0,2.0,212.17,7.81797,0.36206895,23.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,669.851,48.0,11.0,8.0,1.0,124.37,6.0093,0.35135135,13.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
351,31-010-CAS-1116469,1160.498,80.0,22.0,17.0,2.0,212.17,7.81797,0.36206895,23.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,669.851,48.0,11.0,8.0,1.0,124.37,6.0093,0.35135135,13.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
352,31-010-CAS-21359653,1160.498,80.0,22.0,17.0,2.0,212.17,7.81797,0.36206895,23.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,667.835,48.0,11.0,8.0,1.0,132.21,5.7787,0.3243243,12.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
353,31-010-CAS-7505645,1160.498,80.0,22.0,17.0,2.0,212.17,7.81797,0.36206895,23.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,667.835,48.0,11.0,8.0,1.0,132.21,5.7787,0.3243243,12.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
354,31-010-CAS-21359654,1160.498,80.0,22.0,17.0,2.0,212.17,7.81797,0.36206895,23.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
355,31-010-CAS-9641920,1160.498,80.0,22.0,17.0,2.0,212.17,7.81797,0.36206895,23.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
356,31-010-CAS-21359665,1174.481,81.0,23.0,18.0,2.0,229.24,7.45817,0.3448276,22.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,683.878,49.0,11.0,8.0,1.0,124.37,6.1471,0.36842105,14.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
357,31-010-CAS-9313729,1174.481,81.0,23.0,18.0,2.0,229.24,7.45817,0.3448276,22.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,683.878,49.0,11.0,8.0,1.0,124.37,6.1471,0.36842105,14.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
358,31-010-CAS-21359669,1174.481,81.0,23.0,18.0,2.0,229.24,7.45817,0.3448276,22.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,667.835,48.0,11.0,8.0,1.0,132.21,5.7787,0.3243243,12.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
359,31-010-CAS-8010563,1174.481,81.0,23.0,18.0,2.0,229.24,7.45817,0.3448276,22.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,667.835,48.0,11.0,8.0,1.0,132.21,5.7787,0.3243243,12.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
360,31-010-CAS-21359666,1174.481,81.0,23.0,18.0,2.0,229.24,7.45817,0.3448276,22.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,669.851,48.0,11.0,8.0,1.0,124.37,6.0093,0.35135135,13.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
361,31-010-CAS-1619273,1174.481,81.0,23.0,18.0,2.0,229.24,7.45817,0.3448276,22.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,669.851,48.0,11.0,8.0,1.0,124.37,6.0093,0.35135135,13.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
362,31-010-CAS-21359651,1144.455,79.0,22.0,17.0,2.0,220.01,7.44957,0.33333334,21.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,683.878,49.0,11.0,8.0,1.0,124.37,6.1471,0.36842105,14.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
363,31-010-CAS-3241716,1144.455,79.0,22.0,17.0,2.0,220.01,7.44957,0.33333334,21.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,683.878,49.0,11.0,8.0,1.0,124.37,6.1471,0.36842105,14.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
364,31-010-CAS-21359670,1174.481,81.0,23.0,18.0,2.0,229.24,7.45817,0.3448276,22.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
365,31-010-CAS-10139664,1174.481,81.0,23.0,18.0,2.0,229.24,7.45817,0.3448276,22.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
366,31-010-CAS-21359656,1144.455,79.0,22.0,17.0,2.0,220.01,7.44957,0.33333334,21.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
367,31-010-CAS-5651856,1144.455,79.0,22.0,17.0,2.0,220.01,7.44957,0.33333334,21.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
368,31-010-CAS-21359655,1144.455,79.0,22.0,17.0,2.0,220.01,7.44957,0.33333334,21.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,667.835,48.0,11.0,8.0,1.0,132.21,5.7787,0.3243243,12.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
369,31-010-CAS-11772795,1144.455,79.0,22.0,17.0,2.0,220.01,7.44957,0.33333334,21.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,667.835,48.0,11.0,8.0,1.0,132.21,5.7787,0.3243243,12.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
370,31-010-CAS-21359652,1144.455,79.0,22.0,17.0,2.0,220.01,7.44957,0.33333334,21.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,669.851,48.0,11.0,8.0,1.0,124.37,6.0093,0.35135135,13.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
371,31-010-CAS-5369572,1144.455,79.0,22.0,17.0,2.0,220.01,7.44957,0.33333334,21.0,8.0,3.0,5.0,9.0,1.0,15.0,4.0,0.0,0.0,3.0,669.851,48.0,11.0,8.0,1.0,124.37,6.0093,0.35135135,13.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
372,31-010-CAS-21359672,1158.438,80.0,23.0,18.0,2.0,237.08,7.08977,0.31578946,20.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
373,31-010-CAS-14406507,1158.438,80.0,23.0,18.0,2.0,237.08,7.08977,0.31578946,20.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,653.808,47.0,11.0,8.0,1.0,132.21,5.6409,0.30555555,11.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
374,31-010-CAS-21359667,1158.438,80.0,23.0,18.0,2.0,237.08,7.08977,0.31578946,20.0,8.0,3.0,5.0,9.0,1.0,16.0,4.0,0.0,0.0,3.0,683.878,49.0,11.0,8.0,1.0,124.37,6.1471,0.36842105,14.0,5.0,1.0,4.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
