ID,Reaction_ID,donor_mol_wt,donor_heavy_atom_count,donor_hetero_atom_count,donor_h_bond_acceptors,donor_h_bond_donors,donor_tpsa,donor_mol_log_p,donor_fraction_csp3,donor_rotatable_bond_count,donor_ring_count,donor_aliphatic_ring_count,donor_aromatic_ring_count,donor_specified_stereo_centers,donor_unspecified_stereo_centers,donor_oxygen_count,donor_nitrogen_count,donor_sulfur_count,donor_silicon_count,donor_halogen_count,acceptor_mol_wt,acceptor_heavy_atom_count,acceptor_hetero_atom_count,acceptor_h_bond_acceptors,acceptor_h_bond_donors,acceptor_tpsa,acceptor_mol_log_p,acceptor_fraction_csp3,acceptor_rotatable_bond_count,acceptor_ring_count,acceptor_aliphatic_ring_count,acceptor_aromatic_ring_count,acceptor_specified_stereo_centers,acceptor_unspecified_stereo_centers,acceptor_oxygen_count,acceptor_nitrogen_count,acceptor_sulfur_count,acceptor_silicon_count,acceptor_halogen_count
1,31-010-CAS-16952812,636.956,42.0,11.0,8.0,1.0,96.3,6.39467,0.3548387,12.0,4.0,1.0,3.0,5.0,0.0,7.0,1.0,0.0,0.0,3.0,499.684,35.0,9.0,6.0,1.0,105.91,5.5751,0.53846157,10.0,3.0,1.0,2.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0
2,31-010-CAS-19309609,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,527.738,37.0,9.0,6.0,1.0,105.91,6.2112,0.5714286,12.0,3.0,1.0,2.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0
3,31-010-CAS-14023399,625.069,35.0,18.0,11.0,2.0,159.54,2.96687,0.7058824,7.0,1.0,1.0,0.0,4.0,1.0,10.0,2.0,0.0,0.0,6.0,347.32,24.0,10.0,9.0,2.0,137.46,-1.3652,0.71428573,5.0,1.0,1.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
4,31-010-CAS-11496791,677.192,40.0,15.0,8.0,2.0,108.33,6.23997,0.44,7.0,4.0,2.0,2.0,5.0,1.0,7.0,2.0,0.0,0.0,6.0,646.948,42.0,13.0,9.0,2.0,121.78,4.4737,0.44827586,14.0,3.0,1.0,2.0,6.0,0.0,9.0,1.0,0.0,0.0,3.0
5,31-010-CAS-11632053,677.192,40.0,15.0,8.0,2.0,108.33,6.23997,0.44,7.0,4.0,2.0,2.0,6.0,0.0,7.0,2.0,0.0,0.0,6.0,915.553,60.0,13.0,8.0,2.0,104.71,12.7775,0.68085104,28.0,3.0,1.0,2.0,5.0,0.0,8.0,1.0,0.0,1.0,3.0
6,31-010-CAS-8578743,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,512.5331,37.0,10.0,9.0,1.0,120.83,2.0967,0.37037036,10.0,4.0,2.0,2.0,5.0,1.0,9.0,1.0,0.0,0.0,0.0
7,31-010-CAS-15480737,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,525.554,38.0,10.0,9.0,1.0,120.83,2.4852,0.39285713,10.0,4.0,2.0,2.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0
8,31-010-CAS-14961642,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,525.554,38.0,10.0,9.0,1.0,120.83,2.4852,0.39285713,10.0,4.0,2.0,2.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0
9,31-010-CAS-5834517,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,525.554,38.0,10.0,9.0,1.0,120.83,2.4852,0.39285713,10.0,4.0,2.0,2.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0
10,31-010-CAS-9377356,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,525.554,38.0,10.0,9.0,1.0,120.83,2.4852,0.39285713,10.0,4.0,2.0,2.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0
11,31-010-CAS-11415296,582.817,37.0,14.0,11.0,1.0,147.51,3.04647,0.5217391,10.0,2.0,1.0,1.0,4.0,1.0,10.0,1.0,0.0,0.0,3.0,451.596,31.0,10.0,7.0,1.0,122.98,3.9214,0.6666667,8.0,2.0,1.0,1.0,5.0,0.0,6.0,3.0,0.0,1.0,0.0
12,31-013-CAS-16011297,606.886,40.0,11.0,8.0,1.0,96.3,6.00057,0.31034482,7.0,5.0,2.0,3.0,5.0,1.0,7.0,1.0,0.0,0.0,3.0,413.43,30.0,9.0,7.0,1.0,122.98,2.8399,0.3809524,8.0,3.0,1.0,2.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0
13,31-010-CAS-16011315,606.886,40.0,11.0,8.0,1.0,96.3,6.00057,0.31034482,7.0,5.0,2.0,3.0,6.0,0.0,7.0,1.0,0.0,0.0,3.0,513.667,36.0,10.0,7.0,1.0,122.98,5.2153,0.5,9.0,3.0,1.0,2.0,5.0,0.0,6.0,3.0,0.0,1.0,0.0
14,31-010-CAS-7636404,631.896,42.0,12.0,8.0,1.0,107.38,5.43977,0.3,6.0,6.0,3.0,3.0,6.0,0.0,7.0,2.0,0.0,0.0,3.0,513.59,38.0,7.0,6.0,1.0,85.3,4.1578,0.29032257,10.0,5.0,2.0,3.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0
15,31-010-CAS-14347021,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,513.59,38.0,7.0,6.0,1.0,85.3,4.1578,0.29032257,10.0,5.0,2.0,3.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0
16,31-010-CAS-22198130,496.727,31.0,12.0,9.0,1.0,113.37,3.05297,0.5263158,4.0,3.0,2.0,1.0,6.0,0.0,8.0,1.0,0.0,0.0,3.0,689.954,49.0,9.0,6.0,1.0,96.68,8.16702,0.3,11.0,6.0,1.0,5.0,5.0,0.0,4.0,3.0,1.0,1.0,0.0
17,31-010-CAS-3595413,825.138,56.0,14.0,11.0,1.0,139.67,8.49287,0.33333334,15.0,6.0,2.0,4.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,573.766,41.0,9.0,6.0,1.0,105.91,5.1157,0.375,12.0,4.0,1.0,3.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0
18,31-010-CAS-8150297,825.138,56.0,14.0,11.0,1.0,139.67,8.49287,0.33333334,15.0,6.0,2.0,4.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,581.742,41.0,11.0,8.0,1.0,140.05,3.8113,0.46666667,13.0,3.0,1.0,2.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0
19,31-010-CAS-21359701,624.854,40.0,15.0,12.0,1.0,156.74,3.82257,0.48,12.0,2.0,1.0,1.0,5.0,0.0,11.0,1.0,0.0,0.0,3.0,417.483,29.0,8.0,7.0,2.0,86.25,2.73752,0.3809524,6.0,4.0,2.0,2.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0
20,31-010-CAS-2387387,624.854,40.0,15.0,12.0,1.0,156.74,3.82257,0.48,12.0,2.0,1.0,1.0,5.0,0.0,11.0,1.0,0.0,0.0,3.0,417.483,29.0,8.0,7.0,2.0,86.25,2.73752,0.3809524,6.0,4.0,2.0,2.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0
21,31-010-CAS-820306,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,1288.185,81.0,31.0,22.0,3.0,293.0,4.7574,0.58,25.0,5.0,3.0,2.0,15.0,0.0,22.0,2.0,0.0,0.0,7.0
22,31-010-CAS-6541067,496.727,31.0,12.0,9.0,1.0,113.37,3.05297,0.5263158,4.0,3.0,2.0,1.0,6.0,0.0,8.0,1.0,0.0,0.0,3.0,609.836,43.0,9.0,7.0,1.0,94.53,5.6061,0.5294118,12.0,4.0,2.0,2.0,5.0,0.0,7.0,1.0,0.0,1.0,0.0
23,31-010-CAS-12435719,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,499.472,36.0,11.0,10.0,1.0,137.9,1.3194,0.36,7.0,4.0,2.0,2.0,5.0,0.0,10.0,1.0,0.0,0.0,0.0
24,31-010-CAS-18013624,579.773,37.0,15.0,11.0,1.0,158.59,2.16667,0.45454547,6.0,3.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,552.66,39.0,12.0,8.0,1.0,151.13,4.2947,0.44444445,7.0,4.0,2.0,2.0,5.0,0.0,7.0,4.0,0.0,1.0,0.0
25,31-010-CAS-5525801,625.069,35.0,18.0,11.0,2.0,159.54,2.96687,0.7058824,7.0,1.0,1.0,0.0,5.0,0.0,10.0,2.0,0.0,0.0,6.0,956.722,62.0,19.0,12.0,3.0,185.02,6.5176,0.37209302,19.0,5.0,1.0,4.0,7.0,1.0,12.0,2.0,1.0,0.0,4.0
26,31-614-CAS-31203171,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,1248.486,94.0,13.0,11.0,1.0,152.06,16.7841,0.2345679,25.0,14.0,2.0,12.0,11.0,0.0,10.0,3.0,0.0,0.0,0.0
27,31-010-CAS-13363320,557.767,35.0,15.0,11.0,1.0,158.59,1.57567,0.6,6.0,2.0,2.0,0.0,5.0,0.0,10.0,2.0,0.0,0.0,3.0,1034.256,76.0,13.0,12.0,1.0,140.68,10.414,0.3968254,28.0,9.0,3.0,6.0,10.0,0.0,12.0,1.0,0.0,0.0,0.0
28,31-010-CAS-8144216,569.218,34.0,15.0,11.0,1.0,147.51,2.67867,0.7368421,7.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,4.0,605.339,37.0,13.0,8.0,2.0,112.55,4.5015,0.6666667,14.0,2.0,1.0,1.0,5.0,0.0,8.0,1.0,0.0,0.0,4.0
29,31-010-CAS-19796349,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,639.846,45.0,9.0,7.0,2.0,96.3,4.4668,0.2777778,8.0,6.0,2.0,4.0,5.0,0.0,6.0,1.0,1.0,1.0,0.0
30,31-010-CAS-8555525,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,658.274,42.0,15.0,9.0,2.0,148.67,4.9155,0.25925925,8.0,5.0,2.0,3.0,5.0,0.0,9.0,2.0,0.0,0.0,4.0
31,31-010-CAS-11353502,749.109,49.0,13.0,9.0,1.0,113.37,7.37817,0.30555555,15.0,5.0,1.0,4.0,5.0,0.0,8.0,1.0,1.0,0.0,3.0,523.743,36.0,9.0,7.0,2.0,95.48,4.0314,0.6666667,13.0,2.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,1.0,0.0
32,31-010-CAS-10785379,1154.352,78.0,27.0,23.0,2.0,309.5,4.19287,0.4509804,22.0,5.0,2.0,3.0,11.0,0.0,22.0,2.0,0.0,0.0,3.0,1366.728,99.0,18.0,16.0,2.0,178.55,12.7293,0.39506173,36.0,11.0,3.0,8.0,15.0,0.0,16.0,1.0,0.0,1.0,0.0
33,31-010-CAS-12467349,513.809,33.0,11.0,6.0,1.0,109.53,5.94497,0.4090909,8.0,3.0,1.0,2.0,5.0,0.0,4.0,4.0,0.0,0.0,3.0,1154.395,84.0,16.0,14.0,1.0,174.82,9.0326,0.32352942,23.0,10.0,3.0,7.0,10.0,0.0,14.0,1.0,0.0,1.0,0.0
34,31-010-CAS-16500849,513.809,33.0,11.0,6.0,1.0,109.53,5.94497,0.4090909,8.0,3.0,1.0,2.0,5.0,0.0,4.0,4.0,0.0,0.0,3.0,377.397,27.0,9.0,7.0,1.0,122.98,2.1022,0.5,9.0,2.0,1.0,1.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0
35,31-010-CAS-16059825,710.054,48.0,11.0,8.0,1.0,103.02,7.92005,0.2972973,14.0,5.0,1.0,4.0,5.0,0.0,6.0,2.0,0.0,0.0,3.0,291.263,21.0,8.0,6.0,1.0,113.75,1.0069,0.46153846,3.0,3.0,2.0,1.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0
36,31-010-CAS-4980852,595.043,33.0,17.0,10.0,2.0,150.31,2.35687,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,9.0,2.0,0.0,0.0,6.0,425.485,31.0,8.0,6.0,1.0,105.91,3.7559,0.39130434,11.0,3.0,1.0,2.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0
37,31-010-CAS-4938490,540.78,34.0,13.0,10.0,1.0,130.44,3.08727,0.52380955,8.0,2.0,1.0,1.0,5.0,0.0,9.0,1.0,0.0,0.0,3.0,870.081,62.0,14.0,12.0,2.0,157.31,4.9491,0.4375,16.0,6.0,2.0,4.0,10.0,0.0,12.0,1.0,0.0,1.0,0.0
38,31-010-CAS-15414887,649.959,43.0,13.0,8.0,1.0,127.99,7.15047,0.36666667,13.0,4.0,1.0,3.0,5.0,0.0,6.0,4.0,0.0,0.0,3.0,618.894,40.0,13.0,9.0,2.0,121.78,4.6786,0.4074074,12.0,3.0,1.0,2.0,5.0,0.0,9.0,1.0,0.0,0.0,3.0
39,31-010-CAS-8082597,649.959,43.0,13.0,8.0,1.0,127.99,7.15047,0.36666667,13.0,4.0,1.0,3.0,5.0,0.0,6.0,4.0,0.0,0.0,3.0,618.894,40.0,13.0,9.0,2.0,121.78,4.6786,0.4074074,12.0,3.0,1.0,2.0,5.0,0.0,9.0,1.0,0.0,0.0,3.0
40,31-010-CAS-2030010,649.959,43.0,13.0,8.0,1.0,127.99,7.15047,0.36666667,13.0,4.0,1.0,3.0,5.0,0.0,6.0,4.0,0.0,0.0,3.0,618.894,40.0,13.0,9.0,2.0,121.78,4.6786,0.4074074,12.0,3.0,1.0,2.0,5.0,0.0,9.0,1.0,0.0,0.0,3.0
41,31-010-CAS-8357186,658.871,43.0,15.0,12.0,1.0,164.58,3.98057,0.35714287,10.0,3.0,1.0,2.0,5.0,0.0,11.0,1.0,0.0,0.0,3.0,387.457,27.0,7.0,6.0,2.0,77.02,2.5583,0.35,6.0,4.0,2.0,2.0,5.0,0.0,5.0,1.0,1.0,0.0,0.0
42,31-010-CAS-4764767,496.727,31.0,12.0,9.0,1.0,113.37,3.05297,0.5263158,4.0,3.0,2.0,1.0,6.0,0.0,8.0,1.0,0.0,0.0,3.0,512.519,37.0,12.0,9.0,2.0,163.52,1.6582,0.44,12.0,4.0,2.0,2.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0
43,31-010-CAS-2129116,496.727,31.0,12.0,9.0,1.0,113.37,3.05297,0.5263158,4.0,3.0,2.0,1.0,6.0,0.0,8.0,1.0,0.0,0.0,3.0,512.519,37.0,12.0,9.0,2.0,163.52,1.6582,0.44,12.0,4.0,2.0,2.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0
44,31-013-CAS-1543424,675.949,45.0,13.0,9.0,1.0,124.45,5.47407,0.3125,10.0,5.0,2.0,3.0,5.0,0.0,8.0,2.0,0.0,0.0,3.0,595.648,44.0,9.0,8.0,1.0,103.76,4.6268,0.25714287,11.0,6.0,2.0,4.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
45,31-010-CAS-7945671,574.841,37.0,12.0,9.0,1.0,113.37,4.35087,0.4,9.0,3.0,1.0,2.0,5.0,0.0,8.0,1.0,0.0,0.0,3.0,499.684,35.0,9.0,6.0,1.0,105.91,5.5751,0.53846157,10.0,3.0,1.0,2.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0
46,31-010-CAS-15533193,582.817,37.0,14.0,11.0,1.0,147.51,3.04647,0.5217391,10.0,2.0,1.0,1.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,405.451,29.0,9.0,7.0,1.0,122.98,2.8824,0.55,11.0,2.0,1.0,1.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0
47,31-010-CAS-12746951,769.074,52.0,13.0,10.0,1.0,122.6,8.14357,0.30769232,12.0,6.0,2.0,4.0,5.0,0.0,9.0,1.0,0.0,0.0,3.0,573.766,41.0,9.0,6.0,1.0,105.91,5.1157,0.375,12.0,4.0,1.0,3.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0
48,31-010-CAS-12408893,569.652,34.0,12.0,7.0,1.0,94.91,5.37277,0.3181818,6.0,3.0,1.0,2.0,5.0,0.0,6.0,1.0,0.0,0.0,5.0,882.064,64.0,14.0,12.0,1.0,169.13,8.7744,0.5,26.0,6.0,2.0,4.0,10.0,0.0,11.0,3.0,0.0,0.0,0.0
49,31-010-CAS-7855866,616.834,40.0,14.0,11.0,1.0,147.51,4.02137,0.34615386,8.0,3.0,1.0,2.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,443.452,32.0,9.0,8.0,2.0,120.39,1.3059,0.3478261,7.0,3.0,1.0,2.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
50,31-614-CAS-24990873,616.834,40.0,14.0,11.0,1.0,147.51,4.02137,0.34615386,8.0,3.0,1.0,2.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,443.452,32.0,9.0,8.0,2.0,120.39,1.3059,0.3478261,7.0,3.0,1.0,2.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
51,31-010-CAS-11996000,625.069,35.0,18.0,11.0,2.0,159.54,2.96687,0.7058824,7.0,1.0,1.0,0.0,4.0,1.0,10.0,2.0,0.0,0.0,6.0,621.414,37.0,14.0,8.0,2.0,112.55,4.2594,0.65217394,12.0,2.0,1.0,1.0,5.0,0.0,8.0,1.0,0.0,1.0,4.0
52,31-010-CAS-10183422,625.069,35.0,18.0,11.0,2.0,159.54,2.96687,0.7058824,7.0,1.0,1.0,0.0,4.0,1.0,10.0,2.0,0.0,0.0,6.0,621.414,37.0,14.0,8.0,2.0,112.55,4.2594,0.65217394,12.0,2.0,1.0,1.0,5.0,0.0,8.0,1.0,0.0,1.0,4.0
53,31-010-CAS-9259306,595.043,33.0,17.0,10.0,2.0,150.31,2.35687,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,9.0,2.0,0.0,0.0,6.0,491.584,36.0,7.0,6.0,2.0,86.25,3.5959,0.3448276,11.0,4.0,1.0,3.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0
54,31-010-CAS-19796375,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,591.802,41.0,9.0,7.0,2.0,96.3,3.4276,0.375,8.0,5.0,2.0,3.0,5.0,0.0,6.0,1.0,1.0,1.0,0.0
55,31-010-CAS-5571602,625.069,35.0,18.0,11.0,2.0,159.54,2.96687,0.7058824,7.0,1.0,1.0,0.0,5.0,0.0,10.0,2.0,0.0,0.0,6.0,492.569,35.0,10.0,8.0,3.0,132.42,0.8637,0.56,11.0,2.0,1.0,1.0,7.0,0.0,8.0,2.0,0.0,0.0,0.0
56,31-010-CAS-12003761,703.176,45.0,12.0,8.0,1.0,96.3,8.36997,0.57575756,14.0,3.0,1.0,2.0,5.0,0.0,7.0,1.0,0.0,1.0,3.0,858.001,63.0,13.0,11.0,1.0,152.06,8.2284,0.4,19.0,8.0,3.0,5.0,11.0,0.0,10.0,3.0,0.0,0.0,0.0
57,31-010-CAS-4215763,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,401.843,27.0,9.0,7.0,2.0,103.32,0.5907,0.5555556,8.0,2.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,1.0
58,31-010-CAS-6476424,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,401.843,27.0,9.0,7.0,2.0,103.32,0.5907,0.5555556,8.0,2.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,1.0
59,31-010-CAS-1880696,677.192,40.0,15.0,8.0,2.0,108.33,6.23997,0.44,7.0,4.0,2.0,2.0,5.0,1.0,7.0,2.0,0.0,0.0,6.0,493.553,35.0,10.0,9.0,2.0,121.78,2.1092,0.52,14.0,2.0,1.0,1.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0
60,31-614-CAS-40997622,590.84,38.0,13.0,10.0,1.0,130.44,4.24047,0.44,8.0,3.0,1.0,2.0,4.0,1.0,9.0,1.0,0.0,0.0,3.0,595.648,44.0,9.0,8.0,1.0,103.76,4.6268,0.25714287,11.0,6.0,2.0,4.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
61,31-614-CAS-36756610,590.84,38.0,13.0,10.0,1.0,130.44,4.24047,0.44,8.0,3.0,1.0,2.0,4.0,1.0,9.0,1.0,0.0,0.0,3.0,595.648,44.0,9.0,8.0,1.0,103.76,4.6268,0.25714287,11.0,6.0,2.0,4.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
62,31-614-CAS-34529820,590.84,38.0,13.0,10.0,1.0,130.44,4.24047,0.44,8.0,3.0,1.0,2.0,4.0,1.0,9.0,1.0,0.0,0.0,3.0,595.648,44.0,9.0,8.0,1.0,103.76,4.6268,0.25714287,11.0,6.0,2.0,4.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
63,31-010-CAS-161353,598.98,37.0,13.0,9.0,1.0,113.37,5.15587,0.625,8.0,2.0,1.0,1.0,5.0,0.0,8.0,1.0,0.0,1.0,3.0,783.828,56.0,17.0,15.0,1.0,220.34,4.0319,0.53846157,21.0,4.0,2.0,2.0,10.0,0.0,14.0,3.0,0.0,0.0,0.0
64,31-010-CAS-7849496,598.98,37.0,13.0,9.0,1.0,113.37,5.15587,0.625,8.0,2.0,1.0,1.0,5.0,0.0,8.0,1.0,0.0,1.0,3.0,783.828,56.0,17.0,15.0,1.0,220.34,4.0319,0.53846157,21.0,4.0,2.0,2.0,10.0,0.0,14.0,3.0,0.0,0.0,0.0
65,31-010-CAS-6929657,586.852,38.0,12.0,9.0,1.0,113.37,4.63057,0.34615386,10.0,3.0,1.0,2.0,4.0,1.0,8.0,1.0,0.0,0.0,3.0,411.407,29.0,10.0,9.0,2.0,129.62,0.5084,0.5263158,7.0,2.0,1.0,1.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
66,31-010-CAS-4942183,833.325,56.0,11.0,7.0,1.0,79.23,9.40817,0.31111112,15.0,6.0,1.0,5.0,5.0,0.0,6.0,1.0,0.0,1.0,3.0,952.158,70.0,13.0,11.0,1.0,152.06,10.0348,0.47368422,19.0,10.0,5.0,5.0,14.0,0.0,10.0,3.0,0.0,0.0,0.0
67,31-010-CAS-12558988,469.101,27.0,13.0,9.0,1.0,121.21,2.10927,0.71428573,5.0,1.0,1.0,0.0,5.0,0.0,8.0,1.0,0.0,0.0,4.0,898.103,65.0,13.0,12.0,2.0,149.47,7.6002,0.5,26.0,6.0,2.0,4.0,10.0,0.0,12.0,1.0,0.0,0.0,0.0
68,31-010-CAS-7335329,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,572.694,41.0,11.0,7.0,2.0,145.06,2.9848,0.33333334,7.0,5.0,2.0,3.0,5.0,0.0,6.0,4.0,0.0,1.0,0.0
69,31-010-CAS-5721367,583.808,38.0,13.0,9.0,1.0,124.45,3.78607,0.36,4.0,5.0,3.0,2.0,6.0,0.0,8.0,2.0,0.0,0.0,3.0,547.56,40.0,10.0,9.0,1.0,120.83,2.9731,0.3,9.0,5.0,2.0,3.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
70,31-010-CAS-12108315,583.808,38.0,13.0,9.0,1.0,124.45,3.78607,0.36,4.0,5.0,3.0,2.0,6.0,0.0,8.0,2.0,0.0,0.0,3.0,547.56,40.0,10.0,9.0,1.0,120.83,2.9731,0.3,9.0,5.0,2.0,3.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
71,31-010-CAS-1373105,526.753,33.0,13.0,10.0,1.0,130.44,2.69717,0.5,7.0,2.0,1.0,1.0,5.0,0.0,9.0,1.0,0.0,0.0,3.0,425.485,31.0,8.0,6.0,1.0,105.91,3.7559,0.39130434,11.0,3.0,1.0,2.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0
72,31-010-CAS-8871710,642.794,41.0,16.0,10.0,1.0,130.44,4.53347,0.36,8.0,3.0,1.0,2.0,5.0,0.0,9.0,1.0,0.0,0.0,6.0,413.43,30.0,9.0,7.0,1.0,122.98,2.8399,0.3809524,8.0,3.0,1.0,2.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0
73,31-010-CAS-16011286,606.886,40.0,11.0,8.0,1.0,96.3,6.00057,0.31034482,7.0,5.0,2.0,3.0,5.0,1.0,7.0,1.0,0.0,0.0,3.0,529.71,37.0,10.0,7.0,1.0,115.14,5.5837,0.5555556,11.0,3.0,1.0,2.0,5.0,0.0,6.0,3.0,0.0,1.0,0.0
74,31-010-CAS-8524792,482.744,30.0,11.0,8.0,1.0,104.14,3.54407,0.5263158,6.0,2.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,3.0,633.768,43.0,16.0,13.0,2.0,197.2,2.5263,0.9259259,11.0,3.0,3.0,0.0,10.0,0.0,12.0,3.0,0.0,1.0,0.0
75,31-010-CAS-1428434,492.692,30.0,14.0,11.0,1.0,147.51,1.43357,0.6875,6.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,3.0,655.65,46.0,16.0,15.0,2.0,200.68,-0.0916,0.6333333,13.0,3.0,2.0,1.0,10.0,0.0,15.0,1.0,0.0,0.0,0.0
76,31-010-CAS-1362588,677.192,40.0,15.0,8.0,2.0,108.33,6.23997,0.44,7.0,4.0,2.0,2.0,5.0,1.0,7.0,2.0,0.0,0.0,6.0,568.834,36.0,13.0,9.0,2.0,121.78,3.6644,0.47826087,12.0,2.0,1.0,1.0,5.0,0.0,9.0,1.0,0.0,0.0,3.0
77,31-010-CAS-1677913,541.775,35.0,13.0,8.0,1.0,143.67,5.22537,0.3181818,6.0,3.0,1.0,2.0,5.0,0.0,6.0,4.0,0.0,0.0,3.0,323.418,22.0,7.0,5.0,1.0,87.45,3.1095,0.6,6.0,2.0,1.0,1.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0
78,31-010-CAS-1161485,636.956,42.0,11.0,8.0,1.0,96.3,6.39467,0.3548387,12.0,4.0,1.0,3.0,5.0,0.0,7.0,1.0,0.0,0.0,3.0,948.126,70.0,13.0,11.0,1.0,152.06,9.8649,0.33333334,25.0,8.0,2.0,6.0,11.0,0.0,10.0,3.0,0.0,0.0,0.0
79,31-010-CAS-17642142,833.325,56.0,11.0,7.0,1.0,79.23,9.40817,0.31111112,15.0,6.0,1.0,5.0,4.0,1.0,6.0,1.0,0.0,1.0,3.0,948.126,70.0,13.0,11.0,1.0,152.06,9.8649,0.33333334,25.0,8.0,2.0,6.0,11.0,0.0,10.0,3.0,0.0,0.0,0.0
