Structural_Group_ID,Structural_Group_SHA256,Representative_Parent_ID,Representative_Reaction_ID,All_Parent_IDs,All_Parent_Reaction_IDs,Duplicate_Count,Donor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,O4_Acetylated_Acceptor_Canonical_SMILES,Donor_Type,Original_Target_C4_Index,Original_Target_O4_Index,Generated_Target_C4_Index,Generated_Target_O4_Index
SG-b06ddb51d1ac7e7b,b06ddb51d1ac7e7bc3a3666cfef23017dead9a6a127d1fe457711baaa6df0cc2,899,31-013-CAS-23877545,899,31-013-CAS-23877545,1,CC(=O)OC[C@@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OCc2ccc3ccccc3c2)[C@H](OCc2ccc(Br)cc2)[C@H]1N=[N+]=[N-],CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](OCc2ccc(Br)cc2)[C@H]1N=[N+]=[N-],CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OC(C)=O)[C@H](OCc2ccc(Br)cc2)[C@H]1N=[N+]=[N-],thioglycoside,55,56,55,56
SG-b07e7fde6f30d9ce,b07e7fde6f30d9cee1f46c41ac77712fe77576a776fb473bf9b5b0c1becb60c8,175,31-010-CAS-6595898,175,31-010-CAS-6595898,1,C[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@@H](OCc2ccc(Cl)cc2)[C@H](OCc2ccc(Cl)cc2)[C@@H]1OCc1ccc(Cl)cc1,CC(=O)N[C@H]1C(OC(C)=O)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1C(OC(C)=O)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,trichloroacetimidate,21,22,21,22
SG-b0c9e3ea719a0f36,b0c9e3ea719a0f36f4e9b670b81fe1de9d6255aa54d3bfed26a01b1be88edcb2,91,31-010-CAS-3425390,91,31-010-CAS-3425390,1,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,[N-]=[N+]=N[C@H]1[C@H](O[C@@H]2[C@@H](OCc3ccccc3)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[C@@H]2[C@@H](OCc3ccccc3)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)O[C@@H]1COCc1ccccc1,trichloroacetimidate,56,57,4,3
SG-b0f0dd7eb16b4eba,b0f0dd7eb16b4eba20acaf48e8cfc50ee089c8a531bba5661a89bbce902c6ea5,170,31-010-CAS-16546348,170,31-010-CAS-16546348,1,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CN=[N+]=[N-])O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@H](OCc2ccccc2)O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](O)[C@@H]1O,CC(=O)N[C@H]1[C@H](OCc2ccccc2)O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](OC(C)=O)[C@@H]1O,trichloroacetimidate,25,26,25,26
SG-b101b8719da37bcb,b101b8719da37bcb036ce851645bcd605e1e3e1009fd8b5f50696d38a2761240,1377,31-013-CAS-20623543,1377,31-013-CAS-20623543,1,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,57,58,57,58
SG-b13d991f376f06ec,b13d991f376f06ecc107984b2e90134904e0220f4fbe6d8ff63a308f06d1eef5,1259,31-013-CAS-21013682,1259,31-013-CAS-21013682,1,O=C(O[C@@H]1[C@@H](OCc2ccccc2)[C@@H]2O[C@H](c3ccccc3)OC[C@H]2O[C@H]1Sc1ccccc1)c1ccccc1,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](OCCCNC(=O)OCc3ccccc3)O[C@H](C)[C@@H]2OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCc2ccc3ccccc3c2)[C@@H]1O,CC(=O)O[C@H]1[C@@H](OCc2ccc3ccccc3c2)[C@H](N=[N+]=[N-])[C@H](O[C@@H]2[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](OCCCNC(=O)OCc3ccccc3)O[C@H](C)[C@@H]2OCc2ccccc2)O[C@H]1C,thioglycoside,59,60,4,3
SG-b1685e99c2dc1e72,b1685e99c2dc1e7240a2a3751d4f8b938507ea85a39c310d620e55350bb89f96,1060,31-013-CAS-7432796,1060,31-013-CAS-7432796,1,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,COc1ccc(O[C@H]2O[C@H](COCc3ccccc3)[C@H](O)[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCc4ccccc4)[C@H]3OC(C)=O)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)cc1,COc1ccc(O[C@H]2O[C@H](COCc3ccccc3)[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCc4ccccc4)[C@H]3OC(C)=O)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)cc1,thioglycoside,19,20,19,20
SG-b1a4dcfb78ed4243,b1a4dcfb78ed42435916b128eb8fae064db6892b72ff1919bb48389b49f75290,1559,31-013-CAS-18800708,1559,31-013-CAS-18800708,1,COC(=O)[C@@]1(O[C@H]2[C@H]3O[C@@H](c4ccccc4)OC[C@H]3O[C@@H](Sc3ccc(C)cc3)[C@@H]2OC(=O)c2ccccc2)C[C@@H]2OC(=O)N(C(C)=O)[C@H]2[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H](O[C@@H]3[C@@H](OCc4ccccc4)[C@H](OCCN=[N+]=[N-])O[C@H](COCc4ccccc4)[C@H]3OCc3ccccc3)O[C@@H]2COCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)[C@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](CO[Si](C)(C)C(C)(C)C)O[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OC(=O)c4ccccc4)[C@H](O[C@@H]4[C@@H](OCc5ccccc5)[C@H](OCCN=[N+]=[N-])O[C@H](COCc5ccccc5)[C@H]4OCc4ccccc4)O[C@@H]3COCc3ccccc3)[C@@H]2OC(=O)c2ccccc2)O[C@@H]1COCc1ccccc1,thioglycoside,107,108,4,3
SG-b1ed265127629dab,b1ed265127629daba827155358473acf3ae12a36ae71be0fdd7f475fd867e68a,820,31-013-CAS-15620941,820,31-013-CAS-15620941,1,COC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,43,44,43,44
SG-b27b9a574dbe5bac,b27b9a574dbe5bac052ffd0f8593db8dade03c045b5c3dd270aeb62f18b7fcec,1144,31-013-CAS-16017995,1144,31-013-CAS-16017995,1,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,15,16,15,16
SG-b27f5a32d4f6ba34,b27f5a32d4f6ba34c60f4f426036e6c4e129c9fb953332b4f0b55d3205d97f22,171,31-010-CAS-23204857,171,31-010-CAS-23204857,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)CCC(=O)O[C@@H]1[C@@H](NC(C)=O)[C@H](OCCCCCCCl)O[C@H](COC(=O)c2ccccc2)[C@H]1O[C@@H]1O[C@H](COC(=O)C(C)(C)C)[C@H](OC(C)=O)[C@H](O[C@@H]2O[C@H](COC(=O)CCl)[C@@H](O)[C@H](OC(C)=O)[C@H]2NC(C)=O)[C@H]1OC(C)=O,CC(=O)CCC(=O)O[C@@H]1[C@@H](NC(C)=O)[C@H](OCCCCCCCl)O[C@H](COC(=O)c2ccccc2)[C@H]1O[C@@H]1O[C@H](COC(=O)C(C)(C)C)[C@H](OC(C)=O)[C@H](O[C@@H]2O[C@H](COC(=O)CCl)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2NC(C)=O)[C@H]1OC(C)=O,trichloroacetimidate,64,65,64,65
SG-b2a9cd9ee24adf28,b2a9cd9ee24adf28a7750147f0b8c5ad05d6219d3230d58abc389b3b80e643e1,389,31-010-CAS-4250253,389,31-010-CAS-4250253,1,COC(=O)[C@@]1(O[C@H]2[C@@H](OC(C)=O)[C@@H](COC(C)=O)OC(OC(=N)C(Cl)(Cl)Cl)[C@@H]2OC(C)=O)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,[N-]=[N+]=NCCO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3NC(=O)C(Cl)(Cl)Cl)[C@H]2OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](O[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](COC(=O)c3ccccc3)O[C@@H](O[C@H]3[C@H](OC(=O)c4ccccc4)[C@@H](OC(=O)c4ccccc4)[C@H](OCCN=[N+]=[N-])O[C@@H]3COC(=O)c3ccccc3)[C@@H]2OC(=O)c2ccccc2)O[C@@H]1COCc1ccccc1,trichloroacetimidate,58,59,4,3
SG-b313d3c78cc24f9d,b313d3c78cc24f9d9dbd91ef1b36ccac9bcfac81fb438e1a2b5370a6100dfe06,324,31-010-CAS-16630393,324,31-010-CAS-16630393,1,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](N)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CNC1=N[C@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OC(C)=O)[C@H]3NC(=O)OCc3ccccc3)[C@H](OCc3cc(OCCCOc4ccccc4)ccc3[N+](=O)[O-])[C@H]2O1,CNC1=N[C@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3NC(=O)OCc3ccccc3)[C@H](OCc3cc(OCCCOc4ccccc4)ccc3[N+](=O)[O-])[C@H]2O1,trichloroacetimidate,30,31,30,31
SG-b31441e26cc796c9,b31441e26cc796c97b376efd441020e7584e0680c55bd996255404381645e022,1219,31-013-CAS-17791371,1219,31-013-CAS-17791371,1,CC(=O)N1C(=O)O[C@H]2[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](COCc3ccccc3)O[C@H](Sc3ccc(C)cc3)[C@@H]21,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](O[C@H]3O[C@H](COCc4ccccc4)[C@H](O)[C@@H]4OC(=O)N(C(C)=O)[C@@H]34)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](O[C@H]3O[C@H](COCc4ccccc4)[C@H](OC(C)=O)[C@@H]4OC(=O)N(C(C)=O)[C@@H]34)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,44,45,44,45
SG-b344d18545a7975d,b344d18545a7975dc64bd32440b2e05f0a7e1ef4583657c2b6e1f1de3e44fe9a,1482,31-013-CAS-4942088,1482,31-013-CAS-4942088,1,CC(=O)OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@H]3[C@H](OC(C)=O)[C@@H](N4C(=O)c5ccccc5C4=O)[C@H](Sc4ccccc4)O[C@@H]3COCc3ccccc3)[C@H](N3C(=O)c4ccccc4C3=O)[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(=O)c2ccccc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,5,6,5,6
SG-b365742cd2925d7f,b365742cd2925d7fabf1ef6f03df0f5606141c043cde202b7ab02d36f56bb9ee,757,31-013-CAS-4357242,757,31-013-CAS-4357242,1,CC(=O)CCC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H](Sc2ccc(C)cc2)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(=O)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,16,17,16,17
SG-b3bf1bc0700edd72,b3bf1bc0700edd72ed8c2b3e4006d342423535ae10333dc1f4adbdde3a171c1e,46,31-010-CAS-15533193,46,31-010-CAS-15533193,1,COC(=O)[C@@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1OC(=O)CCC(C)=O,C=CCCCO[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,14,15,14,15
SG-b3bf8c6645a64705,b3bf8c6645a64705006cbb4a0bbd9be2eb96f9ea4e8a423c1a4f06d44c5fd2a5,176,31-010-CAS-1554973,176,31-010-CAS-1554973,1,N=C(O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1)C(Cl)(Cl)Cl,C=CCO[C@H]1[C@H](O)[C@@H](COCc2ccc(OC)cc2)O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@@H]1NC(C)=O,C=CCO[C@@H]1[C@@H](NC(C)=O)[C@H](O[Si](C)(C)C(C)(C)C(C)C)O[C@H](COCc2ccc(OC)cc2)[C@H]1OC(C)=O,trichloroacetimidate,5,6,34,35
SG-b4c8401f77d3840f,b4c8401f77d3840f9a1f278d0e69f742a81429570b828a820707dc366620c9df,767,31-013-CAS-5827955,767,31-013-CAS-5827955,1,COC(=O)[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)c3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OC(=O)c4ccccc4)[C@@H](Sc4ccc(C)cc4)O[C@H]3C(=O)OC)O[C@@H]2COCc2ccc(OC)cc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,15,16,15,16
SG-b5005c5db9253a78,b5005c5db9253a78606a36bb94acb1947a60edd8882ea185c45d917fda6c0c52,1297,31-013-CAS-10911479,1297,31-013-CAS-10911479,1,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O,O=C1c2ccccc2C(=O)N1[C@H]1[C@H](Oc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Oc2ccccc2)O[C@@H]1COCc1ccccc1,thioglycoside,31,32,4,3
SG-b566d1d35078f68b,b566d1d35078f68b63b42cc0ee4d38a47825ae6b2c66279c3353fea967cfe035,914,31-013-CAS-23879287,914;915;916;917,31-013-CAS-23879287;31-614-CAS-34336263;31-614-CAS-32458039;31-614-CAS-37588026,4,CC(=O)OC[C@@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OCc2ccc3ccccc3c2)[C@H](OCc2ccc(Br)cc2)[C@H]1N=[N+]=[N-],CC(C)(C)[Si](OC[C@H]1O[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]3OC[C@@H]2O3)[C@H](N=[N+]=[N-])[C@@H](OCc2ccc(Br)cc2)[C@@H]1O)(c1ccccc1)c1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccc(Br)cc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]3OC[C@@H]2O3)O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,thioglycoside,50,51,4,3
SG-b5a7bbb10570a2ac,b5a7bbb10570a2acfa743261d85f33e41ee5a535d7652fdc6e621bb276c74e80,9,31-010-CAS-5834517,9;10,31-010-CAS-5834517;31-010-CAS-9377356,2,CC(=O)OC[C@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,C=CCO[C@@H]1O[C@H]([C@@H](C)OCc2ccc(OC)cc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,C=CCO[C@@H]1O[C@H]([C@@H](C)OCc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,19,20,19,20
SG-b5f00f561bf6980b,b5f00f561bf6980b4986a9a5f2c1d0854146ce014859179f82d98c3d791ced15,1514,31-013-CAS-19117153,1514,31-013-CAS-19117153,1,COc1ccc([C@@H]2OC[C@H]3O[C@@H](Sc4ccc(C)cc4)[C@H](OC(=O)CCl)[C@@H](OCc4ccccc4)[C@@H]3O2)cc1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](N=[N+]=[N-])O[C@@H]2COC(C)=O)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,55,56,38,39
SG-b61909191fe8971b,b61909191fe8971bc6d9c2295be6fa1dea5fe71aa8abe81f80c223959fdff2ec,145,31-010-CAS-10687263,145,31-010-CAS-10687263,1,COC(=O)[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1OC(=O)CCC(C)=O,[N-]=[N+]=N[C@H]1[C@H](OCCCCCNC(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCCCCCNC(=O)OCc2ccccc2)O[C@@H]1COCc1ccccc1,trichloroacetimidate,33,34,4,3
SG-b6264c04287ab107,b6264c04287ab1077098c373259b01be58555d2b146fecb88d442cb65ff4fd3d,146,31-010-CAS-13055419,146,31-010-CAS-13055419,1,CC(=O)O[C@@H]1[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]2CO[C@@H](c3ccccc3)O[C@@H]12,CCOC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@H](OCc2ccccc2)[C@@H]1NC(=O)OCC(Cl)(Cl)Cl,CCOC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O,trichloroacetimidate,9,10,39,40
SG-b637c208b4db4bfb,b637c208b4db4bfb58092e49e695c82b2b53debc750d27acc2ffdd79ae2a17b0,164,31-010-CAS-1510337,164,31-010-CAS-1510337,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,COC(=O)CCCCCCCCO[C@@H]1O[C@H](CN=[N+]=[N-])[C@@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@H]1NC(C)=O,COC(=O)CCCCCCCCO[C@@H]1O[C@H](CN=[N+]=[N-])[C@@H](OC(C)=O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@H]1NC(C)=O,trichloroacetimidate,20,21,20,21
SG-b691cc2677c92741,b691cc2677c92741db1bf160de29f12145e2edbdc22bec101fbead75ee456271,376,31-010-CAS-21359671,376;377,31-010-CAS-21359671;31-010-CAS-12272978,2,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,trichloroacetimidate,44,45,44,45
SG-b6972ec3cd550e4c,b6972ec3cd550e4c65a22b8b5518bcb8bc4b30ba84b6fdbacdbb77b07418e80b,858,31-013-CAS-7925185,858,31-013-CAS-7925185,1,CCOC(=S)S[C@@H]1O[C@H](C)[C@H](NC(=O)OCc2ccccc2)[C@H](OC(C)=O)[C@H]1N=[N+]=[N-],[N-]=[N+]=N[C@H]1[C@@H]2OC[C@@H](O2)[C@H](O)[C@@H]1OCc1ccccc1,CC(=O)O[C@@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H]2OC[C@H]1O2,thioglycoside,9,10,4,3
