Structural_Group_ID,Structural_Group_SHA256,Representative_Parent_ID,Representative_Reaction_ID,All_Parent_IDs,All_Parent_Reaction_IDs,Duplicate_Count,Donor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,O4_Acetylated_Acceptor_Canonical_SMILES,Donor_Type,Original_Target_C4_Index,Original_Target_O4_Index,Generated_Target_C4_Index,Generated_Target_O4_Index
SG-00c3ca63b2a53e8d,00c3ca63b2a53e8d9384683ea35e5b54215fc0c43d32afec557cd32874bf0902,586,31-010-CAS-19655310,586,31-010-CAS-19655310,1,O=C(O[C@H]1C(OC(=Nc2ccccc2)C(F)(F)F)O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@@H]1OCc1ccccc1)c1ccccc1,C=CCO[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(C)=O,C=CCO[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(C)=O,trifluoroacetimidate,26,27,26,27
SG-00cd7255d946cf9e,00cd7255d946cf9ec1c75d8b5fa562b08ce7fbe5dd4fac4c6ebb9593447c206f,271,31-010-CAS-7037988,271,31-010-CAS-7037988,1,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](O)[C@@H]1O,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](OCCN=[N+]=[N-])O[C@@H]1CO[Si](C)(C)C(C)(C)C,trichloroacetimidate,32,33,4,3
SG-0159f49e2019cc12,0159f49e2019cc12e1587b69e1fbc85cd17ad3681d86db5f0adb9471ee2311ba,1293,31-614-CAS-34956360,1293,31-614-CAS-34956360,1,Cc1ccc(S[C@@H]2O[C@@H]3CO[C@H](c4ccccc4)O[C@@H]3[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,CC(C)(C)[Si](OC[C@H]1O[C@@H](OCCCN=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](O)[C@@H]1O)(c1ccccc1)c1ccccc1,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](OCCCN=[N+]=[N-])O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,thioglycoside,31,32,4,3
SG-0167cd51c7e26ed5,0167cd51c7e26ed55febbc717654462501ae2d6f56ed167dcfc24b53e78b913f,469,31-010-CAS-10298862,469,31-010-CAS-10298862,1,CC(=O)CCC(=O)O[C@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](C(=O)OCc2ccccc2)[C@@H](O[C@H]2O[C@H](COC(C)=O)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](O)[C@H]2CO[C@H](O2)[C@@H]1N=[N+]=[N-],CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])[C@@H]2OC[C@@H](O2)[C@H]1OC(C)=O,trichloroacetimidate,5,6,14,15
SG-01743178128e5f28,01743178128e5f2805a0008793af3ae56e205ed029c81ee66cd0f5c6063a3f9c,449,31-010-CAS-16614014,449,31-010-CAS-16614014,1,COC(=O)[C@@]1(O[C@H]2[C@@H](OC(C)=O)[C@@H](COC(=O)c3ccccc3)OC(OC(=N)C(Cl)(Cl)Cl)[C@@H]2OC(=O)c2ccccc2)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,COC(=O)[C@@]1(OC[C@H]2O[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](NC(C)=O)[C@H](OC[C@H]4O[C@@H](OCC[Si](C)(C)C)[C@H](OC(=O)c5ccccc5)[C@@H](O[C@@H]5O[C@H](COCc6ccccc6)[C@@H](O)[C@H](OCc6ccccc6)[C@H]5NC(C)=O)[C@H]4OC(C)=O)O[C@@H]3COCc3ccccc3)[C@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(C)=O)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,COC(=O)[C@@]1(OC[C@H]2O[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](NC(C)=O)[C@H](OC[C@H]4O[C@@H](OCC[Si](C)(C)C)[C@H](OC(=O)c5ccccc5)[C@@H](O[C@@H]5O[C@H](COCc6ccccc6)[C@@H](OC(C)=O)[C@H](OCc6ccccc6)[C@H]5NC(C)=O)[C@H]4OC(C)=O)O[C@@H]3COCc3ccccc3)[C@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(C)=O)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,trichloroacetimidate,63,64,63,64
SG-0185dd7456de289a,0185dd7456de289a79f951cd71a22e5b0a36deeb32041dbff2adc1cf00d70124,860,31-013-CAS-8306668,860,31-013-CAS-8306668,1,C[C@@H]1O[C@@H](Sc2ccccc2)[C@H](O[Si](C)(C)C(C)(C)C)[C@H](O[Si](C)(C)C(C)(C)C)[C@H]1O[Si](C)(C)C(C)(C)C,CC(=O)N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,thioglycoside,25,26,25,26
SG-0189acadb078d3e2,0189acadb078d3e2fda66064facdfe460243fce8791f8cb64d169c6f23ac5d95,1489,31-013-CAS-12313595,1489,31-013-CAS-12313595,1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](OCc4ccccc4)[C@H]3N3C(=O)c4ccccc4C3=O)[C@H](O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N3C(=O)c4ccccc4C3=O)[C@H](OC(=O)CCl)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@H](OC(=O)CCl)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](Sc3ccc(C)cc3)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1,thioglycoside,32,33,4,3
SG-01c942701ec92327,01c942701ec92327c59d3597b2c87804507b4ffa75def8d2ec2250993853c005,442,31-010-CAS-3951292,442,31-010-CAS-3951292,1,CC(=O)CCC(=O)OC[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccc3ccccc3c2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O[C@@H]2O[C@@H](COC(=O)CCC(C)=O)[C@@H](O[C@H]3O[C@H](COC(=O)c4ccccc4)[C@@H](O[C@@H]4O[C@@H](COC(=O)CCC(C)=O)[C@@H](O[C@H]5O[C@H](COC(=O)c6ccccc6)[C@@H](O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O[C@@H]2O[C@@H](COC(=O)CCC(C)=O)[C@@H](O[C@H]3O[C@H](COC(=O)c4ccccc4)[C@@H](O[C@@H]4O[C@@H](COC(=O)CCC(C)=O)[C@@H](O[C@H]5O[C@H](COC(=O)c6ccccc6)[C@@H](OC(C)=O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,73,74,73,74
SG-02268520dbaebf70,02268520dbaebf70dd1a3d6b97cc4d10197a3886fa3536c5897701a52306fcb1,1232,31-013-CAS-18353674,1232,31-013-CAS-18353674,1,Cc1ccc(S[C@@H]2O[C@@H]3CO[C@H](c4ccccc4)O[C@@H]3[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccc(C)cc2)O[C@@H]1COCc1ccccc1,thioglycoside,18,19,4,3
SG-0230682ae8818933,0230682ae8818933f835a9b33192b6b413175515e29b28280b4f8d0d9208814b,502,31-010-CAS-16631938,502,31-010-CAS-16631938,1,C[C@@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,15,16,15,16
SG-0266e45e27e7a962,0266e45e27e7a962b19fef87068d7ef3b4f90f59c7bc474da0d9e26edee7cbea,935,31-013-CAS-9419983,935,31-013-CAS-9419983,1,CCS[C@H]1O[C@@H](C)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1OCc1ccccc1,COC(C)=N[C@H]1[C@H](OC)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,COC(C)=N[C@H]1[C@H](OC)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,thioglycoside,20,21,20,21
SG-0357af6b7a211992,0357af6b7a2119920b7961a4d6a42efbcabd92728d2db883e8a0033113184393,1302,31-013-CAS-21359712,1302;1303,31-013-CAS-21359712;31-013-CAS-6321258,2,C=CCO[C@@H]1[C@@H](N=[N+]=[N-])[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H](Sc3ccc(C)cc3)O[C@H]2COc2ccc(OC)cc2)O[C@H](COC(=O)c2ccccc2)[C@H]1OC(=O)CCC(C)=O,CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,thioglycoside,15,16,15,16
SG-03755376a2189f4a,03755376a2189f4ac5e508e4d4fb46682be2a6cf6b075436ef323d95fec0fd9e,1168,31-013-CAS-3171404,1168,31-013-CAS-3171404,1,CC(=O)N1C(=O)O[C@H]2[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](COCc3ccccc3)O[C@H](Sc3ccc(C)cc3)[C@@H]21,CO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](O)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](OC(C)=O)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,28,29,28,29
SG-03891ccbb7c0a44b,03891ccbb7c0a44b99f3ce55fd1176ce8737d3e1471f1f9128d10eb86de8cf26,1520,31-614-CAS-30618647,1520,31-614-CAS-30618647,1,CC(C)(C)[Si](C)(C)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@H](S(=O)c2ccccc2)O[C@@H]1COCc1ccccc1,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1[C@@H]1[C@@H](O)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,thioglycoside,18,19,4,3
SG-03a38ec6bf2e0eaf,03a38ec6bf2e0eaf67fc6776fb20cf0e089c2ed89ea1f4fe47f138bfcaa2aad8,498,31-010-CAS-477008,498,31-010-CAS-477008,1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(C)(C)[Si](OC[C@H]1O[C@@H](N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OCc2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](N=[N+]=[N-])O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,trichloroacetimidate,34,35,4,3
SG-03d0a36dc2ea3a45,03d0a36dc2ea3a45bc008bc2d5d243c7fc32e6dfe3d9463b943fe0159376ffaf,1227,31-614-CAS-32798129,1227,31-614-CAS-32798129,1,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H](Sc2ccc(C)cc2)[C@@H]1OC(C)=O,[N-]=[N+]=NCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](OCCCN=[N+]=[N-])O[C@@H]1COCc1ccccc1,thioglycoside,19,20,4,3
SG-041c3bf58648272f,041c3bf58648272f2d76323ef6cfe5430380fff2fe2035b18869b95c995a62fe,867,31-353-CAS-5905808,867,31-353-CAS-5905808,1,O=S(c1ccccc1)[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,thioglycoside,14,15,14,15
SG-044ddac6fbc11bfd,044ddac6fbc11bfd7b041c8c8c12de49c7a9542660ca8d43fbb455ead152ad68,418,31-010-CAS-7849619,418,31-010-CAS-7849619,1,COC(=O)[C@@]1(O[C@H]2[C@@H](O[C@@H]3O[C@H](COC(=O)c4ccccc4)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3NC(C)=O)[C@@H](COC(=O)c3ccccc3)OC(OC(=N)C(Cl)(Cl)Cl)[C@@H]2OC(=O)c2ccccc2)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3NC(C)=O)[C@@H](OCc3ccccc3)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3NC(C)=O)[C@@H](OCc3ccccc3)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,trichloroacetimidate,22,23,22,23
SG-045c626ddf757f16,045c626ddf757f16b57218a39dd16a8f3d61d0644f53e223fb5ba44d597430bf,328,31-010-CAS-5353694,328,31-010-CAS-5353694,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCc2ccccc2)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,CC(=O)O[C@H]1[C@@H](NC(=O)OCc2ccccc2)[C@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O,trichloroacetimidate,5,6,51,52
SG-047b3cf7b01b2233,047b3cf7b01b22338c003c50be297a2ed35cdae47ac747e53f34161dff32ea97,841,31-013-CAS-12570626,841;842;843,31-013-CAS-12570626;31-013-CAS-3447636;31-013-CAS-1313681,3,CC(=O)CCC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H](Sc2ccc(C)cc2)O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,thioglycoside,29,30,29,30
SG-04a5cb6c2cddc590,04a5cb6c2cddc5907e8493cb000c73703ed717b3993785f9edc5198fcd3714a7,1447,31-013-CAS-13320268,1447,31-013-CAS-13320268,1,CC(C)[Si](C#CCO[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1)(C(C)C)C(C)C,[N-]=[N+]=N[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](N=[N+]=[N-])O[C@@H]1COCc1ccccc1,thioglycoside,15,16,4,3
SG-04eff9761116c2a9,04eff9761116c2a9d449671970e98f17908e78b96c09d0c7d93b523fb5801772,1279,31-013-CAS-16396098,1279,31-013-CAS-16396098,1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(=O)CCl)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,19,20,19,20
SG-04f76ec612982dbf,04f76ec612982dbf318b7a84463ac717fb29cd1e12852dcb739d25050948d8f1,1506,31-013-CAS-19117130,1506,31-013-CAS-19117130,1,COc1ccc(COC[C@H]2O[C@@H](Sc3ccc(C)cc3)[C@H](OC(=O)CCl)[C@@H](OCc3ccccc3)[C@@H]2OC(C)=O)cc1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](N=[N+]=[N-])O[C@@H]2COC(C)=O)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,55,56,38,39
SG-05061538f21b6625,05061538f21b6625956d7d5a0e77394fb7a08023e3d0bfd42dade09de57efbcf,223,31-010-CAS-634162,223,31-010-CAS-634162,1,COC(=O)[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)CCC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1,trichloroacetimidate,20,21,4,3
SG-0509739d52a91084,0509739d52a910840eb2b44be7218c009ed6a36b263c87ab75427119e512c354,1362,31-013-CAS-6854088,1362,31-013-CAS-6854088,1,Cc1ccc(S[C@@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccc(C)cc2)O[C@@H]1COCc1ccccc1,thioglycoside,18,19,4,3
SG-05251549cea2ba4d,05251549cea2ba4d3a01f632ace74ae8a07a6b242e7b303c1dfdab13e7c6b650,1478,31-013-CAS-5019079,1478,31-013-CAS-5019079,1,COC(=O)[C@@]1(O[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](COC(=O)c3ccccc3)O[C@@H](SC)[C@@H]2OC(=O)c2ccccc2)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CCCCCCCCCCCCCCCC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)[C@@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,CCCCCCCCCCCCCCCC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)[C@@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,thioglycoside,102,103,102,103
SG-055c43a59c9cc8f5,055c43a59c9cc8f50c15bfad2075bf7b536be416496f1b346e1b722312d2313b,299,31-010-CAS-13182905,299,31-010-CAS-13182905,1,CC(=O)O[C@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H](C(N)=O)[C@@H](OC2CCCCO2)[C@@H]1OCc1ccccc1,[N-]=[N+]=N[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,trichloroacetimidate,13,14,4,3
SG-0566d2b0a38a901a,0566d2b0a38a901aecd58889c7d9ded51e6d9c901b1c69f1ab97328f06e54033,100,31-010-CAS-3800337,100,31-010-CAS-3800337,1,C[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1N=[N+]=[N-],CCS[C@H]1O[C@H](C)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)[C@@H]1O,CCS[C@H]1O[C@H](C)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)[C@@H]1OC(C)=O,trichloroacetimidate,20,21,20,21
SG-05704b273472c2e5,05704b273472c2e5ea64583c1a5174487d02d8e181c16764eb72062df843c7b6,1233,31-013-CAS-9970331,1233,31-013-CAS-9970331,1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](Sc2ccccc2)O[C@@H]1CN=[N+]=[N-],CO[C@H]1O[C@H](CN=[N+]=[N-])[C@@H](O[C@H]2O[C@H](CN=[N+]=[N-])[C@@H](O[C@H]3O[C@H](CN=[N+]=[N-])[C@@H](O)[C@H](OCc4ccccc4)[C@@H]3N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)[C@@H]2N2C(=O)c3ccccc3C2=O)[C@H](OCc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,CO[C@H]1O[C@H](CN=[N+]=[N-])[C@@H](O[C@H]2O[C@H](CN=[N+]=[N-])[C@@H](O[C@H]3O[C@H](CN=[N+]=[N-])[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@@H]3N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)[C@@H]2N2C(=O)c3ccccc3C2=O)[C@H](OCc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,27,28,27,28
