Template_ID,Donor_Type,Solvent,Solvent_Component_IDs,Catalyst,Catalyst_Component_IDs,Temp_C,Time_min,has_solvent,has_catalyst,has_temp,has_time,Template_Support_Count,Alpha_Success_Count,Beta_Success_Count,Representative_Reaction_ID,Supporting_Reaction_IDs,Supporting_Sources,Condition_Recipe_Completeness,Unique_Full_Reaction_Count
CT_81a57c8eff2f7237,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,25.0,30.0,1,1,1,1,66,26,40,31-013-CAS-15304342,31-013-CAS-10140172;31-013-CAS-10233903;31-013-CAS-11290150;31-013-CAS-11369982;31-013-CAS-11416677;31-013-CAS-11796224;31-013-CAS-1183257;31-013-CAS-12119921;31-013-CAS-12273664;31-013-CAS-1281187;31-013-CAS-13149231;31-013-CAS-13476910;31-013-CAS-13925780;31-013-CAS-14240488;31-013-CAS-14741869;31-013-CAS-15150591;31-013-CAS-15280740;31-013-CAS-15304342;31-013-CAS-15500340;31-013-CAS-1686035;31-013-CAS-1712789;31-013-CAS-1891598;31-013-CAS-18987289;31-013-CAS-18987290;31-013-CAS-18987292;31-013-CAS-19796379;31-013-CAS-20623534;31-013-CAS-20818644;31-013-CAS-20818648;31-013-CAS-21013682;31-013-CAS-2220531;31-013-CAS-2382764;31-013-CAS-2515446;31-013-CAS-2665220;31-013-CAS-2832294;31-013-CAS-3287675;31-013-CAS-3407711;31-013-CAS-3733563;31-013-CAS-3859987;31-013-CAS-4037463;31-013-CAS-4159257;31-013-CAS-4171613;31-013-CAS-440332;31-013-CAS-4651113;31-013-CAS-4786494;31-013-CAS-503131;31-013-CAS-5127134;31-013-CAS-5440454;31-013-CAS-5548184;31-013-CAS-5891655;31-013-CAS-6023114;31-013-CAS-6495154;31-013-CAS-6916824;31-013-CAS-7578178;31-013-CAS-7643019;31-013-CAS-8100988;31-013-CAS-8143526;31-013-CAS-847824;31-013-CAS-850505;31-013-CAS-8631144;31-013-CAS-9394061;31-013-CAS-9655089;31-013-CAS-9812928;31-013-CAS-9988480;31-614-CAS-39654500;31-614-CAS-44833731,"Angewandte Chemie, International Edition (2023), 62(1), e202211985;Carbohydrate Research (2004), 339(2), 181-193;Chemistry - A European Journal (2004), 10(14), 3517-3524;Chemistry - A European Journal (2005), 11(18), 5457-5467;Chemistry - An Asian Journal (2019), 14(1), 223-234;European Journal of Organic Chemistry (2010), (13), 2565-2570;European Journal of Organic Chemistry (2013), 2013(32), 7382-7390;European Journal of Organic Chemistry (2018), 2018(25), 3312-3316;Journal of Organic Chemistry (2019), 84(23), 15063-15078;Journal of the American Chemical Society (2005), 127(27), 9692-9693;Journal of the American Chemical Society (2009), 131(47), 17394-17405;Journal of the American Chemical Society (2020), 142(1), 456-467;Organic & Biomolecular Chemistry (2012), 10(48), 9570-9582;Synthesis (2024), 56(3), 487-495;Tetrahedron (2008), 64(37), 8685-8691;United States, US20120142560 A1 2012-06-07;United States, US20180264125 A1 2018-09-20;World Intellectual Property Organization, WO2010117803 A2 2010-10-14",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,38
CT_ed2a5d002341800e,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,25.0,60.0,1,1,1,1,29,8,21,31-013-CAS-17381406,31-013-CAS-10137508;31-013-CAS-10911479;31-013-CAS-12025130;31-013-CAS-12139860;31-013-CAS-13251956;31-013-CAS-17381406;31-013-CAS-17381408;31-013-CAS-17381410;31-013-CAS-17381412;31-013-CAS-17381425;31-013-CAS-17386196;31-013-CAS-19037577;31-013-CAS-19037590;31-013-CAS-20150689;31-013-CAS-20164630;31-013-CAS-20623539;31-013-CAS-20623541;31-013-CAS-20623543;31-013-CAS-21905508;31-013-CAS-3522722;31-013-CAS-3967489;31-013-CAS-5008597;31-013-CAS-5060810;31-013-CAS-5918493;31-013-CAS-7955565;31-614-CAS-24371495;31-614-CAS-31005281;31-614-CAS-44041084;31-614-CAS-44041095,"ACS Central Science (2017), 3(3), 224-231;Bioconjugate Chemistry (2020), 31(10), 2362-2366;Carbohydrate Research (2006), 341(14), 2420-2425;Carbohydrate Research (2011), 346(14), 2113-2120;Chemistry - A European Journal (2023), 29(64), e202302288;European Journal of Organic Chemistry (2013), 2013(32), 7382-7390;European Journal of Organic Chemistry (2014), 2014(15), 3232-3241;Journal of Medicinal Chemistry (2020), 63(8), 4227-4255;Journal of Organic Chemistry (2019), 84(11), 6576-6588;Journal of the American Chemical Society (2012), 134(37), 15556-15562;Journal of the American Chemical Society (2012), 134(39), 16430-16433;Journal of the American Chemical Society (2013), 135(45), 16895-16903;Organic & Biomolecular Chemistry (2012), 10(15), 3019-3032;Synthesis (2009), (15), 2584-2590;Tetrahedron Letters (2019), 60(12), 860-863;Tetrahedron: Asymmetry (2009), 20(4), 473-477;United States, US20180264125 A1 2018-09-20;World Intellectual Property Organization, WO2017156192 A1 2017-09-14",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,28
CT_59b90124651fa728,thioglycoside,Dichloromethane,3,Triethylamine,4,25.0,60.0,1,1,1,1,20,6,14,31-013-CAS-7917329,31-006-CAS-13795131;31-013-CAS-10462327;31-013-CAS-1058357;31-013-CAS-12414632;31-013-CAS-12548374;31-013-CAS-13317444;31-013-CAS-14430869;31-013-CAS-15444979;31-013-CAS-21905507;31-013-CAS-21905513;31-013-CAS-22660148;31-013-CAS-3447636;31-013-CAS-7917329;31-614-CAS-24371505;31-614-CAS-24501395;31-614-CAS-28412006;31-614-CAS-29779875;31-614-CAS-35398222;31-614-CAS-39596688;31-614-CAS-44130786,"ACS Chemical Biology (2020), 15(9), 2382-2394;Bioconjugate Chemistry (2020), 31(10), 2362-2366;European Journal of Organic Chemistry (2020), 2020(34), 5580-5595;Journal of Medicinal Chemistry (2020), 63(8), 4227-4255;Journal of Medicinal Chemistry (2025), 68(3), 3356-3372;Journal of Organic Chemistry (2016), 81(1), 162-184;Journal of Organic Chemistry (2023), 88(9), 5554-5562;Journal of the American Chemical Society (2007), 129(42), 12795-12800;Journal of the American Chemical Society (2012), 134(21), 8988-8995;Journal of the American Chemical Society (2012), 134(39), 16430-16433;Journal of the American Chemical Society (2013), 135(41), 15382-15391;Organic & Biomolecular Chemistry (2014), 12(13), 2087-2098;United States, US11506664 B1 2022-11-22;World Intellectual Property Organization, WO2013184564 A1 2013-12-12",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,19
CT_b40a24940f02663a,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,25.0,30.0,1,1,1,1,14,10,4,31-013-CAS-10436330,31-013-CAS-10316632;31-013-CAS-10436330;31-013-CAS-11609556;31-013-CAS-12459743;31-013-CAS-17868344;31-013-CAS-22357494;31-013-CAS-4038549;31-013-CAS-8718266;31-013-CAS-8835573;31-614-CAS-23946122;31-614-CAS-23946125;31-614-CAS-37587985;31-614-CAS-37587999;31-614-CAS-37588004,"Carbohydrate Research (2008), 343(17), 2863-2869;Carbohydrate Research (2013), 380, 167-173;Chemistry - A European Journal (2018), 24(16), 4181-4187;Journal of the American Chemical Society (2020), 142(11), 5282-5292;Organic Letters (2021), 23(15), 6137-6142;World Intellectual Property Organization, WO2002057284 A1 2002-07-25;World Intellectual Property Organization, WO2010029185 A1 2010-03-18",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,14
CT_4be0008f1c7d58da,thioglycoside,Dichloromethane;Diethyl ether,3;4,Tosyl chloride,13,25.0,30.0,1,1,1,1,13,3,10,31-013-CAS-17081679,31-013-CAS-11511551;31-013-CAS-11715456;31-013-CAS-11784711;31-013-CAS-17081671;31-013-CAS-17081678;31-013-CAS-17081679;31-013-CAS-17081680;31-013-CAS-553402;31-013-CAS-6854088;31-013-CAS-7451088;31-013-CAS-8978171;31-013-CAS-9587188;31-013-CAS-9669067,"Carbohydrate Research (2006), 341(10), 1669-1679;Carbohydrate Research (2016), 435, 180-194;Chemistry - A European Journal (2011), 17(36), 10106-10112, S10106/1-S10106/135",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,13
CT_661325584fc82cd0,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,25.0,60.0,1,1,1,1,12,4,8,31-013-CAS-15603246,31-013-CAS-13170869;31-013-CAS-15603246;31-013-CAS-15619086;31-013-CAS-18776248;31-013-CAS-1922953;31-013-CAS-22357476;31-013-CAS-23877545;31-013-CAS-23879287;31-013-CAS-6287649;31-013-CAS-7584459;31-013-CAS-9083796;31-614-CAS-30873545,"Angewandte Chemie, International Edition (2014), 53(37), 9876-9879;Chemistry - A European Journal (2018), 24(16), 4181-4187;China, CN105315315 A 2016-02-10;Journal of Organic Chemistry (2018), 83(9), 4963-4972;Journal of the American Chemical Society (2003), 125(52), 16334-16339;Journal of the American Chemical Society (2013), 135(41), 15382-15391;Nature Chemical Biology (2019), 15(7), 699-709",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,12
CT_390684f09a1e8511,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,25.0,15.0,1,1,1,1,10,10,0,31-013-CAS-7707758,31-013-CAS-11387102;31-013-CAS-11726967;31-013-CAS-12054238;31-013-CAS-14143061;31-013-CAS-17024986;31-013-CAS-5582564;31-013-CAS-7707758;31-013-CAS-9510973;31-013-CAS-972560;31-013-CAS-9842389,"Analytical Chemistry (Washington, DC, United States) (2017), 89(8), 4540-4549;Carbohydrate Research (2003), 338(23), 2591-2603;Organic & Biomolecular Chemistry (2003), 1(5), 775-784",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,10
CT_6d56bce4a517e88a,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic anhydride,9,-60.0,30.0,1,1,1,1,9,0,9,31-013-CAS-9099641,31-013-CAS-112694;31-013-CAS-2791822;31-013-CAS-4596190;31-013-CAS-4912673;31-013-CAS-667641;31-013-CAS-7065488;31-013-CAS-9099641;31-357-CAS-10990353;31-357-CAS-6725732,"Chemistry Letters (2005), 34(11), 1556-1557;Journal of Organic Chemistry (2009), 74(6), 2486-2493;Journal of the American Chemical Society (2008), 130(41), 13790-13803",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,9
CT_7ba70ecf01afe6d4,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,60.0,1,1,1,1,9,8,1,31-013-CAS-20074828,31-013-CAS-17386198;31-013-CAS-20074828;31-013-CAS-20074830;31-013-CAS-20074832;31-013-CAS-20074834;31-013-CAS-20074836;31-013-CAS-20074838;31-013-CAS-20074845;31-614-CAS-24501387,"ACS Central Science (2017), 3(3), 224-231;ACS Chemical Biology (2020), 15(9), 2382-2394;World Intellectual Property Organization, WO2018083490 A2 2018-05-11",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,8
CT_d46b817bab6f9186,thioglycoside,Dichloromethane,3,Triethylamine,4,25.0,360.0,1,1,1,1,8,0,8,31-013-CAS-10626850,31-013-CAS-10626850;31-013-CAS-1120171;31-013-CAS-14176615;31-013-CAS-1437307;31-013-CAS-2955443;31-013-CAS-491815;31-013-CAS-5019079;31-013-CAS-9638871,"Journal of Carbohydrate Chemistry (2002), 21(5), 385-409",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,8
CT_2279c7b328364f9d,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic anhydride,9,25.0,30.0,1,1,1,1,7,1,6,31-614-CAS-42125040,31-013-CAS-11969359;31-013-CAS-12386349;31-013-CAS-18395672;31-013-CAS-8454219;31-013-CAS-8454436;31-301-CAS-2505839;31-614-CAS-42125040,"Carbohydrate Research (2008), 343(17), 2853-2862;Carbohydrate Research (2017), 452, 47-53;ChemMedChem (2014), 9(5), 1071-1080;Helvetica Chimica Acta (2006), 89(11), 2591-2610;Journal of the American Chemical Society (2013), 135(45), 16895-16903;World Intellectual Property Organization, WO2024199442 A1 2024-10-03",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,7
CT_253d6faff675006b,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,30.0,1,1,1,1,7,2,5,31-013-CAS-20094021,31-013-CAS-10003094;31-013-CAS-13505033;31-013-CAS-16004431;31-013-CAS-16004432;31-013-CAS-19191565;31-013-CAS-20094021;31-013-CAS-22936260,"Asian Journal of Organic Chemistry (2015), 4(8), 756-762;Journal of Organic Chemistry (2020), 85(24), 16082-16098;Organic & Biomolecular Chemistry (2018), 16(45), 8791-8803;Organic Letters (2014), 16(8), 2240-2243;Organic Letters (2018), 20(18), 5956-5959;United States, US20130217056 A1 2013-08-22",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,7
CT_86c720144c1de8a2,thioglycoside,Dichloromethane,3,Sodium bicarbonate,8,-60.0,30.0,1,1,1,1,7,0,7,31-013-CAS-2439768,31-013-CAS-11112323;31-013-CAS-11684215;31-013-CAS-2439768;31-013-CAS-4022684;31-013-CAS-4942088;31-013-CAS-4982132;31-013-CAS-8624016,"Angewandte Chemie, International Edition (2004), 43(16), 2145-2148;Journal of Organic Chemistry (2011), 76(13), 5229-5239;Journal of Organic Chemistry (2012), 77(21), 9437-9446",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,7
CT_93edf983fa15c975,thioglycoside,Dichloromethane;Toluene,3;5,Trifluoromethanesulfonic acid,6,25.0,60.0,1,1,1,1,7,3,4,31-614-CAS-34701874,31-614-CAS-34701874;31-614-CAS-34701877;31-614-CAS-34701878;31-614-CAS-34701884;31-614-CAS-34701885;31-614-CAS-36914093;31-614-CAS-36914120,"ChemRxiv (2022), 1-8;Chemistry - A European Journal (2021), 27(51), 13040-13051",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,7
CT_ac7305cb11cc28f8,thioglycoside,Dichloromethane,3,Methyleugenol,21,25.0,60.0,1,1,1,1,7,0,7,31-301-CAS-14089757,31-301-CAS-14089757;31-301-CAS-2081601;31-614-CAS-27856064;31-614-CAS-29170155;31-614-CAS-29865809;31-614-CAS-30618647;31-614-CAS-30686019,"Journal of the American Chemical Society (2006), 128(47), 15084-15085;Journal of the American Chemical Society (2007), 129(11), 3080-3081;World Intellectual Property Organization, WO2009046314 A2 2009-04-09",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,5
CT_1890b9b28d89d522,thioglycoside,Dichloromethane,3,Triethylamine,4,25.0,120.0,1,1,1,1,6,2,4,31-013-CAS-5434133,31-013-CAS-14147258;31-013-CAS-2000335;31-013-CAS-4150836;31-013-CAS-5434133;31-013-CAS-741372;31-614-CAS-39684276,"Chemistry - A European Journal (2023), 29(16), e202203672;Heterocycles (2009), 77(1), 333-349;Journal of Carbohydrate Chemistry (2005), 24(3), 251-259;Molecules (2011), 16, 637-651",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,6
CT_296877eb920ebafe,thioglycoside,Dichloromethane,3,Triethylamine,4,0.0,30.0,1,1,1,1,6,5,1,31-013-CAS-16761012,31-013-CAS-13870844;31-013-CAS-16761012;31-013-CAS-452353;31-013-CAS-6864875;31-013-CAS-7197673;31-013-CAS-9392052,"Angewandte Chemie, International Edition (2017), 56(9), 2312-2317;Carbohydrate Research (2008), 343(4), 596-606;Tetrahedron (2010), 66(40), 8036-8046",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,6
CT_85cc5d5b40d23cc5,thioglycoside,Dichloromethane;Toluene,3;5,Tosyl chloride,13,-72.0,120.0,1,1,1,1,6,6,0,31-013-CAS-17791367,31-013-CAS-17791367;31-013-CAS-17791369;31-013-CAS-17791371;31-013-CAS-17791385;31-013-CAS-17791387;31-013-CAS-17791389,"Chemistry - A European Journal (2017), 23(44), 10670-10677",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,6
CT_c3dbbe14704d3286,thioglycoside,Dichloromethane,3,Triethylamine,4,25.0,30.0,1,1,1,1,6,3,3,31-013-CAS-5427820,31-013-CAS-13253389;31-013-CAS-22660146;31-013-CAS-5427820;31-013-CAS-7571275;31-013-CAS-906119;31-614-CAS-39596687,"Carbohydrate Research (2006), 341(10), 1619-1629;European Journal of Organic Chemistry (2007), (20), 3392-3401, S3392/1-S3392/17;European Journal of Organic Chemistry (2020), 2020(34), 5580-5595;Journal of Organic Chemistry (2023), 88(9), 5554-5562;Organic & Biomolecular Chemistry (2007), 5(22), 3690-3697",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,6
CT_010f48dc306c3cb5,thioglycoside,Diethyl ether,4,Methyl triflate,11,25.0,180.0,1,1,1,1,5,5,0,31-013-CAS-7147589,31-013-CAS-11635380;31-013-CAS-13681362;31-013-CAS-2691821;31-013-CAS-7147589;31-013-CAS-9419983,"Carbohydrate Research (2006), 341(14), 2426-2433;Journal of Organic Chemistry (2005), 70(16), 6265-6273",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,5
CT_5cd8d10620b0d07f,thioglycoside,Dichloromethane,3,Sodium bicarbonate,8,0.0,10.0,1,1,1,1,5,5,0,31-013-CAS-10414006,31-013-CAS-10414006;31-013-CAS-11788920;31-013-CAS-1278764;31-013-CAS-4770924;31-013-CAS-509523,"Organic Letters (2013), 15(1), 88-91;World Intellectual Property Organization, WO2014140626 A2 2014-09-18",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,5
CT_94db14c7bdd4e813,thioglycoside,Dichloromethane;Toluene,3;5,Triethylamine,4,25.0,15.0,1,1,1,1,5,5,0,31-013-CAS-12769421,31-013-CAS-12769421;31-013-CAS-13040293;31-013-CAS-1517023;31-013-CAS-15171815;31-013-CAS-6042780,"Tetrahedron: Asymmetry (2005), 16(1), 187-197",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,5
CT_d9754d65a015483b,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,-78.0,120.0,1,1,1,1,5,1,4,31-013-CAS-16968435,31-013-CAS-16968434;31-013-CAS-16968435;31-013-CAS-16968436;31-614-CAS-34954204;31-614-CAS-34954209,"Chemical Communications (Cambridge, United Kingdom) (2017), 53(4), 771-774;Organic Letters (2021), 23(15), 5922-5926",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,5
CT_20072594ae0822aa,thioglycoside,Dichloromethane;Diethyl ether,3;4,Triethylamine,4,25.0,20.0,1,1,1,1,4,4,0,31-614-CAS-39832550,31-013-CAS-21774290;31-013-CAS-21774311;31-614-CAS-39832550;31-614-CAS-39832557,"Angewandte Chemie, International Edition (2020), 59(16), 6451-6458;Organic Letters (2023), 25(16), 2913-2917",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_2cfb44464c3873a2,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,0.0,30.0,1,1,1,1,4,0,4,31-013-CAS-14531739,31-013-CAS-14531739;31-013-CAS-14761758;31-013-CAS-15039708;31-013-CAS-18800708,"ChemBioChem (2008), 9(11), 1716-1720;Journal of Organic Chemistry (2018), 83(11), 5920-5930;United States, US20090246200 A1 2009-10-01",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_2ee83d3f514bfde3,thioglycoside,Dichloromethane;Diethyl ether,3;4,Pyridine,12,25.0,60.0,1,1,1,1,4,0,4,31-013-CAS-7579377,31-013-CAS-13972345;31-013-CAS-37926;31-013-CAS-7579377;31-013-CAS-9710829,"Central European Journal of Chemistry (2005), 3(4), 803-829",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_3b01fcce5eeb35ea,thioglycoside,Dichloromethane,3,Silver triflate,10,25.0,30.0,1,1,1,1,4,4,0,31-614-CAS-41884465,31-614-CAS-37959480;31-614-CAS-37959633;31-614-CAS-41884159;31-614-CAS-41884465,"ChemRxiv (2022), 1-29;Nature Chemistry (2023), 15(8), 1108-1117",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_53b450444f1f51ba,thioglycoside,Dichloromethane;Diethyl ether,3;4,Trifluoromethanesulfonic acid,6,0.0,90.0,1,1,1,1,4,4,0,31-013-CAS-1179903,31-013-CAS-1179903;31-013-CAS-3002515;31-013-CAS-3582973;31-013-CAS-9970331,"Organic & Biomolecular Chemistry (2015), 13(36), 9504-9515",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_61ef99f37ff346b4,thioglycoside,Dichloromethane;Diethyl ether,3;4,N-Iodosuccinimide,5,25.0,30.0,1,1,1,1,4,3,1,31-013-CAS-2541337,31-013-CAS-18334609;31-013-CAS-2541337;31-013-CAS-6341435;31-614-CAS-27463098,"Journal of the American Chemical Society (2011), 133(46), 18975-18991;Organic Letters (2018), 20(2), 353-356;Tetrahedron Letters (2015), 56(7), 900-902",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_662e4af1089df14f,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-25.0,60.0,1,1,1,1,4,0,4,31-013-CAS-16946849,31-013-CAS-10898081;31-013-CAS-16946849;31-013-CAS-16946852;31-013-CAS-16946853,"Bioorganic & Medicinal Chemistry (2011), 19(3), 1306-1320;Trends in Carbohydrate Research (2016), 8(1), 14-25",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_796e770ae3ffcdda,thioglycoside,Dichloromethane;Diethyl ether,3;4,Triethylamine,4,-78.0,10.0,1,1,1,1,4,4,0,31-013-CAS-19733120,31-013-CAS-19733120;31-013-CAS-19733121;31-013-CAS-19733122;31-013-CAS-19733123,"Chemical Communications (Cambridge, United Kingdom) (2018), 54(72), 10120-10123",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_830e1daee9fb3a6f,thioglycoside,Dichloromethane,3,Sodium bicarbonate,8,0.0,15.0,1,1,1,1,4,4,0,31-013-CAS-15856712,31-013-CAS-15856712;31-013-CAS-15879290;31-013-CAS-15920353;31-013-CAS-15943747,"Molecules (2015), 20(4), 6167-6180",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_a209b2461af1c989,thioglycoside,Dichloromethane,3,Sodium thiosulfate,16,25.0,30.0,1,1,1,1,4,2,2,31-006-CAS-18977533,31-006-CAS-18977533;31-013-CAS-10173116;31-013-CAS-12308870;31-013-CAS-2596944,"European Journal of Organic Chemistry (2006), (22), 5158-5166;European Journal of Organic Chemistry (2007), (6), 988-1000;European Journal of Organic Chemistry (2018), 2018(19), 2214-2227",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_a22f378e61eff999,thioglycoside,Dichloromethane;Diethyl ether,3;4,Trifluoromethanesulfonic acid,6,25.0,60.0,1,1,1,1,4,2,2,31-013-CAS-14723929,31-013-CAS-113679;31-013-CAS-12570626;31-013-CAS-14723929;31-013-CAS-6201072,"Journal of Organic Chemistry (2003), 68(6), 2135-2142;Journal of the American Chemical Society (2007), 129(42), 12795-12800",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_d630e778e971c2bc,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic anhydride,9,25.0,60.0,1,1,1,1,4,1,3,31-013-CAS-8328637,31-013-CAS-1313681;31-013-CAS-8328637;31-049-CAS-14355506;31-614-CAS-29244011,"Journal of the American Chemical Society (2007), 129(42), 12795-12800;Journal of the American Chemical Society (2009), 131(16), 5792-5799;Journal of the American Chemical Society (2012), 134(39), 16430-16433",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_dfafc2e233aac2ee,thioglycoside,Dichloromethane;Diethyl ether,3;4,Silver triflate,10,-78.0,30.0,1,1,1,1,4,1,3,31-013-CAS-3050463,31-013-CAS-13488919;31-013-CAS-3050463;31-013-CAS-7026889;31-013-CAS-942112,"Chemistry - A European Journal (2010), 16(28), 8365-8375, S8365/1-S8365/273",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_eaaf892e931cefcc,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-40.0,30.0,1,1,1,1,4,0,4,31-013-CAS-6440966,31-013-CAS-10701943;31-013-CAS-2182975;31-013-CAS-4033104;31-013-CAS-6440966,"Journal of Biological Chemistry (2012), 287(9), 6592-6602",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_03805612f697c032,thioglycoside,Dichloromethane,3,Copper bromide,20,25.0,60.0,1,1,1,1,3,3,0,31-013-CAS-21812642,31-013-CAS-15248480;31-013-CAS-21812642;31-013-CAS-777929,"World Intellectual Property Organization, WO2014027203 A1 2014-02-20;World Intellectual Property Organization, WO2019211595 A1 2019-11-07",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_0901d4a5015cb1b4,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,0.0,30.0,1,1,1,1,3,0,3,31-013-CAS-6494035,31-013-CAS-14570516;31-013-CAS-214326;31-013-CAS-6494035,"Chemistry - An Asian Journal (2013), 8(7), 1536-1550;Japan, JP2014224055 A 2014-12-04;Science China: Chemistry (2010), 53(9), 1963-1969",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_115d4e1eb28db363,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-5.0,30.0,1,1,1,1,3,0,3,31-013-CAS-5259422,31-013-CAS-4863402;31-013-CAS-5259422;31-013-CAS-7574988,"United States, US20040219158 A1 2004-11-04;World Intellectual Property Organization, WO2004058304 A1 2004-07-15;World Intellectual Property Organization, WO2005051920 A2 2005-06-09",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_1f6143afac615f3a,thioglycoside,Dichloromethane,3,Triethylamine,4,25.0,40.0,1,1,1,1,3,3,0,31-013-CAS-303473,31-013-CAS-10411776;31-013-CAS-303473;31-013-CAS-7376345,"European Journal of Organic Chemistry (2011), (3), 497-516, S497/1-S497/137;European Patent Organization, EP1829884 A1 2007-09-05;Journal of the American Chemical Society (2006), 128(33), 10666-10667",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_38276b10dc9efbf0,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,22.0,60.0,1,1,1,1,3,3,0,31-013-CAS-10963089,31-013-CAS-10963089;31-013-CAS-1175625;31-013-CAS-8833991,"Synlett (2015), 26(16), 2267-2271",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_3da77e7323c1400f,thioglycoside,Dichloromethane;Toluene,3;5,Trifluoromethanesulfonic acid,6,0.0,60.0,1,1,1,1,3,2,1,31-013-CAS-10549598,31-013-CAS-10549598;31-013-CAS-12676411;31-614-CAS-38021979,"Organic & Biomolecular Chemistry (2022), 20(42), 8243-8258;World Intellectual Property Organization, WO2010104192 A1 2010-09-16",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_419d2b2ca50a56ae,thioglycoside,Dichloromethane,3,Pyridine,12,25.0,30.0,1,1,1,1,3,1,2,31-013-CAS-1407934,31-013-CAS-1407934;31-614-CAS-39928734;31-614-CAS-39928848,"China, CN117777216 A 2024-03-29;Organic Letters (2013), 15(2), 342-345;World Intellectual Property Organization, WO2024061271 A1 2024-03-28",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_55237ca8c4313fa7,thioglycoside,Dichloromethane,3,Silver triflate,10,25.0,20.0,1,1,1,1,3,2,1,31-013-CAS-379758,31-013-CAS-379758;31-614-CAS-37959617;31-614-CAS-41884456,"Carbohydrate Research (2004), 339(14), 2343-2354;ChemRxiv (2022), 1-29;Nature Chemistry (2023), 15(8), 1108-1117",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_8516719d397e9798,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic anhydride,9,0.0,30.0,1,1,1,1,3,0,3,31-013-CAS-6806986,31-013-CAS-1943497;31-013-CAS-6806986;31-013-CAS-78594,"Organic Letters (2007), 9(22), 4647-4650",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
