Template_ID,Donor_Type,Solvent,Solvent_Component_IDs,Catalyst,Catalyst_Component_IDs,Temp_C,Time_min,has_solvent,has_catalyst,has_temp,has_time,Template_Support_Count,Alpha_Success_Count,Beta_Success_Count,Representative_Reaction_ID,Supporting_Reaction_IDs,Supporting_Sources,Condition_Recipe_Completeness,Unique_Full_Reaction_Count
CT_8e20b95ed3a3ff42,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,10.0,1,1,1,1,1,0,1,31-614-CAS-46131118,31-614-CAS-46131118,"JACS Au (2024), 4(10), 3953-3963",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_933c240802389585,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,0.0,20.0,1,1,1,1,1,1,0,31-010-CAS-667934,31-010-CAS-667934,"Organic & Biomolecular Chemistry (2012), 10(10), 2146-2163",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_94712c0ed54babc2,trichloroacetimidate,Diethyl ether,4,Sodium bicarbonate,8,-20.0,90.0,1,1,1,1,1,1,0,31-010-CAS-8102873,31-010-CAS-8102873,"Carbohydrate Research (2011), 346(15), 2348-2361",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_94c9791ee9a369c9,trichloroacetimidate,Diethyl ether,4,Triethylamine,4,25.0,2160.0,1,1,1,1,1,0,1,31-614-CAS-31540777,31-614-CAS-31540777,"Journal of Organic Chemistry (2021), 86(23), 16901-16915",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_962096e322240706,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-45.0,60.0,1,1,1,1,1,1,0,31-010-CAS-9717301,31-010-CAS-9717301,"Chemistry - A European Journal (2003), 9(1), 140-169",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_983c4b3d432f5a24,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-30.0,0.3,1,1,1,1,1,0,1,31-010-CAS-16011286,31-010-CAS-16011286,"Organic Chemistry Frontiers (2014), 1(4), 405-414",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_9a16ddba1315668e,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-15.0,20.0,1,1,1,1,1,0,1,31-010-CAS-13055419,31-010-CAS-13055419,"Carbohydrate Research (2014), 384, 112-118",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_9bcf3110139f824e,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,0.0,1080.0,1,1,1,1,1,0,1,31-010-CAS-2606532,31-010-CAS-2606532,"Carbohydrate Research (2003), 338(24), 2793-2812",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_9c7b8fd081c17a2c,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,90.0,1,1,1,1,1,1,0,31-010-CAS-17642151,31-010-CAS-17642151,"World Intellectual Property Organization, WO2001085745 A1 2001-11-15",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_9e41f84ab0346b44,trichloroacetimidate,Dichloromethane,3,"(1,1-Dimethylethyl)dimethylsilyl 1,1,1-trifluoromethanesulfonate",32,-25.0,240.0,1,1,1,1,1,1,0,31-010-CAS-11953075,31-010-CAS-11953075,"Chemistry - A European Journal (2003), 9(1), 140-169",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_9eb77da3c521f03d,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,-78.0,180.0,1,1,1,1,1,0,1,31-010-CAS-4044654,31-010-CAS-4044654,"Journal of the American Chemical Society (2009), 131(16), 5792-5799",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_9f62337ba48f8b68,trichloroacetimidate,Diethyl ether;Toluene,4;5,Triethylamine,4,25.0,90.0,1,1,1,1,1,1,0,31-010-CAS-3920193,31-010-CAS-3920193,"World Intellectual Property Organization, WO2001085746 A1 2001-11-15",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a154ce289829f36d,trichloroacetimidate,Diethyl ether,4,Trimethylsilyl triflate,3,25.0,30.0,1,1,1,1,1,0,1,31-010-CAS-17642148,31-010-CAS-17642148,"World Intellectual Property Organization, WO2001085745 A1 2001-11-15",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a19e208d3921b07a,trichloroacetimidate,Diethyl ether,4,Zinc iodide,36,0.0,30.0,1,1,1,1,1,0,1,31-614-CAS-31540785,31-614-CAS-31540785,"Journal of Organic Chemistry (2021), 86(23), 16901-16915",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a1b1785d2ef58946,trichloroacetimidate,Dichloromethane;Diethyl ether,3;4,Boron trifluoride etherate,7,-10.0,15.0,1,1,1,1,1,0,1,31-010-CAS-4766213,31-010-CAS-4766213,"United States, US5874411 A 1999-02-23",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a25741c83f6cd8d0,trichloroacetimidate,Dichloromethane,3,Copper(II) triflate,34,25.0,60.0,1,1,1,1,1,0,1,31-010-CAS-11632053,31-010-CAS-11632053,"Synlett (2008), (13), 1981-1984",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a3608ec308a137a5,trichloroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,40.0,60.0,1,1,1,1,1,0,1,31-010-CAS-9499748,31-010-CAS-9499748,"Carbohydrate Research (2012), 361, 91-99",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a374c45c5c28cf02,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-25.0,90.0,1,1,1,1,1,1,0,31-010-CAS-7945671,31-010-CAS-7945671,"Chemistry - A European Journal (2006), 12(34), 8664-8686",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a380fc1b8a59819c,trichloroacetimidate,Dichloromethane;Methanol,3;7,Triethylamine,4,0.0,720.0,1,1,1,1,1,1,0,31-010-CAS-7038974,31-010-CAS-7038974,"Angewandte Chemie, International Edition (2008), 47(43), 8215-8219",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a55925f0a5152927,trichloroacetimidate,Dichloromethane;Diethyl ether,3;4,Trimethylsilyl triflate,3,0.0,180.0,1,1,1,1,1,0,1,31-010-CAS-1734712,31-010-CAS-1734712,"Carbohydrate Research (2008), 343(4), 607-614",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a8929018174ad600,trichloroacetimidate,Dichloromethane;Diethyl ether,3;4,Trimethylsilyl triflate,3,0.0,20.0,1,1,1,1,1,1,0,31-010-CAS-19010376,31-010-CAS-19010376,"Organic Letters (2018), 20(15), 4526-4530",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a8f8249580c21698,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,0.0,150.0,1,1,1,1,1,0,1,31-010-CAS-11617057,31-010-CAS-11617057,"European Journal of Organic Chemistry (2003), (18), 3569-3586",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a906f167bdd3009f,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,25.0,900.0,1,1,1,1,1,0,1,31-010-CAS-2453120,31-010-CAS-2453120,"Journal of Organic Chemistry (2005), 70(1), 214-226",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_ae92680f42702184,trichloroacetimidate,Dichloromethane;Hexane,3;8,Boron trifluoride etherate,7,-25.0,60.0,1,1,1,1,1,0,1,31-010-CAS-8006751,31-010-CAS-8006751,"Bioorganic & Medicinal Chemistry Letters (2012), 22(4), 1719-1721",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_b4c5b6f6a8faa6c4,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-15.0,10.0,1,1,1,1,1,0,1,31-010-CAS-9775514,31-010-CAS-9775514,"Tetrahedron Letters (2009), 50(26), 3631-3634",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_b502778261630240,trichloroacetimidate,Dichloromethane;Diethyl ether,3;4,Boron trifluoride etherate,7,-20.0,30.0,1,1,1,1,1,0,1,31-010-CAS-9784528,31-010-CAS-9784528,"United States, US5874411 A 1999-02-23",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_b71e20b07ac2378c,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-40.0,120.0,1,1,1,1,1,0,1,31-010-CAS-8555525,31-010-CAS-8555525,"Organic Letters (2003), 5(21), 3775-3778",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_b802380a2480a9a1,trichloroacetimidate,Dichloromethane,3,Nitrosonium tetrafluoroborate,26,-10.0,45.0,1,1,1,1,1,1,0,31-010-CAS-5727917,31-010-CAS-5727917,"Journal of Carbohydrate Chemistry (2015), 34(9), 501-513",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_b88bbb508febd380,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-40.0,15.0,1,1,1,1,1,0,1,31-010-CAS-11159083,31-010-CAS-11159083,"Chemistry Letters (2011), 40(2), 194-195",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_c0ebc65bdbc1cf65,trichloroacetimidate,Dichloromethane;Toluene,3;5,Trimethylsilyl triflate,3,25.0,90.0,1,1,1,1,1,1,0,31-010-CAS-5827902,31-010-CAS-5827902,"World Intellectual Property Organization, WO2004005532 A2 2004-01-15",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_c153fbb82b0f5cbd,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-24.0,60.0,1,1,1,1,1,1,0,31-010-CAS-827960,31-010-CAS-827960,"Chemistry - A European Journal (2005), 11(8), 2493-2504",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_c27b4fdbf0b3290c,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,25.0,960.0,1,1,1,1,1,0,1,31-010-CAS-3244651,31-010-CAS-3244651,"Journal of Organic Chemistry (2012), 77(16), 6760-6772",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_c4423b797cebb173,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,3.0,1440.0,1,1,1,1,1,0,1,31-010-CAS-2073987,31-010-CAS-2073987,"Glycoconjugate Journal (2005), 22(3), 95-108",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_c44d3ddbc6ed9137,trichloroacetimidate,Dichloromethane,3,Boron trifluoride etherate,7,25.0,30.0,1,1,1,1,1,1,0,31-010-CAS-2797002,31-010-CAS-2797002,"Organic & Biomolecular Chemistry (2012), 10(10), 2146-2163",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_c686cf3ebf10a3ea,trichloroacetimidate,Dichloromethane,3,Boron trifluoride etherate,7,0.0,3000.0,1,1,1,1,1,0,1,31-010-CAS-8132868,31-010-CAS-8132868,"Liebigs Annalen (1996), (11), 1773-1784",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_c733776eb12301e6,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,1440.0,1,1,1,1,1,0,1,31-010-CAS-2752672,31-010-CAS-2752672,"Collection of Czechoslovak Chemical Communications (2005), 70(10), 1615-1641",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_c9732b751d974c56,trichloroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,-65.0,60.0,1,1,1,1,1,0,1,31-010-CAS-1862356,31-010-CAS-1862356,"Synlett (2004), (5), 861-865",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_cab00a3938bfe241,trichloroacetimidate,Dichloromethane;Diethyl ether,3;4,Boron trifluoride etherate,7,0.0,900.0,1,1,1,1,1,0,1,31-010-CAS-12408893,31-010-CAS-12408893,"United States, US5874411 A 1999-02-23",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_cb2d8596ddb3d128,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,0.0,360.0,1,1,1,1,1,0,1,31-010-CAS-16614014,31-010-CAS-16614014,"Molecules (2012), 17, 9590-9620",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_cb8f8095332b959b,trichloroacetimidate,Dichloromethane,3,Boron trifluoride etherate,7,40.0,45.0,1,1,1,1,1,0,1,31-010-CAS-820306,31-010-CAS-820306,"European Journal of Organic Chemistry (2011), 2011(34), 6864-6876, S6864/1-S6864/24",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_cd868ee73a58a345,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,450.0,1,1,1,1,1,1,0,31-010-CAS-7110317,31-010-CAS-7110317,"Canadian Journal of Chemistry (2002), 80(8), 917-936",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_d0631860533ded09,trichloroacetimidate,Dichloromethane,3,Boron trifluoride etherate,7,-20.0,60.0,1,1,1,1,1,0,1,31-010-CAS-1790037,31-010-CAS-1790037,"Carbohydrate Research (2004), 339(17), 2769-2788",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_d3198e2887423328,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-75.0,30.0,1,1,1,1,1,1,0,31-010-CAS-12746951,31-010-CAS-12746951,"Organic Letters (2003), 5(26), 4975-4978",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_d493d3680d501b97,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,0.0,15.0,1,1,1,1,1,1,0,31-010-CAS-2212315,31-010-CAS-2212315,"Organic & Biomolecular Chemistry (2003), 1(13), 2253-2266",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_d79e425a4369a2e9,trichloroacetimidate,Dichloromethane;Triethylamine,3;10,Trimethylsilyl triflate,3,-20.0,240.0,1,1,1,1,1,0,1,31-010-CAS-5226356,31-010-CAS-5226356,"Carbohydrate Research (2002), 337(14), 1319-1324",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_d875b5d94be9142b,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-40.0,180.0,1,1,1,1,1,1,0,31-010-CAS-3951292,31-010-CAS-3951292,"Organic & Biomolecular Chemistry (2012), 10(4), 760-772",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_d9a10b0cc44837a3,trichloroacetimidate,Toluene,5,Trimethylsilyl triflate,3,-40.0,120.0,1,1,1,1,1,1,0,31-010-CAS-16587010,31-010-CAS-16587010,"Chemical Science (2013), 4(1), 468-481",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_da22f14d2b6ec5a3,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,40.0,120.0,1,1,1,1,1,0,1,31-010-CAS-20490526,31-010-CAS-20490526,"Carbohydrate Research (2019), 482, 107730",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_da4bce6748ad06b6,trichloroacetimidate,Dichloromethane,3,Pyridine,12,25.0,30.0,1,1,1,1,1,1,0,31-010-CAS-1767038,31-010-CAS-1767038,"Organic Letters (2003), 5(26), 4975-4978",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_da6b6fec11bc63b3,trichloroacetimidate,Diethyl ether,4,Trimethylsilyl triflate,3,25.0,45.0,1,1,1,1,1,1,0,31-010-CAS-17658048,31-010-CAS-17658048,"World Intellectual Property Organization, WO2000039141 A1 2000-07-06",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_db052a0bc715a4f9,trichloroacetimidate,Dichloromethane,3,Trifluoromethanesulfonic acid,6,0.0,30.0,1,1,1,1,1,0,1,31-010-CAS-12729167,31-010-CAS-12729167,"Organic & Biomolecular Chemistry (2014), 12(13), 2087-2098",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_db476a6a8ab8d057,trichloroacetimidate,Diethyl ether,4,Triethylamine,4,25.0,90.0,1,1,1,1,1,1,0,31-010-CAS-20767187,31-010-CAS-20767187,"World Intellectual Property Organization, WO2001085740 A2 2001-11-15",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_dc1b49a4e669800b,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,5.0,30.0,1,1,1,1,1,0,1,31-010-CAS-10298862,31-010-CAS-10298862,"World Intellectual Property Organization, WO2011014793 A2 2011-02-03",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_dfeeb86ac85049a0,trichloroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,-40.0,60.0,1,1,1,1,1,0,1,31-010-CAS-14600737,31-010-CAS-14600737,"Synlett (2004), (5), 861-865",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_e1548eaaa109c681,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,25.0,45.0,1,1,1,1,1,0,1,31-010-CAS-7801504,31-010-CAS-7801504,"Chemistry - A European Journal (2015), 21(32), 11408-11416",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_e39615f483dcf125,trichloroacetimidate,Dichloromethane,3,Boron trifluoride etherate,7,0.0,30.0,1,1,1,1,1,1,0,31-010-CAS-8871710,31-010-CAS-8871710,"China, CN102898487 A 2013-01-30",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_e3ab849fe10cb16e,trichloroacetimidate,Dichloromethane,3,Boron trifluoride etherate,7,40.0,180.0,1,1,1,1,1,0,1,31-010-CAS-7819517,31-010-CAS-7819517,"Journal of Organic Chemistry (2009), 74(21), 8321-8331",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_e602170b7c58f02f,trichloroacetimidate,Dichloromethane;Heptane,3;15,Trimethylsilyl triflate,3,25.0,15.0,1,1,1,1,1,1,0,31-010-CAS-16952812,31-010-CAS-16952812,"Biochemistry (1998), 37(38), 13421-13436",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_e93f0af3649ea67b,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,270.0,1,1,1,1,1,1,0,31-010-CAS-2634829,31-010-CAS-2634829,"Canadian Journal of Chemistry (2002), 80(8), 917-936",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_ed546f979d281e1e,trichloroacetimidate,Dichloromethane;Toluene,3;5,Silver triflate,10,25.0,30.0,1,1,1,1,1,0,1,31-010-CAS-14298813,31-010-CAS-14298813,"Zhejiang Daxue Xuebao, Gongxueban (2005), 39(2), 311-316",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_eea044ebbb9f1164,trichloroacetimidate,Dichloromethane;Diethyl ether,3;4,Boron trifluoride etherate,7,-5.0,15.0,1,1,1,1,1,0,1,31-010-CAS-2584175,31-010-CAS-2584175,"United States, US5874411 A 1999-02-23",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_eec0d227064c97a3,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-45.0,210.0,1,1,1,1,1,1,0,31-010-CAS-15533193,31-010-CAS-15533193,"Tetrahedron Letters (2003), 44(1), 89-91",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f05cfc1f431dd73c,trichloroacetimidate,Dichloromethane;Toluene,3;5,Boron trifluoride etherate,7,0.0,180.0,1,1,1,1,1,1,0,31-010-CAS-23017165,31-010-CAS-23017165,"World Intellectual Property Organization, WO2013115817 A1 2013-08-08",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f30eb9a8e4e755b6,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-10.0,60.0,1,1,1,1,1,0,1,31-010-CAS-9786456,31-010-CAS-9786456,"United States, US5874411 A 1999-02-23",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f420caecbefdc422,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,0.0,840.0,1,1,1,1,1,0,1,31-010-CAS-5571602,31-010-CAS-5571602,"Chemistry - A European Journal (2015), 21(20), 7511-7519",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f51ab753b3fa4b33,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,0.0,30.0,1,1,1,1,1,0,1,31-010-CAS-8693853,31-010-CAS-8693853,"World Intellectual Property Organization, WO2011137181 A1 2011-11-03",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f6dc2097e628d56f,trichloroacetimidate,Dichloromethane,3,"Triethylsilyl 1,1,1-trifluoromethanesulfonate",23,-25.0,180.0,1,1,1,1,1,1,0,31-010-CAS-11955200,31-010-CAS-11955200,"Tetrahedron Letters (2003), 44(42), 7767-7770",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f8795fcd079d358d,trichloroacetimidate,Dichloromethane,3,Boron trifluoride etherate,7,40.0,150.0,1,1,1,1,1,0,1,31-010-CAS-23202499,31-010-CAS-23202499,"European Journal of Organic Chemistry (2019), 2019(39), 6631-6645",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f8e1d6e9648ac9e0,trichloroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,0.2,1,1,1,1,1,0,1,31-010-CAS-13363320,31-010-CAS-13363320,"European Journal of Organic Chemistry (2003), (18), 3569-3586",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f9630e2401358f99,trichloroacetimidate,Dichloromethane;Diethyl ether,3;4,Nitrosonium tetrafluoroborate,26,-10.0,60.0,1,1,1,1,1,1,0,31-010-CAS-16631938,31-010-CAS-16631938,"RSC Advances (2014), 4(1), 54-60",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_fb247e6224e9f72b,trichloroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,-30.0,60.0,1,1,1,1,1,0,1,31-010-CAS-3933972,31-010-CAS-3933972,"Synlett (2004), (5), 861-865",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_fb7e633c091af2ee,trichloroacetimidate,Dichloromethane;Toluene,3;5,Boron trifluoride etherate,7,25.0,390.0,1,1,1,1,1,0,1,31-010-CAS-16546346,31-010-CAS-16546346,"Chemical Science (2011), 2(10), 1952-1959",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_fdf8b7f268200b29,trichloroacetimidate,Dichloromethane;Toluene,3;5,Trimethylsilyl triflate,3,0.0,180.0,1,1,1,1,1,0,1,31-614-CAS-42085603,31-614-CAS-42085603,"Journal of Organic Chemistry (2023), 88(17), 12531-12541",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_fe270c98da3060f2,trichloroacetimidate,Diethyl ether;Tetrahydrofuran,4;12,Tetrabutylammonium fluoride,39,-20.0,90.0,1,1,1,1,1,1,0,31-010-CAS-6246955,31-010-CAS-6246955,"Carbohydrate Research (2011), 346(15), 2348-2361",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_fe4ce838ea50bc8c,trichloroacetimidate,Acetonitrile;Dichloromethane,3;6,Triethylamine,4,-20.0,10.0,1,1,1,1,1,1,0,31-010-CAS-6859118,31-010-CAS-6859118,"Carbohydrate Research (2008), 343(10-11), 1718-1729",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_ff5cac6aaa3170ee,trichloroacetimidate,Dichloromethane,3,Triethylamine,4,25.0,15.0,1,1,1,1,1,1,0,31-010-CAS-14562744,31-010-CAS-14562744,"Tetrahedron: Asymmetry (2005), 16(1), 187-197",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_ca5ac920e81664ad,trifluoroacetimidate,Dichloromethane;Toluene,3;5,Pyridine,12,25.0,60.0,1,1,1,1,6,6,0,31-010-CAS-2969316,31-010-CAS-2969316;31-010-CAS-5089795;31-010-CAS-7224533;31-010-CAS-7560425;31-010-CAS-9357436;31-010-CAS-9358549,"Journal of Organic Chemistry (2008), 73(21), 8411-8421;Tetrahedron Letters (2006), 47(21), 3583-3587",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,6
CT_1d0e8bb249480538,trifluoroacetimidate,Dichloromethane,3,Pyridine,12,0.0,60.0,1,1,1,1,4,4,0,31-010-CAS-539862,31-010-CAS-12535844;31-010-CAS-13960199;31-010-CAS-2693928;31-010-CAS-539862,"Journal of the American Chemical Society (2011), 133(1), 102-107;Organic Letters (2010), 12(7), 1624-1627",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_29aa4871ce228895,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,30.0,1,1,1,1,4,0,4,31-614-CAS-38242450,31-013-CAS-18528259;31-614-CAS-24250566;31-614-CAS-38242450;31-614-CAS-42575643,"Chemistry - A European Journal (2020), 26(67), 15605-15612;Journal of the American Chemical Society (2018), 140(8), 3120-3127;Journal of the American Chemical Society (2022), 144(46), 21068-21079;World Intellectual Property Organization, WO2024168123 A1 2024-08-15",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_92ee5085734c4595,trifluoroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,22.0,60.0,1,1,1,1,4,4,0,31-010-CAS-19353800,31-010-CAS-19353800;31-010-CAS-19353803;31-010-CAS-19353817;31-010-CAS-22654654,"Carbohydrate Research (2018), 464, 28-43;European Journal of Organic Chemistry (2020), 2020(27), 4146-4160",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,4
CT_9781c4ea4668c686,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,25.0,20.0,1,1,1,1,3,0,3,31-010-CAS-20875067,31-010-CAS-20875061;31-010-CAS-20875067;31-010-CAS-20875071,"World Intellectual Property Organization, WO2019012476 A1 2019-01-17",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_3f4dc52ba780e389,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,25.0,60.0,1,1,1,1,2,0,2,31-010-CAS-16962395,31-010-CAS-16962395;31-013-CAS-14305684,"Chemistry - A European Journal (2016), 22(52), 18742-18746;World Intellectual Property Organization, WO2014161960 A1 2014-10-09",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_79d97c0c3b0b62b0,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,20.0,1,1,1,1,2,0,2,31-010-CAS-18600277,31-010-CAS-18600274;31-010-CAS-18600277,"World Intellectual Property Organization, WO2017175082 A1 2017-10-12",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_989ff64dcfdf18c3,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,60.0,1,1,1,1,2,0,2,31-614-CAS-42575636,31-614-CAS-42575632;31-614-CAS-42575636,"World Intellectual Property Organization, WO2024168123 A1 2024-08-15",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_b8e2426d4c63a15b,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,25.0,30.0,1,1,1,1,2,0,2,31-010-CAS-19655310,31-010-CAS-19655310;31-614-CAS-24250583,"ACS Chemical Biology (2018), 13(9), 2719-2727;Chemistry - A European Journal (2020), 26(67), 15605-15612",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_025a78f65c6336e5,trifluoroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,-15.0,20.0,1,1,1,1,1,0,1,31-010-CAS-16634873,31-010-CAS-16634873,"ChemBioChem (2013), 14(4), 482-488",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
