Sample_ID,Pair_ID,Structural_Group_ID,Structural_Group_SHA256,Input_Structure_SHA256,Representative_Parent_ID,Representative_Reaction_ID,All_Parent_IDs,All_Parent_Reaction_IDs,Duplicate_Count,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Target_C4_Index,Target_O4_Index
POS-4e88325a6302b397,PAIR-4e88325a6302b397,SG-4e88325a6302b397,4e88325a6302b397070532fa78da42e016a6aea2623fc34adc4e2d349a686844,4e88325a6302b397070532fa78da42e016a6aea2623fc34adc4e2d349a686844,384,31-010-CAS-5898048,384,31-010-CAS-5898048,1,original,1,CC(=O)OC[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OCc2ccc3ccccc3c2)[C@H](OCc2ccc(Br)cc2)[C@H]1N=[N+]=[N-],CC(C)(C)[Si](OC[C@H]1O[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]3OC[C@@H]2O3)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OC[C@H]1O[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]3OC[C@@H]2O3)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,trichloroacetimidate,50,51
NEG-4e88325a6302b397,PAIR-4e88325a6302b397,SG-4e88325a6302b397,4e88325a6302b397070532fa78da42e016a6aea2623fc34adc4e2d349a686844,155eb4bc57b66da0dc9a42944f169d582471fe5fc4a2483e81014c25b5754702,384,31-010-CAS-5898048,384,31-010-CAS-5898048,1,o4_acetylated,0,CC(=O)OC[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OCc2ccc3ccccc3c2)[C@H](OCc2ccc(Br)cc2)[C@H]1N=[N+]=[N-],CC(=O)O[C@H]1[C@H](OC(=O)c2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]3OC[C@@H]2O3)O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(C)(C)[Si](OC[C@H]1O[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]3OC[C@@H]2O3)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,trichloroacetimidate,4,3
POS-4e8d7a9eb853d1d4,PAIR-4e8d7a9eb853d1d4,SG-4e8d7a9eb853d1d4,4e8d7a9eb853d1d41bda504a3c9c838e2cc8e171ab27c7b3f0c07af13e20c577,4e8d7a9eb853d1d41bda504a3c9c838e2cc8e171ab27c7b3f0c07af13e20c577,468,31-010-CAS-20773553,468,31-010-CAS-20773553,1,original,1,C[C@@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O[C@@H]1OC[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CC(C)[Si](O[C@@H]1O[C@H](COCc2ccccc2)[C@H](N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1O)(C(C)C)C(C)C,CC(C)[Si](O[C@@H]1O[C@H](COCc2ccccc2)[C@H](N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1O)(C(C)C)C(C)C,trichloroacetimidate,30,31
NEG-4e8d7a9eb853d1d4,PAIR-4e8d7a9eb853d1d4,SG-4e8d7a9eb853d1d4,4e8d7a9eb853d1d41bda504a3c9c838e2cc8e171ab27c7b3f0c07af13e20c577,3c7c27909fc0c5477c649f12696e2a694359454a5a359269adf39c0ebe02908f,468,31-010-CAS-20773553,468,31-010-CAS-20773553,1,o4_acetylated,0,C[C@@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O[C@@H]1OC[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](O[Si](C(C)C)(C(C)C)C(C)C)O[C@H](COCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H]1OCc1ccccc1,CC(C)[Si](O[C@@H]1O[C@H](COCc2ccccc2)[C@H](N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1O)(C(C)C)C(C)C,trichloroacetimidate,4,3
POS-4ebbdc90bf7fc133,PAIR-4ebbdc90bf7fc133,SG-4ebbdc90bf7fc133,4ebbdc90bf7fc1337a766207a8b63b6ca0f182ff7cba84bcfac07702e02dc7ba,4ebbdc90bf7fc1337a766207a8b63b6ca0f182ff7cba84bcfac07702e02dc7ba,1278,31-013-CAS-16173156,1278,31-013-CAS-16173156,1,original,1,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)C[C@@H]1OCc1ccccc1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COCc3ccccc3)O[C@@H](O[C@@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@@H](O[C@@H]4[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](OCCOCCOCCN=[N+]=[N-])O[C@H](CBr)[C@H]4OCc4ccccc4)O[C@@H]3C(=O)OCc3ccccc3)[C@@H]2NC(=O)C(Cl)(Cl)Cl)[C@H](O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COCc3ccccc3)O[C@@H](O[C@@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@@H](O[C@@H]4[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](OCCOCCOCCN=[N+]=[N-])O[C@H](CBr)[C@H]4OCc4ccccc4)O[C@@H]3C(=O)OCc3ccccc3)[C@@H]2NC(=O)C(Cl)(Cl)Cl)[C@H](O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,thioglycoside,10,11
NEG-4ebbdc90bf7fc133,PAIR-4ebbdc90bf7fc133,SG-4ebbdc90bf7fc133,4ebbdc90bf7fc1337a766207a8b63b6ca0f182ff7cba84bcfac07702e02dc7ba,bce28906cfbd15d8f55c27b9616d2520662b58906cf2b7aefb94fe9ebd96f58f,1278,31-013-CAS-16173156,1278,31-013-CAS-16173156,1,o4_acetylated,0,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)C[C@@H]1OCc1ccccc1,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](O[C@@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@@H](O[C@@H]4[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](OCCOCCOCCN=[N+]=[N-])O[C@H](CBr)[C@H]4OCc4ccccc4)O[C@@H]3C(=O)OCc3ccccc3)O[C@H](COCc3ccccc3)[C@H]2OC(C)=O)[C@H](O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COCc3ccccc3)O[C@@H](O[C@@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@@H](O[C@@H]4[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](OCCOCCOCCN=[N+]=[N-])O[C@H](CBr)[C@H]4OCc4ccccc4)O[C@@H]3C(=O)OCc3ccccc3)[C@@H]2NC(=O)C(Cl)(Cl)Cl)[C@H](O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,thioglycoside,99,100
POS-4f2a837ada8f6970,PAIR-4f2a837ada8f6970,SG-4f2a837ada8f6970,4f2a837ada8f697010088a555ab8969bf802b96b2ca5f3c31d44b96fd023ef07,4f2a837ada8f697010088a555ab8969bf802b96b2ca5f3c31d44b96fd023ef07,198,31-010-CAS-9389868,198,31-010-CAS-9389868,1,original,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1NC(C)=O,C=CCO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1NC(C)=O,trichloroacetimidate,17,18
NEG-4f2a837ada8f6970,PAIR-4f2a837ada8f6970,SG-4f2a837ada8f6970,4f2a837ada8f697010088a555ab8969bf802b96b2ca5f3c31d44b96fd023ef07,d0419cc44e8703686809e1775b90b3c62dee27bb2b59604d526d0e5bd2122d90,198,31-010-CAS-9389868,198,31-010-CAS-9389868,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(C)=O,C=CCO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1NC(C)=O,trichloroacetimidate,17,18
POS-4f7229d352073bd0,PAIR-4f7229d352073bd0,SG-4f7229d352073bd0,4f7229d352073bd039fafe8dfa0001808de2466cec57531dd6e164b6f959267a,4f7229d352073bd039fafe8dfa0001808de2466cec57531dd6e164b6f959267a,1341,31-013-CAS-23435466,1341,31-013-CAS-23435466,1,original,1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,O=C1c2ccccc2C(=O)N1[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,O=C1c2ccccc2C(=O)N1[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,32,33
NEG-4f7229d352073bd0,PAIR-4f7229d352073bd0,SG-4f7229d352073bd0,4f7229d352073bd039fafe8dfa0001808de2466cec57531dd6e164b6f959267a,fad172bf00cb8c775d8f3f3e35b28dcc5e3b9806b4d50eab8e1d0a26331e86ed,1341,31-013-CAS-23435466,1341,31-013-CAS-23435466,1,o4_acetylated,0,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1,O=C1c2ccccc2C(=O)N1[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,4,3
POS-4f799ee75ee0584a,PAIR-4f799ee75ee0584a,SG-4f799ee75ee0584a,4f799ee75ee0584a49ae79bbfdef7f6217fab61c31ce0413357755d2317bb0b4,4f799ee75ee0584a49ae79bbfdef7f6217fab61c31ce0413357755d2317bb0b4,821,31-013-CAS-4770924,821,31-013-CAS-4770924,1,original,1,COC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(=O)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O[C@@H]4O[C@@H](C(=O)OC)[C@@H](O[C@H]5O[C@H](COCc6ccccc6)[C@@H](O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O[C@@H]4O[C@@H](C(=O)OC)[C@@H](O[C@H]5O[C@H](COCc6ccccc6)[C@@H](O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,88,89
NEG-4f799ee75ee0584a,PAIR-4f799ee75ee0584a,SG-4f799ee75ee0584a,4f799ee75ee0584a49ae79bbfdef7f6217fab61c31ce0413357755d2317bb0b4,cb76dff64badf8f38ad93a285c050fc6c698a7536078b99e9d18036bef9e62e6,821,31-013-CAS-4770924,821,31-013-CAS-4770924,1,o4_acetylated,0,COC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(=O)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O[C@@H]4O[C@@H](C(=O)OC)[C@@H](O[C@H]5O[C@H](COCc6ccccc6)[C@@H](OC(C)=O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O[C@@H]4O[C@@H](C(=O)OC)[C@@H](O[C@H]5O[C@H](COCc6ccccc6)[C@@H](O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,88,89
POS-4fd6753bc4814d71,PAIR-4fd6753bc4814d71,SG-4fd6753bc4814d71,4fd6753bc4814d7184717f2ec865432f841cffc8da27f4a3bcb5eca445a73a26,4fd6753bc4814d7184717f2ec865432f841cffc8da27f4a3bcb5eca445a73a26,1493,31-614-CAS-36830119,1493,31-614-CAS-36830119,1,original,1,O=C(CCl)O[C@@H]1[C@@H](OC(=O)c2ccccc2)[C@@H]2O[C@H](c3ccccc3)OC[C@H]2O[C@H]1Sc1ccccc1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)c3ccccc3)O[C@H](OCCNC(=O)OCc3ccccc3)[C@@H]2N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)c3ccccc3)O[C@H](OCCNC(=O)OCc3ccccc3)[C@@H]2N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,thioglycoside,10,11
NEG-4fd6753bc4814d71,PAIR-4fd6753bc4814d71,SG-4fd6753bc4814d71,4fd6753bc4814d7184717f2ec865432f841cffc8da27f4a3bcb5eca445a73a26,192a5dd6165b81a513c3cd6e54b896f924e69d36dc8fbebca8d9ada27a758dd9,1493,31-614-CAS-36830119,1493,31-614-CAS-36830119,1,o4_acetylated,0,O=C(CCl)O[C@@H]1[C@@H](OC(=O)c2ccccc2)[C@@H]2O[C@H](c3ccccc3)OC[C@H]2O[C@H]1Sc1ccccc1,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](N=[N+]=[N-])[C@@H](OCCNC(=O)OCc3ccccc3)O[C@H](COC(=O)c3ccccc3)[C@H]2OC(C)=O)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)c3ccccc3)O[C@H](OCCNC(=O)OCc3ccccc3)[C@@H]2N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,thioglycoside,41,42
POS-50048e1b617f6aa5,PAIR-50048e1b617f6aa5,SG-50048e1b617f6aa5,50048e1b617f6aa5441201237d59a6147b8f3733f1f7c53d90c6208749dc0190,50048e1b617f6aa5441201237d59a6147b8f3733f1f7c53d90c6208749dc0190,687,31-013-CAS-16760997,687,31-013-CAS-16760997,1,original,1,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,14,15
NEG-50048e1b617f6aa5,PAIR-50048e1b617f6aa5,SG-50048e1b617f6aa5,50048e1b617f6aa5441201237d59a6147b8f3733f1f7c53d90c6208749dc0190,52ade265182972358050ac1298290d55a9665fff3d1f8ec7a4d5583de9073193,687,31-013-CAS-16760997,687,31-013-CAS-16760997,1,o4_acetylated,0,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,14,15
POS-5036f3c0af07e74f,PAIR-5036f3c0af07e74f,SG-5036f3c0af07e74f,5036f3c0af07e74f64d1ca04b5c75389ea1cc054d454f2381f8fc0791a70b15d,5036f3c0af07e74f64d1ca04b5c75389ea1cc054d454f2381f8fc0791a70b15d,1471,31-013-CAS-1922953,1471,31-013-CAS-1922953,1,original,1,COc1ccc(CO[C@@H]2[C@@H](OC(=O)CCC(C)=O)[C@H](Sc3ccc(C)cc3)O[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]23)cc1,[N-]=[N+]=NCCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,[N-]=[N+]=NCCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,35,36
NEG-5036f3c0af07e74f,PAIR-5036f3c0af07e74f,SG-5036f3c0af07e74f,5036f3c0af07e74f64d1ca04b5c75389ea1cc054d454f2381f8fc0791a70b15d,b363821ec72d8ba463e1e468553c317f7edcc472a803ac40aab24d294b8c6832,1471,31-013-CAS-1922953,1471,31-013-CAS-1922953,1,o4_acetylated,0,COc1ccc(CO[C@@H]2[C@@H](OC(=O)CCC(C)=O)[C@H](Sc3ccc(C)cc3)O[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]23)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OCCCCCN=[N+]=[N-])O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=NCCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,4,3
POS-5037311e61919dc5,PAIR-5037311e61919dc5,SG-5037311e61919dc5,5037311e61919dc52682f909b9c64418206e1d0774461c3e59b555f67898c0e9,5037311e61919dc52682f909b9c64418206e1d0774461c3e59b555f67898c0e9,487,31-010-CAS-16634881,487,31-010-CAS-16634881,1,original,1,CCOC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)C(OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COCc2ccccc2)O[C@@H]2CO[C@@H](c3ccccc3)O[C@@H]12,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](O[C@H](C)C(=O)OCC)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](O[C@H](C)C(=O)OCC)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,30,31
NEG-5037311e61919dc5,PAIR-5037311e61919dc5,SG-5037311e61919dc5,5037311e61919dc52682f909b9c64418206e1d0774461c3e59b555f67898c0e9,c23977d8c277718cc373008e1512bb25495bdde15343f98621e100d4d98b5891,487,31-010-CAS-16634881,487,31-010-CAS-16634881,1,o4_acetylated,0,CCOC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)C(OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COCc2ccccc2)O[C@@H]2CO[C@@H](c3ccccc3)O[C@@H]12,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](O[C@H](C)C(=O)OCC)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](O[C@H](C)C(=O)OCC)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,30,31
POS-50bdba7d78c42d8e,PAIR-50bdba7d78c42d8e,SG-50bdba7d78c42d8e,50bdba7d78c42d8e67639fb9e766473b95c7eed7396b2f1efa35430d5c7053b5,50bdba7d78c42d8e67639fb9e766473b95c7eed7396b2f1efa35430d5c7053b5,1322,31-013-CAS-2927631,1322,31-013-CAS-2927631,1,original,1,CCS[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@H](O[Si](C)(C)C(C)(C)C)[C@H]1N1C(=O)c2ccccc2C1=O,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@H](O)[C@H](OC(C)=O)[C@H]1N=[N+]=[N-],CCS[C@@H]1O[C@H](COCc2ccccc2)[C@H](O)[C@H](OC(C)=O)[C@H]1N=[N+]=[N-],thioglycoside,15,16
NEG-50bdba7d78c42d8e,PAIR-50bdba7d78c42d8e,SG-50bdba7d78c42d8e,50bdba7d78c42d8e67639fb9e766473b95c7eed7396b2f1efa35430d5c7053b5,d03eb9662367c6b965c86274004a15e5fc98c88219a70d2fd40f678fae2d3dd3,1322,31-013-CAS-2927631,1322,31-013-CAS-2927631,1,o4_acetylated,0,CCS[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@H](O[Si](C)(C)C(C)(C)C)[C@H]1N1C(=O)c2ccccc2C1=O,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N=[N+]=[N-],CCS[C@@H]1O[C@H](COCc2ccccc2)[C@H](O)[C@H](OC(C)=O)[C@H]1N=[N+]=[N-],thioglycoside,15,16
POS-51f0ffc860c78f8c,PAIR-51f0ffc860c78f8c,SG-51f0ffc860c78f8c,51f0ffc860c78f8cb647be27f5480c4271c46e812908408432b8c06dc2de2212,51f0ffc860c78f8cb647be27f5480c4271c46e812908408432b8c06dc2de2212,622,31-614-CAS-24250566,622,31-614-CAS-24250566,1,original,1,CC(=O)OC[C@H]1OC(OC(=Nc2ccccc2)C(F)(F)F)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccc3ccccc3c2)[C@H]1N1C(=O)c2ccccc2C1=O,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccc3ccccc3c2)[C@H]1N1C(=O)c2ccccc2C1=O,trifluoroacetimidate,22,23
