Sample_ID,Pair_ID,Structural_Group_ID,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Donor_Type,Donor_RFU_Atom_Indices,Donor_RFU_Role_Indices,Donor_C1_Index,Donor_O5_Index,Donor_C2_Index,Donor_LG_Entry_Index,Donor_LG_Core_Indices,Donor_Ring_Context_Indices,Donor_C2_Sub_Entry_Index,Donor_C2_Sub_Entry_Status,Acceptor_Target_Core_Atom_Indices,Acceptor_Target_Core_Num_Atoms,Acceptor_Target_Core_Role_Indices,Acceptor_Target_Local_Atom_Indices,Acceptor_Target_Local_Num_Atoms,Acceptor_Target_Role_Indices,Acceptor_C1_Index,Acceptor_O5_Index,Acceptor_C2_Index,Acceptor_C3_Index,Acceptor_C4_Index,Acceptor_C5_Index,Acceptor_O4_Index,Acceptor_O4_External_Atom_Index
POS-f6a664c1d4457b9e,PAIR-f6a664c1d4457b9e,SG-f6a664c1d4457b9e,1,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](OC(C)=O)[C@@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,6;7;8;9;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9,6;15,16,found,5;14;4;27;25;15;26,7,"{""C1"":[5],""O5"":[14],""C2"":[4],""C3"":[27],""C4"":[25],""C5"":[15],""O4"":[26],""O4_EXTERNAL"":[]}",0;1;2;3;4;5;6;7;14;15;16;17;25;26;27;28;29,17,"{""O4"":[26],""C4"":[25],""C3"":[27],""C5"":[15],""C2"":[4],""O5"":[14],""C1"":[5],""N2_SUB_ENTRY"":[3],""N2_SUBGRAPH"":[0,1,2,3],""PG_ENTRY"":[6,16,28],""O4_EXTERNAL"":[]}",5,14,4,27,25,15,26,-1
NEG-f6a664c1d4457b9e,PAIR-f6a664c1d4457b9e,SG-f6a664c1d4457b9e,0,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](OC(C)=O)[C@@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,thioglycoside,6;7;8;9;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9,6;15,16,found,5;14;4;30;25;15;26;27,8,"{""C1"":[5],""O5"":[14],""C2"":[4],""C3"":[30],""C4"":[25],""C5"":[15],""O4"":[26],""O4_EXTERNAL"":[27]}",0;1;2;3;4;5;6;7;14;15;16;17;25;26;30;31;32;27,18,"{""O4"":[26],""C4"":[25],""C3"":[30],""C5"":[15],""C2"":[4],""O5"":[14],""C1"":[5],""N2_SUB_ENTRY"":[3],""N2_SUBGRAPH"":[0,1,2,3],""PG_ENTRY"":[6,16,31],""O4_EXTERNAL"":[27]}",5,14,4,30,25,15,26,27
POS-f706d12e38beda64,PAIR-f706d12e38beda64,SG-f706d12e38beda64,1,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](OCCCCCCCl)O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OC(C)=O)[C@H]3NC(=O)C(Cl)(Cl)Cl)[C@H]2OC(C)=O)[C@@H]1OC(=O)CCl,thioglycoside,1;2;3;4;25;26,"{""C1"":[3],""O5"":[4],""C2"":[25],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,25],""C2_SUB_ENTRY"":[26]}",3,4,25,2,1,4;25,26,found,56;57;75;70;68;58;69,7,"{""C1"":[56],""O5"":[57],""C2"":[75],""C3"":[70],""C4"":[68],""C5"":[58],""O4"":[69],""O4_EXTERNAL"":[]}",54;55;56;57;58;59;60;68;69;70;71;72;75;76;77;78;79,17,"{""O4"":[69],""C4"":[68],""C3"":[70],""C5"":[58],""C2"":[75],""O5"":[57],""C1"":[56],""N2_SUB_ENTRY"":[76],""N2_SUBGRAPH"":[76,77,78,79],""PG_ENTRY"":[55,59,71],""O4_EXTERNAL"":[]}",56,57,75,70,68,58,69,-1
NEG-f706d12e38beda64,PAIR-f706d12e38beda64,SG-f706d12e38beda64,0,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](OCCCCCCCl)O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3NC(=O)C(Cl)(Cl)Cl)[C@H]2OC(C)=O)[C@@H]1OC(=O)CCl,thioglycoside,1;2;3;4;25;26,"{""C1"":[3],""O5"":[4],""C2"":[25],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,25],""C2_SUB_ENTRY"":[26]}",3,4,25,2,1,4;25,26,found,56;57;78;73;68;58;69;70,8,"{""C1"":[56],""O5"":[57],""C2"":[78],""C3"":[73],""C4"":[68],""C5"":[58],""O4"":[69],""O4_EXTERNAL"":[70]}",54;55;56;57;58;59;60;68;69;73;74;75;78;79;80;81;82;70,18,"{""O4"":[69],""C4"":[68],""C3"":[73],""C5"":[58],""C2"":[78],""O5"":[57],""C1"":[56],""N2_SUB_ENTRY"":[79],""N2_SUBGRAPH"":[79,80,81,82],""PG_ENTRY"":[55,59,74],""O4_EXTERNAL"":[70]}",56,57,78,73,68,58,69,70
POS-f7291382d13b438e,PAIR-f7291382d13b438e,SG-f7291382d13b438e,1,CCS[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@H](OC(C)=O)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CC(=O)N[C@H]1[C@H](OCCCNC(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,1;2;3;4;62;63,"{""C1"":[3],""O5"":[4],""C2"":[62],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,62],""C2_SUB_ENTRY"":[63]}",3,4,62,2,1,4;62,63,found,5;21;4;34;32;22;33,7,"{""C1"":[5],""O5"":[21],""C2"":[4],""C3"":[34],""C4"":[32],""C5"":[22],""O4"":[33],""O4_EXTERNAL"":[]}",0;1;2;3;4;5;6;7;21;22;23;24;32;33;34;35;36,17,"{""O4"":[33],""C4"":[32],""C3"":[34],""C5"":[22],""C2"":[4],""O5"":[21],""C1"":[5],""N2_SUB_ENTRY"":[3],""N2_SUBGRAPH"":[0,1,2,3],""PG_ENTRY"":[6,23,35],""O4_EXTERNAL"":[]}",5,21,4,34,32,22,33,-1
NEG-f7291382d13b438e,PAIR-f7291382d13b438e,SG-f7291382d13b438e,0,CCS[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@H](OC(C)=O)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CC(=O)N[C@H]1[C@H](OCCCNC(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,thioglycoside,1;2;3;4;62;63,"{""C1"":[3],""O5"":[4],""C2"":[62],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,62],""C2_SUB_ENTRY"":[63]}",3,4,62,2,1,4;62,63,found,5;21;4;37;32;22;33;34,8,"{""C1"":[5],""O5"":[21],""C2"":[4],""C3"":[37],""C4"":[32],""C5"":[22],""O4"":[33],""O4_EXTERNAL"":[34]}",0;1;2;3;4;5;6;7;21;22;23;24;32;33;37;38;39;34,18,"{""O4"":[33],""C4"":[32],""C3"":[37],""C5"":[22],""C2"":[4],""O5"":[21],""C1"":[5],""N2_SUB_ENTRY"":[3],""N2_SUBGRAPH"":[0,1,2,3],""PG_ENTRY"":[6,23,38],""O4_EXTERNAL"":[34]}",5,21,4,37,32,22,33,34
POS-f73d6b762b8456b2,PAIR-f73d6b762b8456b2,SG-f73d6b762b8456b2,1,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,6;7;8;9;16;17,"{""C1"":[7],""O5"":[6],""C2"":[16],""LG_ENTRY"":[8],""LG_CORE"":[9],""RING_CONTEXT"":[6,16],""C2_SUB_ENTRY"":[17]}",7,6,16,8,9,6;16,17,found,31;32;50;45;43;33;44,7,"{""C1"":[31],""O5"":[32],""C2"":[50],""C3"":[45],""C4"":[43],""C5"":[33],""O4"":[44],""O4_EXTERNAL"":[]}",29;30;31;32;33;34;35;43;44;45;46;47;50;51;52;60,16,"{""O4"":[44],""C4"":[43],""C3"":[45],""C5"":[33],""C2"":[50],""O5"":[32],""C1"":[31],""N2_SUB_ENTRY"":[51],""N2_SUBGRAPH"":[51,52,60],""PG_ENTRY"":[30,34,46],""O4_EXTERNAL"":[]}",31,32,50,45,43,33,44,-1
NEG-f73d6b762b8456b2,PAIR-f73d6b762b8456b2,SG-f73d6b762b8456b2,0,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,6;7;8;9;16;17,"{""C1"":[7],""O5"":[6],""C2"":[16],""LG_ENTRY"":[8],""LG_CORE"":[9],""RING_CONTEXT"":[6,16],""C2_SUB_ENTRY"":[17]}",7,6,16,8,9,6;16,17,found,31;32;53;48;43;33;44;45,8,"{""C1"":[31],""O5"":[32],""C2"":[53],""C3"":[48],""C4"":[43],""C5"":[33],""O4"":[44],""O4_EXTERNAL"":[45]}",29;30;31;32;33;34;35;43;44;48;49;50;53;54;55;63;45,17,"{""O4"":[44],""C4"":[43],""C3"":[48],""C5"":[33],""C2"":[53],""O5"":[32],""C1"":[31],""N2_SUB_ENTRY"":[54],""N2_SUBGRAPH"":[54,55,63],""PG_ENTRY"":[30,34,49],""O4_EXTERNAL"":[45]}",31,32,53,48,43,33,44,45
POS-f748fab087d858c6,PAIR-f748fab087d858c6,SG-f748fab087d858c6,1,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,6;7;8;9;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9,6;15,16,found,18;17;26;4;5;7;6,7,"{""C1"":[18],""O5"":[17],""C2"":[26],""C3"":[4],""C4"":[5],""C5"":[7],""O4"":[6],""O4_EXTERNAL"":[]}",1;3;4;5;6;7;8;9;17;18;19;20;26;27;28;36,16,"{""O4"":[6],""C4"":[5],""C3"":[4],""C5"":[7],""C2"":[26],""O5"":[17],""C1"":[18],""N2_SUB_ENTRY"":[27],""N2_SUBGRAPH"":[27,28,36],""PG_ENTRY"":[3,8,19],""O4_EXTERNAL"":[]}",18,17,26,4,5,7,6,-1
NEG-f748fab087d858c6,PAIR-f748fab087d858c6,SG-f748fab087d858c6,0,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,6;7;8;9;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9,6;15,16,found,21;20;29;4;5;10;6;7,8,"{""C1"":[21],""O5"":[20],""C2"":[29],""C3"":[4],""C4"":[5],""C5"":[10],""O4"":[6],""O4_EXTERNAL"":[7]}",1;3;4;5;6;10;11;12;20;21;22;23;29;30;31;39;7,17,"{""O4"":[6],""C4"":[5],""C3"":[4],""C5"":[10],""C2"":[29],""O5"":[20],""C1"":[21],""N2_SUB_ENTRY"":[30],""N2_SUBGRAPH"":[30,31,39],""PG_ENTRY"":[3,11,22],""O4_EXTERNAL"":[7]}",21,20,29,4,5,10,6,7
POS-f7b538ca7ad043d9,PAIR-f7b538ca7ad043d9,SG-f7b538ca7ad043d9,1,CCSC1O[C@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O,CO[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,1;2;3;4;26;27,"{""C1"":[3],""O5"":[4],""C2"":[26],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,26],""C2_SUB_ENTRY"":[27]}",3,4,26,2,1,4;26,27,found,2;3;21;12;10;4;11,7,"{""C1"":[2],""O5"":[3],""C2"":[21],""C3"":[12],""C4"":[10],""C5"":[4],""O4"":[11],""O4_EXTERNAL"":[]}",0;1;2;3;4;5;6;10;11;12;13;14;21;22;23;24,16,"{""O4"":[11],""C4"":[10],""C3"":[12],""C5"":[4],""C2"":[21],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[22],""N2_SUBGRAPH"":[22,23,24],""PG_ENTRY"":[1,5,13],""O4_EXTERNAL"":[]}",2,3,21,12,10,4,11,-1
NEG-f7b538ca7ad043d9,PAIR-f7b538ca7ad043d9,SG-f7b538ca7ad043d9,0,CCSC1O[C@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O,CO[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,1;2;3;4;26;27,"{""C1"":[3],""O5"":[4],""C2"":[26],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,26],""C2_SUB_ENTRY"":[27]}",3,4,26,2,1,4;26,27,found,2;3;24;15;10;4;11;12,8,"{""C1"":[2],""O5"":[3],""C2"":[24],""C3"":[15],""C4"":[10],""C5"":[4],""O4"":[11],""O4_EXTERNAL"":[12]}",0;1;2;3;4;5;6;10;11;15;16;17;24;25;26;27;12,17,"{""O4"":[11],""C4"":[10],""C3"":[15],""C5"":[4],""C2"":[24],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[25],""N2_SUBGRAPH"":[25,26,27],""PG_ENTRY"":[1,5,16],""O4_EXTERNAL"":[12]}",2,3,24,15,10,4,11,12
POS-f7b667fcc0fbc39b,PAIR-f7b667fcc0fbc39b,SG-f7b667fcc0fbc39b,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(=O)CCl)[C@H]1OC(C)=O,CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)CCl)[C@H]1NC(C)=O,trichloroacetimidate,6;7;8;9;10;11;12;13;14;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9,10,11,12,13,14],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9;10;11;12;13;14,6;15,16,found,2;3;22;16;14;4;15,7,"{""C1"":[2],""O5"":[3],""C2"":[22],""C3"":[16],""C4"":[14],""C5"":[4],""O4"":[15],""O4_EXTERNAL"":[]}",0;1;2;3;4;5;6;14;15;16;17;18;22;23;24;25;26,17,"{""O4"":[15],""C4"":[14],""C3"":[16],""C5"":[4],""C2"":[22],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[23],""N2_SUBGRAPH"":[23,24,25,26],""PG_ENTRY"":[1,5,17],""O4_EXTERNAL"":[]}",2,3,22,16,14,4,15,-1
NEG-f7b667fcc0fbc39b,PAIR-f7b667fcc0fbc39b,SG-f7b667fcc0fbc39b,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(=O)CCl)[C@H]1OC(C)=O,CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(=O)CCl)[C@H]1NC(C)=O,trichloroacetimidate,6;7;8;9;10;11;12;13;14;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9,10,11,12,13,14],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9;10;11;12;13;14,6;15,16,found,2;3;25;19;14;4;15;16,8,"{""C1"":[2],""O5"":[3],""C2"":[25],""C3"":[19],""C4"":[14],""C5"":[4],""O4"":[15],""O4_EXTERNAL"":[16]}",0;1;2;3;4;5;6;14;15;19;20;21;25;26;27;28;29;16,18,"{""O4"":[15],""C4"":[14],""C3"":[19],""C5"":[4],""C2"":[25],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[26],""N2_SUBGRAPH"":[26,27,28,29],""PG_ENTRY"":[1,5,20],""O4_EXTERNAL"":[16]}",2,3,25,19,14,4,15,16
POS-f7f9d40d510576e8,PAIR-f7f9d40d510576e8,SG-f7f9d40d510576e8,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(C)(C)[Si](OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](O)[C@@H]1O)(c1ccccc1)c1ccccc1,trichloroacetimidate,6;7;8;9;10;11;12;13;14;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9,10,11,12,13,14],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9;10;11;12;13;14,6;15,16,found,9;8;17;29;31;7;32,7,"{""C1"":[9],""O5"":[8],""C2"":[17],""C3"":[29],""C4"":[31],""C5"":[7],""O4"":[32],""O4_EXTERNAL"":[]}",5;6;7;8;9;10;11;17;18;19;27;29;30;31;32,15,"{""O4"":[32],""C4"":[31],""C3"":[29],""C5"":[7],""C2"":[17],""O5"":[8],""C1"":[9],""N2_SUB_ENTRY"":[18],""N2_SUBGRAPH"":[18,19,27],""PG_ENTRY"":[6,10,30],""O4_EXTERNAL"":[]}",9,8,17,29,31,7,32,-1
NEG-f7f9d40d510576e8,PAIR-f7f9d40d510576e8,SG-f7f9d40d510576e8,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,trichloroacetimidate,6;7;8;9;10;11;12;13;14;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9,10,11,12,13,14],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9;10;11;12;13;14,6;15,16,found,19;27;7;5;4;28;3;1,8,"{""C1"":[19],""O5"":[27],""C2"":[7],""C3"":[5],""C4"":[4],""C5"":[28],""O4"":[3],""O4_EXTERNAL"":[1]}",30;29;28;27;19;20;21;7;8;9;17;5;6;4;3;1,16,"{""O4"":[3],""C4"":[4],""C3"":[5],""C5"":[28],""C2"":[7],""O5"":[27],""C1"":[19],""N2_SUB_ENTRY"":[8],""N2_SUBGRAPH"":[8,9,17],""PG_ENTRY"":[29,20,6],""O4_EXTERNAL"":[1]}",19,27,7,5,4,28,3,1
POS-f807c19698b57641,PAIR-f807c19698b57641,SG-f807c19698b57641,1,CC(=O)O[C@H]1[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H](COCc2ccccc2)[C@@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@@H]1OCc1ccccc1,C=CCO[C@@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](OC(=O)CCC(C)=O)[C@H]1N=[N+]=[N-],trichloroacetimidate,3;4;5;6;7;8;9;10;11;12;13,"{""C1"":[5],""O5"":[13],""C2"":[4],""LG_ENTRY"":[6],""LG_CORE"":[7,8,9,10,11,12],""RING_CONTEXT"":[4,13],""C2_SUB_ENTRY"":[3]}",5,13,4,6,7;8;9;10;11;12,4;13,3,found,4;5;37;28;26;6;27,7,"{""C1"":[4],""O5"":[5],""C2"":[37],""C3"":[28],""C4"":[26],""C5"":[6],""O4"":[27],""O4_EXTERNAL"":[]}",2;3;4;5;6;7;8;26;27;28;29;30;37;38;39;40,16,"{""O4"":[27],""C4"":[26],""C3"":[28],""C5"":[6],""C2"":[37],""O5"":[5],""C1"":[4],""N2_SUB_ENTRY"":[38],""N2_SUBGRAPH"":[38,39,40],""PG_ENTRY"":[3,7,29],""O4_EXTERNAL"":[]}",4,5,37,28,26,6,27,-1
NEG-f807c19698b57641,PAIR-f807c19698b57641,SG-f807c19698b57641,0,CC(=O)O[C@H]1[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H](COCc2ccccc2)[C@@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@@H]1OCc1ccccc1,C=CCO[C@@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OC(C)=O)[C@H](OC(=O)CCC(C)=O)[C@H]1N=[N+]=[N-],trichloroacetimidate,3;4;5;6;7;8;9;10;11;12;13,"{""C1"":[5],""O5"":[13],""C2"":[4],""LG_ENTRY"":[6],""LG_CORE"":[7,8,9,10,11,12],""RING_CONTEXT"":[4,13],""C2_SUB_ENTRY"":[3]}",5,13,4,6,7;8;9;10;11;12,4;13,3,found,4;5;40;31;26;6;27;28,8,"{""C1"":[4],""O5"":[5],""C2"":[40],""C3"":[31],""C4"":[26],""C5"":[6],""O4"":[27],""O4_EXTERNAL"":[28]}",2;3;4;5;6;7;8;26;27;31;32;33;40;41;42;43;28,17,"{""O4"":[27],""C4"":[26],""C3"":[31],""C5"":[6],""C2"":[40],""O5"":[5],""C1"":[4],""N2_SUB_ENTRY"":[41],""N2_SUBGRAPH"":[41,42,43],""PG_ENTRY"":[3,7,32],""O4_EXTERNAL"":[28]}",4,5,40,31,26,6,27,28
POS-f8303c19f9db8997,PAIR-f8303c19f9db8997,SG-f8303c19f9db8997,1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OC(=O)CCl)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,4;5;6;7;36;37,"{""C1"":[6],""O5"":[7],""C2"":[36],""LG_ENTRY"":[5],""LG_CORE"":[4],""RING_CONTEXT"":[7,36],""C2_SUB_ENTRY"":[37]}",6,7,36,5,4,7;36,37,found,6;7;26;20;18;8;19,7,"{""C1"":[6],""O5"":[7],""C2"":[26],""C3"":[20],""C4"":[18],""C5"":[8],""O4"":[19],""O4_EXTERNAL"":[]}",4;5;6;7;8;9;10;18;19;20;21;22;26;27;28;36,16,"{""O4"":[19],""C4"":[18],""C3"":[20],""C5"":[8],""C2"":[26],""O5"":[7],""C1"":[6],""N2_SUB_ENTRY"":[27],""N2_SUBGRAPH"":[27,28,36],""PG_ENTRY"":[5,9,21],""O4_EXTERNAL"":[]}",6,7,26,20,18,8,19,-1
NEG-f8303c19f9db8997,PAIR-f8303c19f9db8997,SG-f8303c19f9db8997,0,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,CC(=O)O[C@H]1[C@H](OC(=O)CCl)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccc(C)cc2)O[C@@H]1COCc1ccccc1,thioglycoside,4;5;6;7;36;37,"{""C1"":[6],""O5"":[7],""C2"":[36],""LG_ENTRY"":[5],""LG_CORE"":[4],""RING_CONTEXT"":[7,36],""C2_SUB_ENTRY"":[37]}",6,7,36,5,4,7;36,37,found,23;32;11;5;4;33;3;1,8,"{""C1"":[23],""O5"":[32],""C2"":[11],""C3"":[5],""C4"":[4],""C5"":[33],""O4"":[3],""O4_EXTERNAL"":[1]}",25;24;23;32;33;34;35;4;3;5;6;7;11;12;13;21;1,17,"{""O4"":[3],""C4"":[4],""C3"":[5],""C5"":[33],""C2"":[11],""O5"":[32],""C1"":[23],""N2_SUB_ENTRY"":[12],""N2_SUBGRAPH"":[12,13,21],""PG_ENTRY"":[24,34,6],""O4_EXTERNAL"":[1]}",23,32,11,5,4,33,3,1
