page_number,scheme_ordinal,summary_ordinal,reaction_number,inferred_product_count,status,attempts,skip_reason,result_page_url,detail_url
53,1044,2,31-614-CAS-31197354,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1044&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1044&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F6174da6a-46a6-5310-9f45-97fa60f72e16&uriForGroup=substance%2Fpt%2F1532548132%2Bsubstance%2Fpt%2F931577-%3Esubstance%2Fpt%2F1532548563%2Bsubstance%2Fpt%2F1532548574
53,1044,3,31-614-CAS-31447648,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1044&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1044&ordinal=3&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F142cfcb9-d093-5e09-a1cc-ab62db0508df&uriForGroup=substance%2Fpt%2F1532548132%2Bsubstance%2Fpt%2F931577-%3Esubstance%2Fpt%2F1532548563%2Bsubstance%2Fpt%2F1532548574
53,1044,4,31-236-CAS-3384115,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1044&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1044&ordinal=4&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fd1a3d5cb-f290-5dbf-8027-871e82143182&uriForGroup=substance%2Fpt%2F1532548132%2Bsubstance%2Fpt%2F931577-%3Esubstance%2Fpt%2F1532548563%2Bsubstance%2Fpt%2F1532548574
53,1045,1,31-614-CAS-31197366,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1045&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1045&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F1cdec4bf-8bf1-5133-96a8-eb3e372b0ef5&uriForGroup=substance%2Fpt%2F116110%2Bsubstance%2Fpt%2F1532548110-%3Esubstance%2Fpt%2F1532548461%2Bsubstance%2Fpt%2F1532548472
53,1045,2,31-236-CAS-4406630,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1045&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1045&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fd366a6d5-1389-5643-9cd9-adf546c4f83d&uriForGroup=substance%2Fpt%2F116110%2Bsubstance%2Fpt%2F1532548110-%3Esubstance%2Fpt%2F1532548461%2Bsubstance%2Fpt%2F1532548472
53,1045,3,31-236-CAS-12844534,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1045&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1045&ordinal=3&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F51df59b7-9334-53b5-85e0-ab5de664271d&uriForGroup=substance%2Fpt%2F116110%2Bsubstance%2Fpt%2F1532548110-%3Esubstance%2Fpt%2F1532548461%2Bsubstance%2Fpt%2F1532548472
53,1045,4,31-614-CAS-31447664,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1045&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1045&ordinal=4&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F5e71709d-9186-559c-b6d9-d4b29a641ee4&uriForGroup=substance%2Fpt%2F116110%2Bsubstance%2Fpt%2F1532548110-%3Esubstance%2Fpt%2F1532548461%2Bsubstance%2Fpt%2F1532548472
53,1046,1,31-008-CAS-21761433,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1046&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1046&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F02a50075-1250-558c-8ec0-e1ae78ef863b&uriForGroup=substance%2Fpt%2F2407729159%2Bsubstance%2Fpt%2F939264-%3Esubstance%2Fpt%2F2407729160%2Bsubstance%2Fpt%2F2413194166
53,1047,1,31-614-CAS-26018021,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1047&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1047&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F24576104-786e-5a52-9a7a-9836af889b95&uriForGroup=substance%2Fpt%2F2520187806%2Bsubstance%2Fpt%2F613901-%3Esubstance%2Fpt%2F2520188036%2Bsubstance%2Fpt%2F2520188058
53,1047,2,31-614-CAS-30016768,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1047&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1047&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fbe486d54-bc00-5f56-96b0-20c6f9538773&uriForGroup=substance%2Fpt%2F2520187806%2Bsubstance%2Fpt%2F613901-%3Esubstance%2Fpt%2F2520188036%2Bsubstance%2Fpt%2F2520188058
53,1048,1,31-354-CAS-2744604,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1048&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1048&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fe35d6efa-2b2b-5c48-be34-99b4d7fbc21d&uriForGroup=substance%2Fpt%2F71117367%2Bsubstance%2Fpt%2F75365-%3Esubstance%2Fpt%2F1346111452%2Bsubstance%2Fpt%2F756897526
53,1049,1,31-008-CAS-8233865,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1049&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1049&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F08a3fe68-5adc-5c3d-aa96-521246728779&uriForGroup=substance%2Fpt%2F106956%2Bsubstance%2Fpt%2F127128523-%3Esubstance%2Fpt%2F127072906%2Bsubstance%2Fpt%2F127099609
53,1050,1,31-008-CAS-2887450,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1050&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1050&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fb61b21b3-9f4c-5ab2-a75c-eb34d3abd49f&uriForGroup=substance%2Fpt%2F100390%2Bsubstance%2Fpt%2F115678121-%3Esubstance%2Fpt%2F115678132%2Bsubstance%2Fpt%2F120255405
53,1051,1,31-008-CAS-4620321,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1051&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1051&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fc77294cb-76f4-54c0-95cd-b431ee98197d&uriForGroup=substance%2Fpt%2F100390%2Bsubstance%2Fpt%2F25019696-%3Esubstance%2Fpt%2F69558072%2Bsubstance%2Fpt%2F69850471
53,1052,1,31-355-CAS-20441442,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1052&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1052&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F863dc311-506c-5745-a749-77d769e64026&uriForGroup=substance%2Fpt%2F108247%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F104321100%2Bsubstance%2Fpt%2F107657078
53,1052,2,31-355-CAS-4878821,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1052&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1052&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F74138a76-fd98-54ca-9209-e5e206ebae0d&uriForGroup=substance%2Fpt%2F108247%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F104321100%2Bsubstance%2Fpt%2F107657078
53,1052,3,31-355-CAS-19324249,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1052&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1052&ordinal=3&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F6632260d-34aa-5722-971d-a31ed5bfdd66&uriForGroup=substance%2Fpt%2F108247%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F104321100%2Bsubstance%2Fpt%2F107657078
53,1052,4,31-355-CAS-12480198,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1052&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1052&ordinal=4&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F70519a04-3242-539e-8b28-c99363670c61&uriForGroup=substance%2Fpt%2F108247%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F104321100%2Bsubstance%2Fpt%2F107657078
53,1052,5,31-355-CAS-10361041,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1052&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1052&ordinal=5&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fc9037680-4ac4-51b8-930f-10914c190674&uriForGroup=substance%2Fpt%2F108247%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F104321100%2Bsubstance%2Fpt%2F107657078
53,1053,1,31-357-CAS-22202967,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1053&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1053&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F39665a57-05a2-55f1-8631-c4a8bc3b0c34&uriForGroup=substance%2Fpt%2F197916044-%3Esubstance%2Fpt%2F180782814%2Bsubstance%2Fpt%2F197853502
53,1054,1,31-354-CAS-12165875,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1054&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1054&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F4fc056a6-07de-5bd6-81dc-6763e83b1f90&uriForGroup=substance%2Fpt%2F219518191%2Bsubstance%2Fpt%2F75365-%3Esubstance%2Fpt%2F755002529%2Bsubstance%2Fpt%2F755002585
53,1055,1,31-355-CAS-6884001,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1055&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1055&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fb3af92c7-d63e-5627-a23a-243887093191&uriForGroup=substance%2Fpt%2F108247%2Bsubstance%2Fpt%2F71117367-%3Esubstance%2Fpt%2F1346111452%2Bsubstance%2Fpt%2F756897526
53,1055,2,31-355-CAS-3396648,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1055&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1055&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fdbd71738-9079-5d0b-896f-fbf0cf7733bc&uriForGroup=substance%2Fpt%2F108247%2Bsubstance%2Fpt%2F71117367-%3Esubstance%2Fpt%2F1346111452%2Bsubstance%2Fpt%2F756897526
53,1056,1,31-614-CAS-28678049,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1056&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1056&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F028c2c83-f839-5744-b802-59cf808b9e85&uriForGroup=substance%2Fpt%2F35780768%2Bsubstance%2Fpt%2F613901-%3Esubstance%2Fpt%2F2520187873%2Bsubstance%2Fpt%2F2520187895
53,1056,2,31-614-CAS-30395402,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1056&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1056&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Feb206904-0577-51ab-9604-6832d3466e47&uriForGroup=substance%2Fpt%2F35780768%2Bsubstance%2Fpt%2F613901-%3Esubstance%2Fpt%2F2520187873%2Bsubstance%2Fpt%2F2520187895
53,1057,1,31-356-CAS-20333549,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1057&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1057&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Ffb6f2cf2-f50b-533c-bfaf-87f14e661eac&uriForGroup=substance%2Fpt%2F2360936929%2Bsubstance%2Fpt%2F591800-%3Esubstance%2Fpt%2F2360937159%2Bsubstance%2Fpt%2F2360937160
53,1058,1,31-008-CAS-107518,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1058&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1058&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Faaf9abe5-7156-542a-be62-31d361cee07c&uriForGroup=substance%2Fpt%2F100447%2Bsubstance%2Fpt%2F127875187-%3Esubstance%2Fpt%2F127875018%2Bsubstance%2Fpt%2F127875063
53,1059,1,31-022-CAS-3644297,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1059&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1059&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F462b426d-a853-5a6b-a4a6-faae1c34fdc3&uriForGroup=substance%2Fpt%2F64552063%2Bsubstance%2Fpt%2F98599-%3Esubstance%2Fpt%2F86420679%2Bsubstance%2Fpt%2F86420680
53,1060,1,31-008-CAS-9702307,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1060&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1060&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F317bbddd-557c-5126-b814-0368d0bd2324&uriForGroup=substance%2Fpt%2F100390%2Bsubstance%2Fpt%2F71117367-%3Esubstance%2Fpt%2F108739919%2Bsubstance%2Fpt%2F108739920
53,1060,2,31-008-CAS-14076582,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1060&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1060&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F95c91582-680e-5bdd-a3b3-7da145923c59&uriForGroup=substance%2Fpt%2F100390%2Bsubstance%2Fpt%2F71117367-%3Esubstance%2Fpt%2F108739919%2Bsubstance%2Fpt%2F108739920
53,1060,3,31-008-CAS-5170840,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/53,https://scifinder-n.cas.org/navigate/?appId=603a5215-a537-40df-a40f-62da7b1d7018&backKey=6a58ba6462c3022ca7b601fb&backToPage=53&cidValue=816&groupOrdinal=1060&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1060&ordinal=3&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F3dfb400c-ca46-5057-bb4d-f500a31feb08&uriForGroup=substance%2Fpt%2F100390%2Bsubstance%2Fpt%2F71117367-%3Esubstance%2Fpt%2F108739919%2Bsubstance%2Fpt%2F108739920
