model_type,local_output_mode,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,parameter_count,trainable_parameter_count,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l3,gine,split_pair_group,2,formal_computational_v1,True,gine_original,0.2,,reference,1.0,0.0003,0.0001,2.0,10,cosine,40,1283971,1283971,98,0.48999999999999994,1084,239,238,0.891213389121339,0.8816836058329651,0.8846525096525096,"[[78, 15], [11, 135]]",0.9425541316836057,0.9635800833250707,0.46078078716868637,0.8697478991596639,0.862162558685446,0.863982449348303,"[[79, 17], [14, 128]]",0.920774647887324,0.9073551256992656,0.4665875803021824,/home/jjhong/gly/artifacts/checkpoints/formal_computational_v1/pair_gine_tri_l3_fair/crossattn_tri_l3_split_pair_group_seed2_formal_computational_v1.pt
