model_type,local_output_mode,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,parameter_count,trainable_parameter_count,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
global,l3,chiral_gine,split_pair_group,2,formal_computational_v1,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,1081475,1081475,63,0.4499999999999999,1084,239,238,0.9246861924686193,0.9110325526587126,0.9190623118603252,"[[79, 14], [4, 142]]",0.9397554868169097,0.9366537436015365,0.40677661825922246,0.9495798319327731,0.9425616197183099,0.9470522803114572,"[[87, 9], [3, 139]]",0.9620745305164319,0.9360919947285828,0.3049499937215773,/home/jjhong/gly/artifacts/checkpoints/formal_computational_v1/pair_chiral_global/chiral_gine_global_split_pair_group_seed2_formal_computational_v1.pt
