model_type,local_output_mode,encoder_type,split_column,seed,run_id,deterministic,training_defaults,dropout,perm_cat_dropout,perm_cat_normalization,perm_cat_lr_scale,lr,weight_decay,gradient_clip,warmup_epochs,lr_scheduler,patience,parameter_count,trainable_parameter_count,best_epoch,tuned_threshold,n_train,n_val,n_test,val_accuracy,val_balanced_accuracy,val_macro_f1,val_confusion_matrix,val_auroc,val_auprc,val_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_confusion_matrix,test_auroc,test_auprc,test_loss,checkpoint
crossattn_tri,l3,chiral_gine,split_year,0,formal_computational_v1,True,chiral_stable_v1,0.2,0.1,reference,0.5,0.0003,0.0001,2.0,10,cosine,40,1876099,1876099,90,0.8749999999999999,1088,192,281,0.9166666666666666,0.9117611940298508,0.9089184060721063,"[[60, 7], [9, 116]]",0.9386268656716418,0.9491337414306767,0.4252425382534663,0.7580071174377224,0.770361509835194,0.7550256410256411,"[[91, 19], [49, 122]]",0.79585326953748,0.8351222485259275,0.8441037639604344,/home/jjhong/gly/artifacts/checkpoints/formal_computational_v1/year_chiral_tri_l3/chiral_gine_crossattn_tri_l3_split_year_seed0_formal_computational_v1.pt
